Iteration	Posterior	Likelihood	Prior	birth_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	branch_rates[103]	branch_rates[104]	branch_rates[105]	branch_rates[106]	branch_rates[107]	branch_rates[108]	branch_rates[109]	branch_rates[110]	branch_rates[111]	branch_rates[112]	branch_rates[113]	branch_rates[114]	branch_rates[115]	branch_rates[116]	branch_rates[117]	branch_rates[118]	branch_rates[119]	branch_rates[120]	branch_rates[121]	branch_rates[122]	branch_rates[123]	branch_rates[124]	branch_rates[125]	branch_rates[126]	branch_rates[127]	branch_rates[128]	branch_rates[129]	branch_rates[130]	branch_rates[131]	branch_rates[132]	branch_rates[133]	branch_rates[134]	branch_rates[135]	branch_rates[136]	branch_rates[137]	branch_rates[138]	branch_rates[139]	branch_rates[140]	branch_rates[141]	branch_rates[142]	branch_rates[143]	branch_rates[144]	branch_rates[145]	branch_rates[146]	branch_rates[147]	branch_rates[148]	branch_rates[149]	branch_rates[150]	branch_rates[151]	branch_rates[152]	branch_rates[153]	branch_rates[154]	branch_rates[155]	branch_rates[156]	branch_rates[157]	branch_rates[158]	branch_rates[159]	branch_rates[160]	branch_rates[161]	branch_rates[162]	branch_rates[163]	branch_rates[164]	branch_rates[165]	branch_rates[166]	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	pi[1]	pi[2]	pi[3]	pi[4]	root_time	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
6790	-16940.8	-16849.8	-90.94	0.2002742	0.0543858	0.0188078	0.0571448	0.00758312	0.0521479	0.022082	0.00166797	0.0106418	0.0392291	0.0594689	0.0702216	0.293225	0.0268976	0.0221708	0.0400862	0.0710268	0.144197	0.00851619	0.00800987	0.296497	0.259934	0.714699	0.0482333	0.137669	0.0239969	0.0266065	0.00513412	0.0822755	0.0673642	0.00636715	0.00628285	0.0422344	0.042247	0.013583	0.048355	0.0885752	0.0486706	0.105373	0.0163278	0.0850513	0.495383	0.087508	0.00381031	0.00911275	0.445743	0.0227175	0.048929	0.0440916	0.00752804	0.100594	0.0977945	0.00381518	0.0872009	0.208126	0.0676231	0.0746779	0.070169	0.165772	0.217807	0.00973018	1.06082	0.0382897	0.071151	0.00444119	0.0897855	0.0577929	0.17764	0.0350222	0.142233	0.0681934	0.0214737	0.111938	0.028285	0.00290799	0.145186	0.112054	0.0114319	0.170747	0.185423	1.10191	0.0311355	0.0289864	0.289527	0.00464162	0.00242651	0.863051	0.024867	0.0350025	0.471634	0.0269719	0.02967	0.0180622	0.00598466	0.00296945	0.381144	0.0914651	0.0383286	0.110204	0.0543625	0.0339583	0.0307865	0.00375777	0.0712978	0.0290464	0.00394291	0.294222	0.0909361	0.0249857	0.102506	0.00660958	0.121619	0.505623	0.190492	0.345857	0.260004	0.00268505	0.64135	0.0124557	0.108195	0.430033	0.0165689	0.288771	0.0297152	0.186517	0.0198193	0.146564	0.0239326	0.291627	0.0633934	0.00510609	0.130705	0.174466	0.00326188	0.042223	0.399177	0.101232	0.00132455	0.0530586	0.00805793	0.020908	0.0301597	0.208867	0.0993034	0.777669	0.166999	0.0132008	0.00603776	0.139523	0.0537748	0.0354777	0.0270958	0.325669	0.266757	0.119476	0.102969	0.0277249	0.0162832	0.809843	0.0146531	0.0371051	0.0105373	0.378739	0.431317	0.00997034	0.00961055	0.0559625	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.1269867	0.240502	0.221357	0.269854	0.268287	2.001411	0.6648405	0.1797297	-2.954381	1.573582	2.476159
6800	-16943.1	-16849.6	-93.4586	0.2002742	0.0640765	0.0192967	0.0586303	0.00778025	0.0535036	0.0226561	0.00171133	0.0109184	0.0402489	0.0610149	0.0720471	0.300848	0.0275968	0.0227471	0.0411283	0.0728732	0.147945	0.00873758	0.00821809	0.304205	0.266691	0.733278	0.0494872	0.141247	0.0246207	0.0272982	0.00526759	0.0844144	0.0691154	0.00653267	0.00644618	0.0433323	0.0433452	0.0139361	0.0496121	0.0908778	0.0499358	0.108113	0.0167522	0.0872624	0.508261	0.0897828	0.00390937	0.00934965	0.457331	0.023308	0.050201	0.0452378	0.00772374	0.103209	0.100337	0.00391436	0.0894678	0.213537	0.069381	0.0766193	0.0719931	0.170081	0.223469	0.00998313	1.08839	0.0392851	0.0730007	0.00455664	0.0921196	0.0592952	0.182258	0.0359326	0.14593	0.0699662	0.022032	0.114848	0.0290204	0.00298358	0.14896	0.114967	0.0117291	0.175185	0.190243	1.13056	0.0319449	0.0297399	0.297054	0.00476229	0.00248959	0.885487	0.0255135	0.0359124	0.483895	0.0276731	0.0304413	0.0185317	0.00614024	0.00304665	0.391053	0.00361356	0.039325	0.113069	0.0557758	0.0348411	0.0315869	0.00385546	0.0731513	0.0298015	0.00404541	0.30187	0.0933001	0.0256352	0.105171	0.0067814	0.124781	0.518767	0.195444	0.354848	0.0745216	0.00275485	0.658023	0.0127795	0.111007	0.441213	0.0169997	0.296278	0.0304876	0.191366	0.0203345	0.150374	0.0245548	0.299208	0.0650414	0.00523883	0.134103	0.179001	0.00334668	0.0433207	0.409554	0.103864	0.00135898	0.0544379	0.00826741	0.0214516	0.0309437	0.214297	0.101885	0.797885	0.17134	0.0135439	0.00619472	0.143151	0.0551727	0.0364	0.0278002	0.334136	0.273691	0.122582	0.105646	0.0284457	0.0167065	0.830896	0.015034	0.0380697	0.0108112	0.388585	0.442529	0.0849988	0.00986039	0.0653254	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.1291342	0.240502	0.221357	0.269854	0.268287	1.998647	0.6648405	0.1879488	-2.929864	1.586366	2.516557
6810	-16883.3	-16849.5	-33.7297	0.2002742	0.0539553	0.0144717	0.0439703	0.00583487	0.0401255	0.0169911	0.00128343	0.00818836	0.030185	0.0457587	0.0540324	0.225623	0.0206965	0.0170594	0.0308445	0.0546519	0.110953	0.00655283	0.00616323	0.228141	0.200007	0.549928	0.0371134	0.10593	0.0184645	0.0204725	0.00395048	0.0633073	0.0518337	0.00489923	0.00483437	0.0324974	0.0325071	0.0104515	0.037207	0.0681547	0.0374498	0.08108	0.0125635	0.0654432	0.381175	0.0673334	0.00293186	0.00701185	0.342979	0.0174801	0.0376487	0.0339265	0.00579249	0.0774025	0.0752484	0.00293561	0.0670972	0.160144	0.0520329	0.0574613	0.0539919	0.127554	0.167593	0.00748694	0.00320795	0.0294622	0.0547475	0.00341729	0.0690859	0.044469	0.136686	0.026948	0.109442	0.0524717	0.0165231	0.0861312	0.0217641	0.00223756	0.111042	0.0862208	0.00879631	0.131382	0.142675	0.847871	0.0239573	0.0223037	0.222778	0.00357152	0.00186709	0.664079	0.0191341	0.0269329	0.362901	0.0207537	0.0228297	0.013898	0.00460493	0.00228486	0.293273	0.00271002	0.0294922	0.0847971	0.0418295	0.0261294	0.0236888	0.00289143	0.0548605	0.0223499	0.00303389	0.22639	0.0699713	0.0192254	0.0788736	0.00508577	0.0935803	0.389054	0.146575	0.266121	0.0558881	0.00206603	0.49349	0.0095841	0.0832508	0.330891	0.0127491	0.222196	0.0228645	0.143517	0.0152501	0.112774	0.0184151	0.224394	0.0487784	0.00392891	0.100572	0.134244	0.00250987	0.0324887	0.307149	0.0778936	0.00101918	0.0408262	0.00620022	0.0160878	0.0232065	0.160714	0.0764095	0.598381	0.128498	0.0101574	0.00464579	0.107357	0.0413773	0.0272985	0.020849	0.250588	0.205257	0.0631286	0.0792299	0.0213331	0.0125292	0.0314726	0.0112749	0.0285507	0.00810797	0.291423	0.331879	0.0146897	0.00739489	0.0682093	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.08806146	0.240502	0.221357	0.269854	0.268287	2.001828	0.6648405	0.1168345	-3.180202	1.437501	2.066409
6820	-16847.5	-16849.6	2.04012	0.2002742	0.0535218	0.0119973	0.0364521	0.0048372	0.0332647	0.0140859	0.00106399	0.00678828	0.0250239	0.0379347	0.0447937	0.187045	0.0171577	0.0141425	0.0255706	0.0453073	0.0919818	0.0054324	0.00510942	0.189133	0.165809	0.4559	0.0307676	0.0878176	0.0153074	0.0169721	0.00327501	0.0524828	0.02931	0.00406154	0.00400777	0.0269409	0.026949	0.00866447	0.0308452	0.0565013	0.0310465	0.0672167	0.0104153	0.0542535	0.316	0.0558205	0.00722379	0.00581294	0.284336	0.0144913	0.0312114	0.0281256	0.00480207	0.064168	0.0623822	0.00243367	0.0556247	0.132762	0.0431361	0.0476364	0.0447602	0.105744	0.138937	0.0062068	0.00265944	0.0244246	0.0453866	0.00283299	0.0572734	0.0368655	0.113315	0.0223403	0.090729	0.0434999	0.0136979	0.0714042	0.0180428	0.00185498	0.0920553	0.0714784	0.00729229	0.108918	0.11828	0.702899	0.0496508	0.0184901	0.184687	0.00296085	0.00154785	0.550532	0.0158624	0.0223278	0.300851	0.0172052	0.0189262	0.0115217	0.00381756	0.00189419	0.243128	0.00224665	0.0244495	0.0702982	0.0346774	0.0216617	0.0196384	0.00239705	0.0454802	0.0185284	0.00251515	0.187681	0.0580073	0.0159381	0.0653875	0.00421619	0.0775796	0.322532	0.121513	0.220619	0.0463322	0.00171277	0.409111	0.00794538	0.0690163	0.274314	0.0105692	0.184204	0.018955	0.00662258	0.0126426	0.0934915	0.0152664	0.186026	0.0404381	0.00325713	0.0833757	0.11129	0.00208072	0.0269337	0.254631	0.0645751	0.000844917	0.0338456	0.00514008	0.013337	0.0192386	0.133234	0.0633447	0.496068	0.106527	0.00842065	0.00385143	0.0890007	0.0343024	0.0226309	0.0172842	0.207742	0.170162	0.0523346	0.0656829	0.0176855	0.0103869	0.0260913	0.00934709	0.023669	0.00672164	0.241594	0.275133	0.00493438	0.00613048	0.0615414	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.07249301	0.240502	0.221357	0.269854	0.268287	2.000726	0.6648405	0.08978883	-3.494091	1.472275	2.167593
6830	-16864.2	-16852.7	-11.4951	0.2002742	0.0448833	0.012765	0.0387847	0.00514673	0.0353933	0.0149873	0.00113207	0.00722266	0.0266251	0.0403621	0.04766	0.199014	0.0182556	0.0150475	0.0272068	0.0482065	0.0978676	0.00578002	0.00543637	0.201235	0.176419	0.485072	0.0327364	0.0934369	0.0162869	0.0180581	0.00348457	0.0558411	0.0311855	0.00432144	0.00426423	0.0286648	0.0286734	0.0092189	0.032819	0.0601168	0.0330332	0.0715178	0.0110818	0.0577251	0.336221	0.0593924	0.00768603	0.00618491	0.30253	0.0154185	0.0332085	0.0299254	0.00510935	0.068274	0.066374	0.0025894	0.059184	0.0796722	0.0458964	0.0506846	0.0476243	0.112511	0.147828	0.0093058	0.00282962	0.0259875	0.0482908	0.00301427	0.0609382	0.0392245	0.120566	0.0237699	0.0965347	0.0462835	0.0145744	0.0759733	0.0191973	0.00197368	0.0979459	0.0760523	0.00775891	0.115887	0.125848	0.747877	0.0528279	0.0196733	0.196505	0.00315031	0.0016469	0.58576	0.0168775	0.0237565	0.320102	0.0183061	0.0201373	0.012259	0.00406184	0.0020154	0.258686	0.00239041	0.026014	0.0747965	0.0368963	0.0230478	0.0208951	0.00255043	0.0483905	0.019714	0.00267609	0.199691	0.0617191	0.016958	0.0695716	0.00448598	0.0825439	0.343171	0.129289	0.234736	0.167979	0.00182237	0.43529	0.00845379	0.0734326	0.291867	0.0112455	0.195991	0.0201679	0.00704635	0.0134515	0.099474	0.0162433	0.19793	0.0430257	0.00346555	0.0887108	0.118412	0.0615864	0.0286571	0.270925	0.0687072	0.000898982	0.0360113	0.00546899	0.0141905	0.0204697	0.14176	0.0673981	0.527811	0.113343	0.00895948	0.00409788	0.0946958	0.0364974	0.024079	0.0183902	0.221035	0.18105	0.0556835	0.0698858	0.0188172	0.0110516	0.0277608	0.0099452	0.0251836	0.00715176	0.257054	0.292738	0.00122844	0.00652277	0.0728676	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.07779727	0.240502	0.221357	0.269854	0.268287	2.000163	0.6648405	0.1041697	-3.443576	1.537428	2.363684
6840	-16867.8	-16849	-18.726	0.2002742	0.0581975	0.0129275	0.0392785	0.00521226	0.0358439	0.0151781	0.00114648	0.00731462	0.0269641	0.040876	0.0482669	0.201548	0.0184881	0.0152391	0.0275533	0.0488203	0.0991137	0.00585361	0.00550559	0.203797	0.178666	0.491248	0.0331532	0.0946266	0.0164943	0.018288	0.00352894	0.0565521	0.0315826	0.00437646	0.00431852	0.0290298	0.0290385	0.00933628	0.0332369	0.0608822	0.0334538	0.0724284	0.0112229	0.0584601	0.340502	0.0601487	0.0077839	0.00626366	0.306382	0.0156149	0.0336314	0.0303064	0.0051744	0.0691433	0.0672191	0.00262237	0.0599376	0.0806866	0.0464808	0.0513299	0.0482307	0.113944	0.14971	0.00942428	0.00286565	0.0263184	0.0489057	0.00305265	0.0617141	0.039724	0.122101	0.0240725	0.0977638	0.0468728	0.01476	0.0769406	0.0194417	0.00199881	0.099193	0.0770206	0.0078577	0.117363	0.127451	0.757399	0.0535006	0.0199238	0.199007	0.00319042	0.00166787	0.593218	0.0170924	0.024059	0.324178	0.0185392	0.0203937	0.012415	0.00411356	0.00204106	0.26198	0.00242085	0.0263452	0.0757488	0.0373661	0.0233413	0.0211611	0.00258291	0.0490066	0.019965	0.00271016	0.202233	0.062505	0.0171739	0.0704574	0.0045431	0.0835949	0.34754	0.130935	0.237725	0.170118	0.00184557	0.440832	0.00856143	0.242553	0.295584	0.0113887	0.198487	0.0204247	0.00713607	0.0136228	0.100741	0.0164501	0.20045	0.0435735	0.00350967	0.0898403	0.119919	0.0623706	0.029022	0.274374	0.069582	0.000910428	0.0364698	0.00553862	0.0143712	0.0207303	0.143565	0.0682562	0.534531	0.114787	0.00907356	0.00415006	0.0959015	0.0369621	0.0243856	0.0186243	0.223849	0.183355	0.0563925	0.0707757	0.0190567	0.0111923	0.0281143	0.0100718	0.0255042	0.00724282	0.260327	0.296466	0.0125548	0.00660582	0.0646516	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.07989082	0.240502	0.221357	0.269854	0.268287	1.997399	0.6648405	0.09570012	-3.475335	1.502531	2.257598
6850	-16868.1	-16856.5	-11.59	0.2002742	0.0433197	0.0125283	0.0380655	0.00505129	0.034737	0.0147093	0.00111108	0.00708873	0.0261314	0.0396137	0.0467763	0.195324	0.0179171	0.0147685	0.0267023	0.0473126	0.0960529	0.00567284	0.00533556	0.197504	0.173148	0.476078	0.0321293	0.0917043	0.0159849	0.0177232	0.00341996	0.0548057	0.0306072	0.00424131	0.00418516	0.0281333	0.0281417	0.00904796	0.0322104	0.059002	0.0324206	0.0701917	0.0108763	0.0566547	0.329986	0.0582911	0.00754351	0.00607022	0.29692	0.0151326	0.0325927	0.0293705	0.00501461	0.067008	0.0651432	0.00254138	0.0580866	0.0781948	0.0450453	0.0497447	0.0467412	0.110425	0.145086	0.00913324	0.00277715	0.0255056	0.0473954	0.00295838	0.0598083	0.0384972	0.11833	0.0233291	0.0947446	0.0454252	0.0143042	0.0745645	0.0188413	0.00193708	0.0961297	0.074642	0.00761504	0.113738	0.123515	0.734009	0.0518484	0.0193085	0.192861	0.00309189	0.00161636	0.574898	0.0165645	0.023316	0.314167	0.0179666	0.0197639	0.0120316	0.00398652	0.00197802	0.253889	0.00234609	0.0255316	0.0734095	0.0362122	0.00415305	0.0205076	0.00250314	0.0474932	0.0193485	0.00262647	0.195988	0.0605747	0.0166436	0.0682815	0.00440279	0.0810133	0.336807	0.126891	0.230383	0.164864	0.00178858	0.427218	0.00829703	0.235062	0.286455	0.011037	0.192357	0.019794	0.00691569	0.0132021	0.0976294	0.0120314	0.194259	0.0422279	0.00340129	0.0870658	0.116216	0.0604444	0.0281258	0.265901	0.0674331	0.000882312	0.0353436	0.00536758	0.0139273	0.0200901	0.139131	0.0661483	0.518023	0.111242	0.00879335	0.0040219	0.0929398	0.0358207	0.0236325	0.0180492	0.216936	0.177693	0.0546509	0.0685899	0.0184682	0.0108466	0.0272461	0.00976079	0.0247166	0.00701914	0.252287	0.28731	0.0466812	0.00640181	0.0452057	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.07731279	0.240502	0.221357	0.269854	0.268287	1.999509	0.6648405	0.1036409	-3.553137	1.603941	2.572627
6860	-16874.5	-16849.7	-24.7519	0.2002742	0.0572898	0.0129659	0.0393952	0.00522774	0.0359504	0.0152232	0.00114989	0.00733635	0.0270442	0.0409974	0.0484102	0.202147	0.018543	0.0152844	0.0276351	0.0489653	0.0994081	0.005871	0.00552194	0.204403	0.179196	0.492708	0.0332517	0.0949077	0.0165433	0.0183423	0.00353942	0.0567201	0.0316764	0.00438946	0.00433135	0.029116	0.0291247	0.00936401	0.0333356	0.0610631	0.0335531	0.0726436	0.0112562	0.0586337	0.341513	0.0603273	0.00780702	0.00628226	0.307292	0.0156612	0.0337313	0.0303964	0.00518977	0.0693487	0.0674187	0.00263016	0.0601156	0.0809263	0.0434765	0.0514824	0.048374	0.114282	0.150154	0.00945228	0.00287416	0.0263966	0.049051	0.00306172	0.0618974	0.0398419	0.122464	0.024144	0.0980542	0.047012	0.0148038	0.0771692	0.0194995	0.00200474	0.0994876	0.0772494	0.00788104	0.117711	0.127829	0.810756	0.0536595	0.019983	0.199598	0.0031999	0.00167282	0.59498	0.0171431	0.0241305	0.325141	0.0185942	0.0204543	0.0124519	0.00412578	0.00204712	0.262758	0.00242804	0.0264235	0.0759738	0.0374771	0.00429812	0.021224	0.00259058	0.0491522	0.0200243	0.00271821	0.202834	0.0626906	0.0172249	0.0706667	0.00455659	0.0838432	0.348573	0.131324	0.238431	0.170623	0.00185105	0.442142	0.00858686	0.243273	0.296462	0.0114225	0.199076	0.0204854	0.00715727	0.0136633	0.10104	0.0124517	0.201045	0.0437029	0.548363	0.0901072	0.120275	0.0625558	0.0291082	0.275189	0.0697887	0.000913132	0.0365782	0.00555507	0.0144138	0.0207919	0.143991	0.068459	0.536119	0.115128	0.00910051	0.00416239	0.0961864	0.0370719	0.024458	0.0186797	0.224514	0.1839	0.05656	0.0709859	0.0191133	0.0112255	0.0281978	0.0101017	0.02558	0.00726433	0.2611	0.297346	0.335696	0.00662544	0.0362734	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.08532752	0.240502	0.221357	0.269854	0.268287	1.999152	0.6648405	0.1109225	-3.307616	1.489088	2.217384
6870	-16877	-16849.5	-27.5328	0.2002742	0.0563494	0.0128229	0.0389607	0.00517009	0.0355539	0.0150553	0.00113721	0.00725544	0.026746	0.0405453	0.0478763	0.199918	0.0183385	0.0151158	0.0273303	0.012695	0.0983118	0.00580625	0.00546104	0.202148	0.17722	0.487274	0.032885	0.093861	0.0163608	0.01814	0.00350039	0.0560946	0.031327	0.00434105	0.00428358	0.0287949	0.0288035	0.00926074	0.0329679	0.26706	0.0331831	0.0718424	0.0111321	0.0579871	0.337747	0.059662	0.00772092	0.00621298	0.303903	0.0154885	0.0333593	0.0300612	0.00513254	0.0685839	0.0666752	0.00260115	0.0594527	0.0800338	0.042997	0.0509146	0.0180453	0.113022	0.148498	0.00934803	0.00284246	0.0261055	0.04851	0.00302795	0.0612148	0.0394025	0.121113	0.0238778	0.0969728	0.0464935	0.0146406	0.0763181	0.0192844	0.00198263	0.0983904	0.0763974	0.00779413	0.116413	0.126419	0.801815	0.0530677	0.0197626	0.197396	0.00316461	0.0699165	0.588419	0.0169541	0.0238643	0.321555	0.0183892	0.0202287	0.0123146	0.00408028	0.00202454	0.25986	0.00240126	0.0261321	0.075136	0.0370638	0.00425072	0.0209899	0.00256201	0.0486101	0.0198035	0.00268824	0.200597	0.0619993	0.017035	0.0698873	0.00450634	0.0829185	0.344728	0.129875	0.235802	0.168742	0.00183064	0.437266	0.00849216	0.24059	0.293192	0.0112965	0.196881	0.0202595	0.00707833	0.0135126	0.0999254	0.0123144	0.198828	0.043221	0.542316	0.0891134	0.118949	0.0618659	0.0287872	0.272154	0.069019	0.000903062	0.0361748	0.00549381	0.0142549	0.0205626	0.142403	0.067704	0.530206	0.113858	0.00900015	0.00411648	0.0951256	0.0366631	0.0241883	0.0184737	0.222038	0.181872	0.0559362	0.070203	0.0189026	0.0111017	0.0278868	0.00999034	0.0252979	0.00718421	0.25822	0.294067	0.538654	0.00655237	0.026524	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.08683474	0.240502	0.221357	0.269854	0.268287	2.000414	0.6648405	0.1186201	-3.461092	1.630498	2.658525
6880	-16895.4	-16849.5	-45.9003	0.2002742	0.0641398	0.0147069	0.044685	0.00592971	0.0407777	0.0172673	0.00130429	0.00832145	0.0306756	0.0465024	0.0549106	0.229291	0.0210329	0.0173367	0.0313458	0.0145603	0.112756	0.00665933	0.00626341	0.231849	0.203258	0.558867	0.0377166	0.107652	0.0187646	0.0208053	0.00401469	0.0643363	0.0359298	0.00497886	0.00491295	0.0330256	0.0330355	0.0106214	0.0378118	0.306298	0.0380585	0.0823979	0.0127677	0.0665069	0.38737	0.0684278	0.00885532	0.00712582	0.348554	0.0177642	0.0382606	0.0344779	0.00588664	0.0786606	0.0764715	0.00298333	0.0681878	0.0917928	0.0493144	0.0583953	0.0206967	0.129627	0.170317	0.0107215	0.00326009	0.029941	0.0556374	0.00347284	0.0702088	0.0451918	0.138908	0.027386	0.111221	0.0533246	0.0167916	0.0875312	0.0221178	0.00227393	0.112846	0.0876222	0.00893928	0.133517	0.144994	0.919622	0.0608647	0.0226662	0.226399	0.00362957	0.080189	0.674872	0.0194451	0.0273706	0.3688	0.021091	0.0232008	0.0141239	0.00467977	0.002322	0.29804	0.00275407	0.0299715	0.0861753	0.0425094	0.00487526	0.0240739	0.00293843	0.0557521	0.0227131	0.00308321	0.23007	0.0711085	0.0195378	0.0801555	0.00516843	0.0951013	0.395378	0.148957	0.270447	0.193534	0.00209961	0.501511	0.00973988	0.275939	0.336269	0.0129563	0.194579	0.0232361	0.00811832	0.0154979	0.114607	0.0141237	0.228041	0.0495712	0.352945	0.102206	0.136426	0.0709556	0.0330168	0.312141	0.0791596	0.00103574	0.0414898	0.00630099	0.0163493	0.0235837	0.163326	0.0776514	0.608107	0.130587	0.0103225	0.0047213	0.109102	0.0420498	0.0277422	0.0211879	0.254661	0.208593	0.0641546	0.0805176	0.0216798	0.0127328	0.0319841	0.0114582	0.0290148	0.00823976	0.296159	0.337273	0.105775	0.00751508	0.0522933	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.09482841	0.240502	0.221357	0.269854	0.268287	1.999055	0.6648405	0.0904038	-3.48324	1.469538	2.159541
6890	-16879.6	-16849.7	-29.8929	0.2002742	0.0523928	0.0136535	0.0414841	0.00550495	0.0378567	0.0160304	0.00121086	0.00772536	0.0284783	0.0431713	0.0509772	0.212866	0.0195262	0.0160948	0.0291005	0.0135173	0.104679	0.00618231	0.00581474	0.215241	0.188698	0.518834	0.0350149	0.0999402	0.0174205	0.0193149	0.0037271	0.0597277	0.033356	0.00462221	0.00456102	0.0306599	0.0306691	0.00986055	0.0351032	0.284357	0.0353323	0.0764955	0.0118531	0.0617428	0.359622	0.0635262	0.00822099	0.00661538	0.323586	0.0164917	0.0355199	0.0320082	0.00546496	0.073026	0.0709936	0.00276962	0.0633033	0.0852174	0.0457819	0.0542123	0.0192141	0.120342	0.158116	0.00995349	0.00302656	0.0277963	0.0516519	0.00322407	0.0651796	0.0419546	0.128957	0.0254243	0.103254	0.0495048	0.0155888	0.0812611	0.0205335	0.00211105	0.104763	0.0813456	0.00829894	0.123953	0.134607	0.853747	0.0565048	0.0210426	0.210182	0.00336957	0.0744449	0.62653	0.0180522	0.02541	0.342382	0.0195802	0.0215389	0.0131122	0.00434455	0.00215567	0.276691	0.00255679	0.0278246	0.0800024	0.0394643	0.00452603	0.0223494	0.00272794	0.0517585	0.0210861	0.00286235	0.213589	0.0660149	0.0181383	0.0744138	0.00479821	0.088289	0.367056	0.138287	0.251074	0.179671	0.00194921	0.465586	0.00904218	0.256173	0.312182	0.0120282	0.180641	0.0215716	0.00753678	0.0143878	0.106397	0.0131119	0.211706	0.0460203	0.327663	0.0948851	0.126653	0.0658729	0.0306517	0.289781	0.0734892	0.000961552	0.0385177	0.00584964	0.0151781	0.0218944	0.151626	0.072089	0.564547	0.121232	0.00958307	0.0043831	0.101287	0.0390377	0.0257549	0.0196702	0.236419	0.193651	0.0595591	0.07475	0.0201268	0.0118208	0.029693	0.0106374	0.0269364	0.00764952	0.274945	0.313113	0.0094963	0.00697676	0.0641698	0.1331504	0.3351595	0.0671238	0.109817	0.195188	0.109241	0.146172	0.338736	0.100846	0.08755229	0.240502	0.221357	0.269854	0.268287	2.000669	0.6648405	0.1108895	-3.341577	1.511526	2.284711
