Iteration	Posterior	Likelihood	Prior	cw	lb	to
2795	-35.5829	-31.6813	-3.90162	0.7390369	1.329553	1.83303
2796	-33.9714	-30.4422	-3.52919	1.321671	0.3744936	1.83303
2797	-36.0677	-30.976	-5.09172	1.321671	1.367901	2.402152
2798	-37.0943	-30.7995	-6.2948	1.989306	1.90334	2.402152
2799	-36.5526	-30.6427	-5.9099	3.238539	0.2692105	2.402152
2800	-33.8836	-31.3577	-2.52598	0.7726213	1.037261	0.7160987
2801	-34.1276	-31.1914	-2.93622	1.182856	1.037261	0.7160987
2802	-34.048	-30.9417	-3.10633	1.182856	1.037261	0.8862144
2803	-34.2978	-30.7205	-3.57729	1.182856	1.037261	1.357173
2804	-33.2575	-30.3676	-2.88991	1.303741	0.2289984	1.357173
2805	-33.0424	-30.6524	-2.38996	0.8037861	0.2289984	1.357173
2806	-31.9592	-30.2227	-1.73659	0.8037861	0.2289984	0.7038016
2807	-32.5154	-31.0445	-1.47091	0.7280915	0.03901541	0.7038016
2808	-32.375	-31.0739	-1.30103	0.80437	0.03901541	0.4576472
2809	-33.6588	-30.9068	-2.75194	1.208666	0.09854109	1.444738
2810	-35.2072	-31.0774	-4.12981	1.208666	1.476406	1.444738
2811	-35.6377	-31.186	-4.45173	1.939029	1.476406	1.036295
2812	-35.1438	-31.1964	-3.94742	1.434717	1.476406	1.036295
2813	-32.4499	-30.413	-2.03687	0.8058163	0.194755	1.036295
2814	-35.5213	-31.8904	-3.63088	2.361244	0.6710302	0.5986098
2815	-38.2978	-30.7706	-7.52714	2.361244	2.19417	2.971722
2816	-37.7151	-30.8202	-6.89484	2.536134	2.19417	2.164536
2817	-36.6138	-30.4545	-6.15933	2.536134	1.458664	2.164536
2818	-34.788	-30.9909	-3.79705	2.536134	0.2427505	1.01817
2819	-34.9072	-30.6098	-4.2974	2.536134	0.2427505	1.518518
2820	-35.8414	-30.9002	-4.94119	3.179918	0.2427505	1.518518
2821	-35.8628	-30.8673	-4.99543	3.179918	0.2427505	1.572763
2822	-35.782	-30.6205	-5.16146	3.179918	0.4087777	1.572763
2823	-33.4401	-30.5604	-2.87967	1.055457	0.2514515	1.572763
2824	-40.0819	-34.1706	-5.91133	1.783432	3.491376	0.6365261
2825	-33.0347	-30.6509	-2.38376	1.412433	0.3347971	0.6365261
2826	-32.1256	-30.3585	-1.76708	0.8457797	0.3347971	0.5864998
2827	-33.1497	-30.5447	-2.60495	0.8457797	0.5076869	1.251482
2828	-32.436	-30.2707	-2.16531	1.123759	0.228392	0.8131618
2829	-33.1864	-30.5783	-2.60807	1.123759	0.6711489	0.8131618
2830	-33.2819	-30.455	-2.82685	1.123759	0.6711489	1.031942
2831	-32.8465	-30.7502	-2.09638	0.6019191	0.4625157	1.031942
2832	-33.3241	-31.0648	-2.25938	0.5694228	0.6580144	1.031942
2833	-34.4826	-31.1054	-3.37712	1.093102	1.252075	1.031942
2834	-34.0229	-30.8365	-3.18643	1.093102	0.2087168	1.88461
2835	-33.4629	-30.4854	-2.97749	1.093102	0.7077568	1.176634
2836	-33.1478	-30.9899	-2.15788	0.5397718	0.4414785	1.176634
2837	-32.2418	-30.5715	-1.67028	0.6119094	0.4414785	0.6168889
2838	-33.2605	-31.2389	-2.02162	0.6119094	0.7928219	0.6168889
2839	-31.6486	-30.2875	-1.36112	0.6119094	0.1323224	0.6168889
2840	-34.4684	-32.0363	-2.43204	0.6119094	0.07594754	1.744188
2841	-33.5603	-31.9059	-1.65439	0.6119094	0.02487836	1.017603
2842	-31.1382	-30.3088	-0.829419	0.401066	0.06995403	0.3583986
2843	-32.7852	-31.6955	-1.08964	0.401066	0.0208502	0.6677258
2844	-35.4258	-33.5664	-1.85935	0.401066	0.01619738	1.442082
2845	-32.5589	-30.4538	-2.10507	1.148655	0.1348407	0.821572
2846	-34.8284	-31.669	-3.15937	1.253059	1.261696	0.6446173
2847	-33.9289	-30.9205	-3.00834	1.235461	0.9562449	0.8166354
2848	-32.7792	-30.5787	-2.20051	1.235461	0.1153547	0.8496984
2849	-31.4762	-30.5475	-0.928697	0.3691048	0.2419434	0.3176491
2850	-31.0853	-30.2372	-0.848057	0.4137266	0.1166815	0.3176491
2851	-31.1281	-30.3387	-0.789401	0.414975	0.1166815	0.2577449
2852	-35.0841	-33.0098	-2.07423	0.2403985	0.9742638	0.8595656
2853	-36.9272	-33.8015	-3.12566	0.2403985	0.9742638	1.910995
2854	-33.8023	-32.1859	-1.61637	0.2403985	0.2719204	1.104051
2855	-31.2767	-30.6004	-0.676266	0.2403985	0.1816477	0.2542194
2856	-32.2829	-30.3138	-1.96911	1.000981	0.3077821	0.6603503
2857	-39.8302	-33.537	-6.2932	3.844172	1.788679	0.6603503
2858	-35.6539	-32.2762	-3.37776	0.7785697	1.788679	0.8105132
2859	-32.4541	-30.2476	-2.20648	1.072232	0.3237317	0.8105132
2860	-35.3507	-31.936	-3.41474	1.072232	1.610839	0.7316647
2861	-34.96	-30.9722	-3.98777	1.072232	1.177706	1.737836
2862	-33.9702	-31.3894	-2.58085	0.6867001	0.1563102	1.737836
2863	-32.5744	-30.5651	-2.00925	0.6867001	0.2207817	1.101771
2864	-32.0715	-30.2686	-1.80284	0.91002	0.1750824	0.7177421
2865	-32.9776	-32.1094	-0.868231	0.1304532	0.1837441	0.5540338
2866	-33.0782	-32.2167	-0.861553	0.1237749	0.1837441	0.5540338
2867	-31.3905	-30.7539	-0.636538	0.2697699	0.1837441	0.1830245
2868	-30.9339	-30.4948	-0.439136	0.2235629	0.08619406	0.1293793
2869	-32.2296	-31.4919	-0.737733	0.1621951	0.07362618	0.5019114
2870	-31.2444	-30.3951	-0.849296	0.3144099	0.110242	0.424644
2871	-32.3356	-30.4961	-1.83949	0.8474394	0.4199467	0.5721065
2872	-32.6649	-30.7195	-1.94536	1.020933	0.4199467	0.5044839
2873	-32.6649	-30.7195	-1.94536	1.020933	0.4199467	0.5044839
2874	-32.6053	-30.2349	-2.3704	1.073115	0.2821086	1.015179
2875	-35.545	-30.927	-4.61804	2.113383	0.1526331	2.352022
2876	-35.2896	-30.3098	-4.97982	2.113383	0.514418	2.352022
2877	-35.2896	-30.3098	-4.97982	2.113383	0.514418	2.352022
2878	-35.2943	-30.2962	-4.99807	2.66633	0.5333575	1.798381
2879	-34.4424	-30.3911	-4.05128	1.471358	0.6359829	1.94394
2880	-33.045	-30.8232	-2.22179	0.6951724	0.6814283	0.8451889
2881	-34.8764	-31.0464	-3.83	2.303382	0.6814283	0.8451889
2882	-34.3609	-30.4909	-3.87003	1.29983	0.6814283	1.888775
2883	-34.645	-30.5702	-4.07475	1.29983	0.7959645	1.978951
2884	-33.888	-30.4517	-3.43625	1.29983	0.7959645	1.34045
2885	-33.634	-30.6064	-3.02768	1.29983	0.7959645	0.9318819
2886	-33.3521	-30.5335	-2.8186	1.170477	0.7162374	0.9318819
2887	-32.3184	-30.3425	-1.97598	0.8724159	0.1716804	0.9318819
2888	-32.2107	-30.3045	-1.90627	0.8724159	0.1716804	0.8621743
2889	-32.6598	-31.2131	-1.44676	0.3726881	0.1277297	0.9463377
2890	-33.5714	-32.2257	-1.3457	0.3726881	0.02667621	0.9463377
2891	-32.773	-31.3639	-1.40916	0.3726881	0.09013421	0.9463377
2892	-31.0012	-30.2998	-0.701443	0.2830793	0.09013421	0.3282292
2893	-33.3408	-31.6862	-1.65467	0.6830466	0.6433931	0.3282292
2894	-35.0629	-30.268	-4.79486	1.993737	0.6433931	2.157731
2895	-37.0135	-31.8461	-5.16736	1.993737	0.07673124	3.096896
2896	-36.1997	-30.7959	-5.40374	1.993737	0.3131064	3.096896
2897	-34.0201	-30.9838	-3.03629	1.993737	0.3131064	0.7294458
2898	-32.7868	-31.3719	-1.41489	0.2933954	0.3131064	0.8083926
2899	-33.0745	-31.5531	-1.52139	0.2933954	0.4196056	0.8083926
2900	-31.4089	-30.5689	-0.840004	0.2933954	0.2143466	0.3322617
2901	-32.9626	-31.7391	-1.22348	0.2933954	0.560589	0.369497
2902	-32.4513	-31.207	-1.24421	0.3927109	0.481999	0.369497
2903	-34.5966	-31.1113	-3.48532	0.8517702	0.481999	2.151551
2904	-36.1847	-31.3534	-4.83131	3.321944	0.4999762	1.009391
2905	-34.9972	-30.772	-4.22521	2.638046	0.4999762	1.08719
2906	-33.0264	-30.2418	-2.78457	1.259093	0.4382879	1.08719
2907	-32.8749	-30.2347	-2.64017	1.259093	0.2938916	1.08719
2908	-33.9214	-30.5395	-3.38191	1.259093	0.2938916	1.828927
2909	-35.18	-30.8463	-4.33373	1.259093	1.245707	1.828927
2910	-34.2891	-30.4088	-3.88025	1.773757	0.2775667	1.828927
2911	-36.368	-32.098	-4.26997	0.7052071	1.735835	1.828927
2912	-36.5373	-31.3926	-5.1447	1.132505	1.735835	2.276364
2913	-35.5429	-31.8097	-3.73317	1.132505	1.735835	0.8648302
2914	-32.8516	-30.3309	-2.52069	1.347382	0.3398227	0.8334826
2915	-32.7331	-31.2237	-1.50942	0.3361118	0.3398227	0.8334826
2916	-32.9493	-31.3569	-1.59241	0.3361118	0.422813	0.8334826
2917	-33.6927	-30.4751	-3.21751	1.121853	0.422813	1.672845
2918	-33.5991	-30.6353	-2.96385	1.007993	0.283008	1.672845
2919	-33.6433	-30.5808	-3.06251	1.007993	0.3816739	1.672845
2920	-33.6975	-30.9681	-2.72936	0.7391456	0.3173737	1.672845
2921	-32.0228	-31.0949	-0.927837	0.2511844	0.3173737	0.3592788
2922	-32.2106	-31.4636	-0.746974	0.2511844	0.3106922	0.1850976
2923	-33.0549	-31.746	-1.30894	0.2290926	0.3106922	0.7691538
2924	-32.0197	-30.4031	-1.61664	0.5806317	0.2668511	0.7691538
2925	-33.7279	-31.2785	-2.44937	0.532019	0.4836368	1.433714
2926	-32.7168	-31.2948	-1.42195	0.532019	0.5404771	0.3494588
2927	-33.1436	-31.0643	-2.07934	0.5094629	0.5404771	1.029399
2928	-36.2476	-33.2678	-2.97979	0.6434809	1.830113	0.5061937
2929	-31.568	-30.2329	-1.33501	0.6434809	0.1853355	0.5061937
2930	-33.2655	-30.7861	-2.4794	1.026323	0.114697	1.33838
2931	-33.0811	-30.8696	-2.21152	0.6540373	0.2190988	1.33838
2932	-37.9259	-33.147	-4.77885	0.6540373	2.786435	1.33838
2933	-34.9563	-31.6916	-3.26469	0.6540373	1.272269	1.33838
2934	-34.9563	-31.6916	-3.26469	0.6540373	1.272269	1.33838
2935	-34.9127	-30.6711	-4.24153	1.695143	1.208003	1.33838
2936	-34.9127	-30.6711	-4.24153	1.695143	1.208003	1.33838
2937	-37.4057	-31.3551	-6.05064	2.563938	2.148326	1.33838
2938	-36.8595	-33.2812	-3.57826	0.4829313	2.148326	0.9470053
2939	-35.4334	-31.2618	-4.17163	1.800772	1.423856	0.9470053
2940	-34.7508	-30.5067	-4.24412	1.800772	0.2870496	2.156297
2941	-32.6623	-31.09	-1.57221	0.9443803	0.2870496	0.3407823
2942	-32.55	-31.7784	-0.771643	0.1438107	0.2870496	0.3407823
2943	-31.3987	-30.4378	-0.960902	0.5468617	0.07325767	0.3407823
2944	-31.6498	-30.4735	-1.17632	0.5468617	0.07325767	0.5561993
2945	-32.8089	-30.8674	-1.94142	0.5468617	0.540725	0.8538348
2946	-32.2932	-30.357	-1.93624	0.9369697	0.1454313	0.8538348
2947	-35.1894	-31.8003	-3.38912	0.9369697	1.598317	0.8538348
2948	-36.7436	-31.6853	-5.05825	0.9369697	1.598317	2.522965
2949	-36.2954	-30.6658	-5.6296	1.962849	1.598317	2.068434
2950	-36.2739	-31.791	-4.48282	0.816073	1.598317	2.068434
2951	-34.3719	-31.191	-3.18089	0.816073	0.2963878	2.068434
2952	-35.7815	-31.6467	-4.13478	0.816073	1.496671	1.822039
2953	-34.6336	-30.2467	-4.38683	2.108276	0.4565182	1.822039
2954	-35.2138	-30.8292	-4.38462	1.727209	1.370842	1.286571
2955	-35.2138	-30.8292	-4.38462	1.727209	1.370842	1.286571
2956	-35.1485	-30.842	-4.30647	1.649056	1.370842	1.286571
2957	-36.9844	-30.99	-5.99444	1.649056	0.6212719	3.724112
2958	-35.5519	-30.5246	-5.02735	1.649056	0.8823295	2.495969
2959	-38.5657	-31.1023	-7.46338	1.927113	2.416491	3.119776
2960	-33.1285	-30.3052	-2.82326	1.277925	0.2580006	1.287332
2961	-33.2325	-30.7784	-2.45403	0.7537858	0.2530469	1.447197
2962	-34.0649	-30.884	-3.18091	0.8755756	0.8581398	1.447197
2963	-34.2419	-30.4101	-3.83174	1.526404	0.8581398	1.447197
2964	-35.5438	-31.1869	-4.35694	2.693785	0.1118085	1.551345
2965	-38.6387	-32.8551	-5.78353	0.9444291	3.32484	1.514261
2966	-33.3688	-30.7246	-2.64418	0.9444291	0.1854888	1.514261
2967	-33.1846	-30.4651	-2.71947	0.9444291	0.3830633	1.391978
2968	-32.4239	-31.4875	-0.936492	0.2256832	0.3830633	0.3277457
2969	-32.504	-31.5831	-0.920906	0.2100973	0.3830633	0.3277457
2970	-33.5942	-30.8594	-2.73484	0.8229007	0.2590665	1.652868
2971	-34.5788	-31.5931	-2.9857	0.8229007	1.32836	0.8344356
2972	-37.3462	-30.9857	-6.36046	3.589101	1.32836	1.443003
2973	-38.113	-30.316	-7.79705	3.589101	0.6761691	3.531781
2974	-40.8799	-32.0645	-8.81538	3.589101	3.68036	1.545919
2975	-37.2966	-30.8567	-6.43992	3.589101	1.304899	1.545919
2976	-33.5876	-31.7366	-1.85099	0.4750976	0.8578919	0.5179996
2977	-34.7208	-31.884	-2.83679	0.4750976	0.8578919	1.503801
2978	-34.1331	-31.5949	-2.53816	0.4750976	0.574969	1.488097
2979	-34.3494	-30.5931	-3.75632	1.802754	0.1868625	1.766701
2980	-32.5088	-30.3091	-2.19967	1.120222	0.3386821	0.7407651
2981	-33.9543	-30.5429	-3.41138	1.120222	0.497499	1.793658
2982	-33.9543	-30.5429	-3.41138	1.120222	0.497499	1.793658
2983	-33.1974	-30.3224	-2.87505	1.120222	0.497499	1.257324
2984	-32.9057	-30.3622	-2.54355	0.9876802	0.2985413	1.257324
2985	-32.2681	-30.4117	-1.85634	0.9876802	0.2985413	0.5701167
2986	-32.3525	-30.5772	-1.77532	0.9876802	0.2985413	0.4890998
2987	-32.2746	-30.5569	-1.71769	0.5514691	0.2985413	0.8676835
2988	-33.1466	-31.0595	-2.08714	0.5514691	0.6679888	0.8676835
2989	-34.0032	-31.4216	-2.58164	0.6602853	1.053669	0.8676835
2990	-32.1769	-30.3804	-1.79647	0.6602853	0.2685032	0.8676835
2991	-33.3583	-30.5338	-2.82446	1.283393	0.673381	0.8676835
2992	-34.1575	-30.4995	-3.65801	1.920996	0.673381	1.06363
2993	-33.2789	-30.8517	-2.42721	0.690199	0.673381	1.06363
2994	-32.5512	-30.5054	-2.0458	0.690199	0.2919699	1.06363
2995	-33.9769	-30.2987	-3.67817	1.578352	0.3820598	1.717759
2996	-34.3536	-30.3265	-4.02705	1.578352	0.7309383	1.717759
2997	-34.175	-30.7196	-3.45548	1.006782	0.7309383	1.717759
2998	-37.9768	-30.8812	-7.09555	4.460231	0.9175551	1.717759
2999	-37.646	-30.819	-6.82697	4.296015	0.8131984	1.717759
3000	-37.5024	-30.8473	-6.65512	4.296015	0.641347	1.717759
3001	-35.6667	-30.7348	-4.93187	3.066221	0.5689837	1.296663
3002	-35.7556	-31.0421	-4.71351	3.066221	0.5689837	1.078303
3003	-32.6356	-30.3239	-2.31174	0.8950569	0.338376	1.078303
3004	-31.6821	-30.9474	-0.73471	0.1911505	0.1145967	0.4289626
3005	-34.1673	-33.4771	-0.690187	0.06212824	0.1145967	0.5134623
3006	-33.313	-31.9587	-1.35432	0.4380061	0.0252761	0.8910339
3007	-31.6964	-30.7799	-0.91645	0.5657263	0.04436749	0.3063566
3008	-32.8552	-30.4605	-2.39476	1.379451	0.1810154	0.8342954
3009	-31.9159	-30.542	-1.3739	0.822073	0.103778	0.448051
3010	-32.0792	-30.5364	-1.54273	0.9082425	0.103778	0.5307066
3011	-32.9681	-30.8037	-2.16438	1.265375	0.368301	0.5307066
3012	-32.0081	-30.6601	-1.34804	0.4490372	0.368301	0.5307066
3013	-33.5828	-30.9057	-2.67711	0.8092424	0.2291869	1.63868
3014	-45.2602	-31.289	-13.9712	3.064464	2.305999	8.600786
3015	-41.9498	-31.0552	-10.8947	2.745218	3.115744	5.033691
3016	-34.0449	-30.3385	-3.70642	1.73426	0.7042971	1.267866
3017	-38.3915	-32.0717	-6.31979	1.277597	3.086175	1.956021
3018	-38.6051	-31.5313	-7.07384	2.031643	3.086175	1.956021
3019	-35.4225	-31.3117	-4.11085	0.8770088	0.8979496	2.33589
3020	-33.9225	-30.781	-3.14145	0.9602917	0.8979496	1.283212
3021	-33.8744	-30.6668	-3.20764	0.9602917	0.6061847	1.64116
3022	-34.1921	-30.3356	-3.85652	1.856739	0.7014664	1.298315
3023	-33.3514	-30.3099	-3.04144	1.208779	0.534346	1.298315
3024	-33.4984	-30.3655	-3.13293	1.208779	0.625835	1.298315
3025	-35.0388	-31.3125	-3.72629	0.9770583	1.450913	1.298315
3026	-33.1989	-30.4538	-2.74511	1.359524	0.1682556	1.217328
3027	-32.9606	-30.885	-2.07561	1.359524	0.1682556	0.5478289
3028	-35.192	-32.028	-3.16396	1.359524	1.256606	0.5478289
3029	-32.9544	-30.8137	-2.14062	1.359524	0.2332692	0.5478289
3030	-33.2375	-31.0457	-2.19181	0.6312914	0.7597272	0.8007885
3031	-32.3498	-30.5088	-1.841	0.6312914	0.4089186	0.8007885
3032	-32.5899	-30.3051	-2.28472	1.075013	0.4089186	0.8007885
3033	-32.5724	-30.3436	-2.22877	1.075013	0.4089186	0.7448391
3034	-32.5621	-30.58	-1.98207	0.8156007	0.5242058	0.6422679
3035	-32.1407	-30.2579	-1.88288	0.8156007	0.3124801	0.7547957
3036	-32.2942	-30.9608	-1.33336	0.7112927	0.3124801	0.3095891
3037	-37.8004	-33.1295	-4.67087	0.5947923	0.2954843	3.780592
3038	-37.9055	-30.8065	-7.09898	1.959706	1.358683	3.780592
3039	-36.9189	-33.1576	-3.76129	1.959706	1.358683	0.4428977
3040	-36.52	-30.5461	-5.97385	1.959706	1.266108	2.748033
3041	-33.5608	-30.4287	-3.13215	1.248909	0.2827569	1.600481
3042	-33.8453	-30.3953	-3.44993	1.248909	0.6005368	1.600481
3043	-33.8866	-31.5954	-2.29116	0.5321143	0.1585663	1.600481
3044	-31.4014	-30.2263	-1.17507	0.5321143	0.1528034	0.4901536
3045	-32.2131	-30.246	-1.96713	0.8461375	0.2625605	0.8584357
3046	-33.4752	-30.7723	-2.70283	0.8461375	0.2625605	1.594132
3047	-32.54	-31.3375	-1.20252	0.8461375	0.07666371	0.279723
3048	-33.302	-32.162	-1.13998	0.8626579	0.07821872	0.1991064
3049	-32.428	-30.2872	-2.1408	0.8626579	0.3388243	0.9393179
3050	-32.4013	-30.3432	-2.05814	0.779996	0.3388243	0.9393179
3051	-32.4976	-30.3838	-2.11384	0.779996	0.3945301	0.9393179
3052	-33.3846	-30.8678	-2.51679	0.779996	0.7974712	0.9393179
3053	-33.7586	-31.8015	-1.95709	0.779996	0.7974712	0.3796226
3054	-33.8998	-30.7435	-3.15628	1.5179	0.7974712	0.8409067
3055	-33.5771	-30.7625	-2.81464	0.8694482	0.7974712	1.147722
3056	-33.8328	-30.787	-3.04577	0.8694482	0.4417299	1.734591
3057	-32.5275	-30.3365	-2.19107	0.8694482	0.423327	0.8982932
3058	-33.7407	-31.0091	-2.73161	0.8694482	0.9638678	0.8982932
3059	-34.4365	-31.0288	-3.40771	0.8694482	0.9638678	1.574396
3060	-33.4325	-30.7249	-2.70762	0.8694482	0.2637724	1.574396
3061	-38.3598	-31.1795	-7.18026	4.90883	0.3514791	1.919948
3062	-32.1909	-30.3448	-1.84618	0.8687088	0.3514791	0.6259927
3063	-32.7084	-30.3182	-2.39016	1.134454	0.4322694	0.8234356
3064	-32.4892	-30.2511	-2.23813	1.134454	0.2802354	0.8234356
3065	-33.6753	-30.7328	-2.94243	1.314717	0.8042824	0.8234356
3066	-32.8207	-30.3278	-2.49287	1.314717	0.3547204	0.8234356
3067	-33.3741	-30.2908	-3.08333	1.314717	0.5645764	1.204035
3068	-33.4906	-30.4665	-3.02416	1.314717	0.7078185	1.001621
3069	-34.4633	-30.4571	-4.00616	2.073589	0.7322311	1.200342
3070	-33.5471	-30.8607	-2.68632	0.7537458	0.7322311	1.200342
3071	-33.1393	-30.8784	-2.26091	0.7166198	0.7322311	0.8120628
3072	-35.8694	-31.6976	-4.17177	0.7576452	0.7322311	2.681894
3073	-32.812	-30.6064	-2.20561	0.7576452	0.2161504	1.231819
3074	-37.2985	-32.7789	-4.5196	3.592177	0.150432	0.7769891
3075	-32.9963	-30.8922	-2.10409	0.6489458	0.6781528	0.7769891
3076	-36.9021	-30.909	-5.99311	3.946993	0.4578068	1.58831
3077	-38.3188	-30.5089	-7.8099	3.946993	1.573702	2.289202
3078	-38.3188	-30.5089	-7.8099	3.946993	1.573702	2.289202
3079	-32.9618	-30.9598	-2.00198	1.290953	0.08775362	0.6232694
3080	-33.8102	-31.7769	-2.03338	0.3668254	0.6896554	0.9768944
3081	-33.3532	-30.9373	-2.4159	1.125986	0.6896554	0.6002606
3082	-35.3844	-31.1264	-4.25804	1.125986	1.459715	1.672343
3083	-34.1774	-30.6052	-3.57226	1.125986	0.7739275	1.672343
3084	-32.6518	-30.5334	-2.11833	1.019815	0.4711258	0.6273858
3085	-33.6692	-30.2886	-3.38058	1.743976	0.4711258	1.165479
3086	-35.2775	-30.4518	-4.82566	1.743976	1.05547	2.026212
3087	-35.2775	-30.4518	-4.82566	1.743976	1.05547	2.026212
3088	-35.4641	-30.3717	-5.09239	2.385337	0.3810494	2.326009
3089	-34.7652	-30.6226	-4.14262	1.435566	0.3810494	2.326009
3090	-35.5701	-30.7105	-4.85959	1.435566	1.098015	2.326009
3091	-33.2845	-30.4768	-2.80779	1.435566	0.5374984	0.8347268
3092	-33.2845	-30.4768	-2.80779	1.435566	0.5374984	0.8347268
3093	-37.6615	-32.2457	-5.41579	2.648275	1.932785	0.8347268
3094	-36.3142	-32.9821	-3.33215	2.648275	0.2119893	0.4718823
3095	-32.62	-30.4843	-2.13569	1.258429	0.2119893	0.6652738
3096	-33.1594	-30.7777	-2.38167	1.033409	0.6829846	0.6652738
3097	-34.8364	-30.9058	-3.93058	1.033409	0.6829846	2.214189
3098	-33.1311	-30.6706	-2.46053	1.033409	0.6829846	0.7441349
3099	-32.2597	-30.2714	-1.98834	1.033409	0.2107925	0.7441349
3100	-31.9216	-30.4553	-1.46629	0.5113673	0.2107925	0.7441349
3101	-32.1299	-30.553	-1.57691	0.5113673	0.3214077	0.7441349
3102	-34.3892	-31.1317	-3.25754	2.192	0.3214077	0.7441349
3103	-35.1079	-30.4173	-4.69056	2.192	0.3214077	2.177153
3104	-38.1506	-31.4673	-6.68328	2.857934	2.415939	1.40941
3105	-33.9812	-30.4821	-3.4991	1.583334	0.8042099	1.111561
3106	-33.9824	-30.4337	-3.54877	1.353588	0.8042099	1.390975
3107	-32.6456	-30.5561	-2.08944	0.7528506	0.5382046	0.7983843
3108	-32.5936	-30.5744	-2.01927	0.7528506	0.5382046	0.7282142
3109	-32.5692	-30.5999	-1.9693	0.7528506	0.5382046	0.6782489
3110	-34.1774	-30.2284	-3.94892	1.765997	0.5382046	1.644714
3111	-34.0578	-30.3876	-3.67015	1.765997	0.259439	1.644714
3112	-36.5124	-34.4764	-2.036	0.3814092	0.009876613	1.644714
3113	-35.6595	-31.1359	-4.52361	1.9167	0.1286483	2.478259
3114	-35.0105	-30.2732	-4.73731	2.470052	0.5661952	1.701067
3115	-34.7997	-30.4613	-4.3384	2.470052	0.5661952	1.302155
3116	-33.2445	-31.0312	-2.21328	0.6661064	0.7780928	0.7690775
3117	-31.655	-30.4081	-1.24692	0.6661064	0.196906	0.3839105
3118	-32.4134	-30.5054	-1.90792	0.901258	0.4260867	0.5805795
3119	-33.2072	-30.8772	-2.33004	0.901258	0.7512034	0.6775826
3120	-33.302	-31.3871	-1.9149	0.901258	0.03544118	0.978198
3121	-32.3946	-31.0627	-1.33196	0.901258	0.0902937	0.340408
3122	-31.8222	-30.8899	-0.932266	0.2901979	0.3016601	0.340408
3123	-31.877	-30.662	-1.21499	0.5729264	0.3016601	0.340408
3124	-32.8441	-31.6457	-1.19837	0.5729264	0.4002385	0.2252077
3125	-32.488	-31.5404	-0.94759	0.3221779	0.4002385	0.225174
3126	-32.8701	-31.6524	-1.21768	0.5903591	0.4002385	0.2270843
3127	-32.8957	-31.1875	-1.70816	0.5903591	0.06777557	1.050027
3128	-33.7692	-32.4633	-1.30591	0.4042783	0.6694296	0.2322032
3129	-35.7504	-33.4734	-2.27693	0.7915663	1.20567	0.2796986
3130	-32.2686	-31.0356	-1.23298	0.7915663	0.161717	0.2796986
3131	-31.8539	-31.287	-0.566856	0.1254405	0.161717	0.2796986
3132	-32.9123	-32.0398	-0.872557	0.1346104	0.2236464	0.5142997
3133	-30.5466	-30.251	-0.295573	0.1346104	0.04810332	0.1128597
3134	-30.9811	-30.5815	-0.399551	0.2385882	0.04810332	0.1128597
3135	-30.829	-30.5939	-0.235035	0.07407206	0.04810332	0.1128597
3136	-32.8376	-32.1798	-0.657766	0.4968027	0.04810332	0.1128597
3137	-34.5819	-33.8841	-0.697822	0.4968027	0.1326117	0.06840788
3138	-31.7512	-31.3322	-0.419011	0.2167453	0.1169719	0.0852938
3139	-33.4376	-31.3613	-2.07627	1.46505	0.1169719	0.4942438
3140	-32.5137	-30.5538	-1.95998	0.8544743	0.1168981	0.9886037
3141	-34.4392	-30.4315	-4.0077	1.47444	0.4699076	2.063348
3142	-33.396	-31.137	-2.25903	1.307959	0.4699076	0.4811683
3143	-33.7284	-30.7303	-2.99813	1.307959	0.8361329	0.8540393
3144	-32.5215	-30.2482	-2.2733	1.060072	0.3591846	0.8540393
3145	-31.9769	-30.9011	-1.07577	0.3578012	0.3591846	0.3587825
3146	-32.8846	-30.3264	-2.55822	1.35224	0.3591846	0.8467913
3147	-34.641	-31.3326	-3.30834	1.35224	0.07905205	1.877052
3148	-37.8556	-31.9266	-5.929	1.35224	2.863564	1.713201
3149	-37.8977	-32.2502	-5.6475	1.070736	2.863564	1.713201
3150	-38.1112	-31.5465	-6.5647	1.987938	2.863564	1.713201
3151	-37.2731	-32.7263	-4.54681	0.7832417	0.1815919	3.581971
3152	-37.1008	-32.4572	-4.64366	0.7832417	0.2784498	3.581971
3153	-32.6561	-31.0756	-1.58052	0.3811235	0.2784498	0.9209499
3154	-33.4995	-32.0387	-1.46081	0.3811235	0.7316765	0.3480106
3155	-31.1959	-30.4915	-0.704403	0.3811235	0.1186428	0.2046367
3156	-32.3025	-31.8565	-0.446005	0.07463615	0.1186428	0.2527259
3157	-30.9389	-30.3116	-0.627298	0.2822012	0.1186428	0.2264542
3158	-31.5161	-30.7809	-0.735186	0.2822012	0.2265303	0.2264542
3159	-31.8828	-31.0338	-0.848948	0.3326313	0.2898624	0.2264542
3160	-32.0617	-30.9775	-1.0842	0.2808251	0.2898624	0.5135153
3161	-32.0467	-30.9695	-1.07723	0.2808251	0.2898624	0.5065389
3162	-32.7022	-31.44	-1.26219	0.2808251	0.1319426	0.8494202
3163	-31.8435	-30.3978	-1.44573	0.7341178	0.2582431	0.4533727
3164	-31.9172	-30.2417	-1.67555	0.7341178	0.2582431	0.6831905
3165	-31.7924	-30.2941	-1.49833	0.6714937	0.1436454	0.6831905
3166	-31.8871	-30.5529	-1.33421	0.4303038	0.2207128	0.6831905
3167	-33.1979	-30.9547	-2.24322	1.167824	0.5490733	0.5263245
