Iteration	Posterior	Likelihood	Prior	cw	lb	to
1432	-36.7788	-30.6476	-6.13125	2.832526	1.546644	1.752081
1433	-35.4214	-30.3843	-5.03703	2.832526	0.4524261	1.752081
1434	-36.1174	-30.9654	-5.15203	2.832526	1.135004	1.184504
1435	-33.4848	-30.4626	-3.02216	1.253958	0.231515	1.536686
1436	-33.8886	-30.6128	-3.2758	1.253958	0.231515	1.790328
1437	-32.6185	-30.2895	-2.32897	0.9695666	0.2742618	1.085146
1438	-32.2559	-30.227	-2.02884	0.9695666	0.2742618	0.7850137
1439	-35.3789	-31.6975	-3.68131	2.69782	0.1984808	0.7850137
1440	-35.3069	-30.6717	-4.63516	2.69782	0.2217577	1.715579
1441	-34.872	-31.8766	-2.99537	2.232572	0.1528619	0.6099325
1442	-32.2602	-31.18	-1.08025	0.6439587	0.2103111	0.2259809
1443	-33.3753	-31.9933	-1.38206	0.7165328	0.4395486	0.2259809
1444	-33.229	-31.4277	-1.80135	0.7165328	0.6826258	0.4021889
1445	-33.9798	-30.933	-3.04676	0.7971885	0.75374	1.495832
1446	-33.8523	-30.8421	-3.01019	0.8338817	0.75374	1.422566
1447	-33.7565	-30.557	-3.19948	1.778631	0.1717159	1.249134
1448	-33.8683	-30.3289	-3.53934	1.778631	0.5862842	1.174427
1449	-34.4554	-30.7087	-3.74672	1.473724	1.098568	1.174427
1450	-32.9766	-30.4867	-2.48982	0.8419833	0.4734119	1.174427
1451	-34.6435	-30.3022	-4.34124	1.998506	0.7923064	1.550425
1452	-35.2712	-30.2907	-4.98053	1.998506	0.7923064	2.189719
1453	-34.5195	-30.8203	-3.69924	1.998506	0.7923064	0.9084285
1454	-34.5195	-30.8203	-3.69924	1.998506	0.7923064	0.9084285
1455	-35.5455	-30.5085	-5.037	1.678343	0.7923064	2.566356
1456	-35.0245	-30.3206	-4.7039	1.829592	0.7923064	2.082004
1457	-34.8341	-30.78	-4.05403	1.137294	0.8347276	2.082004
1458	-36.5082	-31.317	-5.19123	1.137294	1.519897	2.534039
1459	-35.0114	-31.7614	-3.25	0.8637254	1.519897	0.8663757
1460	-35.7652	-31.5703	-4.19493	0.8637254	1.519897	1.81131
1461	-35.9902	-30.6509	-5.33924	2.008035	1.519897	1.81131
1462	-34.5154	-30.7159	-3.79954	1.120488	0.8677452	1.81131
1463	-34.3407	-30.6748	-3.66585	1.120488	0.8677452	1.677613
1464	-34.6816	-32.8659	-1.81572	0.692535	0.8677452	0.2554362
1465	-30.9201	-30.3153	-0.604825	0.2403897	0.1089991	0.2554362
1466	-31.4747	-30.6927	-0.782044	0.2403897	0.1965343	0.34512
1467	-33.1052	-31.1358	-1.96932	1.324574	0.1965343	0.4482091
1468	-33.1322	-31.7264	-1.40582	1.007887	0.03979562	0.3581397
1469	-33.3609	-31.3811	-1.9798	0.8742807	0.03979562	1.065727
1470	-32.2831	-30.6027	-1.68037	0.8742807	0.3431749	0.4629106
1471	-33.3187	-30.2488	-3.06992	1.490648	0.3163152	1.262955
1472	-33.0012	-30.2888	-2.71237	1.133098	0.3163152	1.262955
1473	-33.7641	-31.9064	-1.85769	1.235044	0.3163152	0.3063317
1474	-33.7641	-31.9064	-1.85769	1.235044	0.3163152	0.3063317
1475	-32.79	-30.3512	-2.43885	1.327215	0.3163152	0.795322
1476	-33.3084	-32.6014	-0.706961	0.09621595	0.3163152	0.29443
1477	-34.1385	-33.0537	-1.08479	0.6396628	0.3163152	0.1288089
1478	-34.1385	-33.0537	-1.08479	0.6396628	0.3163152	0.1288089
1479	-32.7914	-32.1504	-0.640983	0.1958589	0.3163152	0.1288089
1480	-32.5032	-31.6367	-0.866425	0.1726123	0.3163152	0.377497
1481	-35.2096	-32.363	-2.84654	0.3850246	0.8144555	1.647059
1482	-35.7069	-31.0208	-4.68606	1.162226	0.8144555	2.70938
1483	-35.8448	-30.6195	-5.22523	3.002665	0.8144555	1.408112
1484	-37.7942	-33.2751	-4.51909	3.002665	1.008928	0.5074937
1485	-35.1733	-30.625	-4.54836	1.419688	1.008928	2.119748
1486	-35.6734	-31.9432	-3.73017	0.6014954	1.008928	2.119748
1487	-32.4011	-31.6104	-0.79064	0.1499433	0.1322098	0.5084865
1488	-33.2748	-32.3328	-0.942007	0.1499433	0.4357162	0.3563471
1489	-32.9349	-32.0436	-0.891259	0.1382959	0.1754857	0.5774769
1490	-34.722	-30.75	-3.97196	1.654825	1.157656	1.159479
1491	-37.7301	-30.7635	-6.96657	2.697258	2.120033	2.149282
1492	-34.6764	-30.6728	-4.0036	1.629311	0.225009	2.149282
1493	-33.7681	-30.9244	-2.84369	1.629311	0.5537504	0.6606268
1494	-33.6815	-30.887	-2.79447	1.580091	0.5537504	0.6606268
1495	-35.2301	-33.1012	-2.12892	1.580091	0.2888711	0.2599622
1496	-32.2866	-31.0097	-1.27682	0.3162759	0.2729778	0.6875686
1497	-32.5253	-31.7021	-0.823234	0.3162759	0.3379425	0.1690154
1498	-30.9954	-30.5463	-0.449042	0.1645455	0.1154807	0.1690154
1499	-31.7877	-30.4527	-1.33494	0.4719907	0.1769736	0.6859708
1500	-33.072	-30.5769	-2.49518	1.505163	0.1769736	0.8130394
1501	-32.7306	-30.4343	-2.2963	1.306385	0.1769736	0.812937
1502	-33.0723	-30.5286	-2.5437	1.050861	0.6451777	0.8476589
1503	-32.9505	-30.6461	-2.30444	0.811599	0.6451777	0.8476589
1504	-35.3071	-30.226	-5.08103	2.447205	0.6451777	1.988647
1505	-34.4743	-30.5655	-3.90881	1.24831	0.6718544	1.988647
1506	-34.2182	-30.7555	-3.46271	1.24831	0.2257507	1.988647
1507	-37.0204	-30.4862	-6.53427	3.853077	0.5639899	2.117202
1508	-35.7254	-30.444	-5.28134	1.97106	1.193081	2.117202
1509	-34.9799	-31.8371	-3.14289	0.5734441	1.193081	1.376362
1510	-34.9799	-31.8371	-3.14289	0.5734441	1.193081	1.376362
1511	-33.1629	-30.6275	-2.53539	0.9934388	0.1655926	1.376362
1512	-35.3786	-31.1255	-4.25302	0.9934388	0.9265765	2.333001
1513	-34.9783	-30.4215	-4.55684	1.781793	0.4420406	2.333001
1514	-32.6147	-30.5383	-2.07647	1.030858	0.4420406	0.6035724
1515	-33.1131	-30.577	-2.53606	1.030858	0.1659976	1.339201
1516	-34.0011	-30.3394	-3.66171	1.993735	0.3287777	1.339201
1517	-32.6552	-30.234	-2.42119	1.065289	0.3287777	1.027123
1518	-32.4265	-30.4187	-2.00776	1.065289	0.3287777	0.6136899
1519	-32.9501	-31.0742	-1.87588	0.5801848	0.6820061	0.6136899
1520	-32.2183	-30.591	-1.62728	0.5801848	0.4334033	0.6136899
1521	-34.3067	-32.1388	-2.16792	0.5801848	1.103937	0.4838027
1522	-34.3067	-32.1388	-2.16792	0.5801848	1.103937	0.4838027
1523	-34.2964	-32.085	-2.21135	0.6236136	1.103937	0.4838027
1524	-34.0138	-31.3533	-2.66048	0.6236136	0.2633067	1.773555
1525	-34.6161	-30.4751	-4.14104	1.96691	0.8956896	1.278438
1526	-35.3636	-31.9471	-3.41648	1.96691	0.8956896	0.5538814
1527	-33.9839	-31.39	-2.59397	1.144399	0.8956896	0.5538814
1528	-32.7449	-30.6537	-2.0912	1.144399	0.3929236	0.5538814
1529	-35.5028	-31.0195	-4.48327	1.144399	0.6228388	2.716031
1530	-36.1191	-30.3379	-5.78113	2.941128	0.4512123	2.388794
1531	-41.466	-30.7377	-10.7283	6.195218	0.4512123	4.081831
1532	-44.9407	-30.2658	-14.6749	6.195218	1.839647	6.640042
1533	-39.3692	-31.1283	-8.24098	4.63282	1.839647	1.76851
1534	-35.7134	-31.6805	-4.03288	1.143089	1.839647	1.050147
1535	-35.0878	-31.3626	-3.72526	1.143089	1.532021	1.050147
1536	-36.8601	-33.9378	-2.92228	0.2518359	1.620293	1.050147
1537	-36.5097	-34.008	-2.50179	0.2640921	1.620293	0.6174084
1538	-36.8679	-33.8453	-3.02265	0.2640921	1.620293	1.138268
1539	-36.4149	-33.9492	-2.46563	0.2850639	1.620293	0.5602704
1540	-33.9894	-31.7163	-2.27304	0.6722036	1.04057	0.5602704
1541	-32.2571	-30.5317	-1.72538	0.7319025	0.4332084	0.5602704
1542	-33.0381	-31.5426	-1.49557	0.7319025	0.02244326	0.7412258
1543	-32.8226	-31.7824	-1.04025	0.7319025	0.02244326	0.2859024
1544	-32.7464	-31.507	-1.23933	0.7830198	0.02244326	0.4338685
1545	-32.3315	-30.5351	-1.79637	0.603576	0.4030797	0.7897126
1546	-32.1797	-30.4052	-1.77453	0.6444462	0.3403696	0.7897126
1547	-32.3373	-30.7974	-1.53994	0.42979	0.3403696	0.7697818
1548	-33.4164	-30.9998	-2.41668	0.6215043	0.3403696	1.45481
1549	-33.2608	-30.4356	-2.82516	1.029985	0.3403696	1.45481
1550	-33.09	-30.4473	-2.64266	1.029985	0.2439149	1.368762
1551	-32.6638	-31.0717	-1.59204	1.029985	0.2051766	0.3568754
1552	-35.3016	-32.77	-2.53162	1.029985	1.144757	0.3568754
1553	-34.5629	-30.952	-3.61091	1.029985	1.144757	1.436172
1554	-34.2479	-31.0153	-3.23265	1.029985	1.144757	1.057911
1555	-35.13	-32.5708	-2.55916	1.029985	1.144757	0.3844203
1556	-32.5987	-30.2589	-2.33985	1.029985	0.2632782	1.046591
1557	-38.2247	-32.4603	-5.76443	1.029985	0.2861162	4.448328
1558	-34.497	-30.3285	-4.16846	1.602256	0.6423456	1.923864
1559	-34.497	-30.3285	-4.16846	1.602256	0.6423456	1.923864
1560	-34.4072	-30.3115	-4.09571	1.602256	0.6423456	1.851105
1561	-33.7489	-30.3038	-3.44507	1.602256	0.6238293	1.21898
1562	-32.8788	-30.3088	-2.57001	1.068263	0.2827665	1.21898
1563	-35.8125	-31.6506	-4.16192	1.068263	1.874681	1.21898
1564	-38.04	-31.8259	-6.21406	1.068263	1.874681	3.271113
1565	-37.6027	-30.874	-6.72871	3.465263	1.62394	1.639509
1566	-35.7302	-30.9429	-4.78728	1.523828	1.62394	1.639509
1567	-34.9952	-30.5515	-4.44377	1.523828	1.078573	1.841372
1568	-35.1321	-30.6042	-4.52788	1.523828	1.16268	1.841372
1569	-35.9751	-31.6786	-4.29643	2.40143	0.05363205	1.841372
1570	-35.2358	-32.8815	-2.35433	0.4568821	0.05607369	1.841372
1571	-35.1485	-32.1035	-3.04504	0.4568821	0.746784	1.841372
1572	-35.1485	-32.1035	-3.04504	0.4568821	0.746784	1.841372
1573	-37.8172	-33.1755	-4.64169	0.4568821	0.9638285	3.220977
1574	-36.7102	-32.3587	-4.35148	1.905398	1.772264	0.6738147
1575	-34.3621	-31.5309	-2.83122	2.030766	0.1266443	0.6738147
1576	-33.7367	-31.0104	-2.72635	1.820847	0.2316892	0.6738147
1577	-32.765	-31.0195	-1.74543	0.4490192	0.2316892	1.06472
1578	-33.9527	-31.4203	-2.53242	0.5545729	0.2956476	1.682201
1579	-33.5988	-31.2571	-2.34177	1.139619	0.04881829	1.153336
1580	-34.1928	-31.8758	-2.31702	1.139619	0.02406953	1.153336
1581	-33.5761	-31.8239	-1.75216	0.3027754	0.2960447	1.153336
1582	-31.9117	-31.0273	-0.884328	0.248449	0.2960447	0.3398343
1583	-33.9183	-32.6452	-1.27313	0.248449	0.7211958	0.3034848
1584	-33.3427	-31.7874	-1.55531	0.467851	0.7211958	0.3662613
1585	-31.07	-30.3124	-0.75761	0.3239866	0.1459152	0.2877085
1586	-31.1783	-30.3346	-0.843631	0.3239866	0.1459152	0.3737295
1587	-31.1783	-30.3346	-0.843631	0.3239866	0.1459152	0.3737295
1588	-31.6005	-30.5877	-1.01277	0.3239866	0.1459152	0.5428698
1589	-31.0543	-30.2739	-0.780432	0.3239866	0.1297585	0.3266866
1590	-33.7232	-30.461	-3.26223	1.848826	0.226757	1.186648
1591	-33.528	-30.6502	-2.87774	0.9368183	0.7542724	1.186648
1592	-35.2049	-30.7085	-4.49641	2.102675	0.1938331	2.199906
1593	-34.054	-30.4859	-3.56814	2.102675	0.3586862	1.106782
1594	-33.8639	-30.8833	-2.98062	1.767997	0.1058398	1.106782
1595	-34.4428	-32.4283	-2.0145	0.2677689	0.6399458	1.106782
1596	-33.9264	-32.1738	-1.75259	0.2677689	0.6399458	0.8448739
1597	-33.7184	-31.9288	-1.78963	0.304809	0.6399458	0.8448739
1598	-32.8213	-31.3599	-1.46133	0.304809	0.3116516	0.8448739
1599	-33.2864	-30.4905	-2.79583	1.639308	0.3116516	0.8448739
1600	-34.4371	-30.2315	-4.20558	2.003144	0.5957074	1.60673
1601	-34.8251	-30.5301	-4.29502	2.003144	0.9927386	1.299141
1602	-31.8664	-30.2607	-1.60571	0.806494	0.1607331	0.638485
1603	-32.2232	-30.3855	-1.83771	0.806494	0.3927348	0.638485
1604	-33.0626	-30.61	-2.45255	0.806494	0.6129624	1.033089
1605	-31.9026	-30.2257	-1.67686	0.806494	0.2093494	0.6610141
1606	-32.1397	-30.2883	-1.85138	0.9810134	0.2093494	0.6610141
1607	-32.9839	-30.6695	-2.31447	1.444111	0.2093494	0.6610141
1608	-33.8895	-30.3469	-3.5426	1.7817	0.603086	1.157817
1609	-32.7758	-30.8312	-1.94456	0.6114644	0.603086	0.7300054
1610	-35.6412	-30.6144	-5.02681	1.619222	1.211514	2.196074
1611	-34.4832	-32.0203	-2.46294	0.5350409	1.211514	0.7163807
1612	-35.3354	-32.0134	-3.32203	1.435206	1.310245	0.5765791
1613	-34.3441	-32.6207	-1.7234	0.2609765	0.8858444	0.5765791
1614	-34.2623	-31.6407	-2.62159	0.5055029	0.8858444	1.230243
1615	-33.9427	-31.1155	-2.82713	0.7110393	0.8858444	1.230243
1616	-32.78	-31.003	-1.77702	0.4893366	0.5679921	0.7196868
1617	-32.4923	-31.6708	-0.821475	0.4388217	0.01027732	0.3723755
1618	-32.3861	-31.7038	-0.682313	0.4388217	0.01027732	0.233214
1619	-31.6695	-31.22	-0.449511	0.2690426	0.01027732	0.170191
1620	-32.5473	-32.1277	-0.419668	0.3131451	0.01027732	0.09624544
1621	-31.0248	-30.4548	-0.569976	0.2701156	0.03595052	0.2639104
1622	-30.9028	-30.3929	-0.509893	0.2701156	0.03595052	0.2038268
1623	-31.913	-31.1178	-0.795273	0.2701156	0.03595052	0.4892065
1624	-32.7757	-31.5835	-1.19218	0.2502235	0.4527519	0.4892065
1625	-31.7956	-30.3336	-1.46206	0.7950029	0.1778519	0.4892065
1626	-32.1992	-30.5415	-1.65765	0.9905907	0.1778519	0.4892065
1627	-31.3819	-30.3856	-0.996382	0.5025943	0.1778519	0.3159362
1628	-34.357	-32.1967	-2.16031	0.4137292	1.079127	0.6674527
1629	-32.6668	-30.4583	-2.20851	1.114357	0.4266981	0.6674527
1630	-33.1804	-30.6534	-2.52699	1.432839	0.4266981	0.6674527
1631	-33.2706	-30.2859	-2.98472	1.205518	0.4266981	1.352508
1632	-33.3358	-30.937	-2.39878	0.6195713	0.4266981	1.352508
1633	-33.6709	-31.7423	-1.9286	0.4944684	0.08162045	1.352508
1634	-31.6521	-30.4868	-1.16537	0.4944684	0.08162045	0.5892786
1635	-31.6626	-30.4675	-1.19509	0.5241941	0.08162045	0.5892786
1636	-32.0404	-31.0083	-1.03215	0.5241941	0.0282263	0.4797298
1637	-32.1078	-30.4746	-1.6332	0.9019935	0.251473	0.4797298
1638	-32.0488	-30.2844	-1.76438	0.9019935	0.251473	0.6109131
1639	-31.9912	-30.3191	-1.67204	0.9019935	0.1591306	0.6109131
1640	-33.421	-31.3878	-2.0332	0.4565531	0.7103945	0.8662487
1641	-33.1226	-30.8053	-2.31728	0.7406399	0.7103945	0.8662487
1642	-33.8625	-31.6265	-2.23591	1.134003	0.6880357	0.4138682
1643	-34.5858	-32.3355	-2.25029	1.134003	0.7815311	0.3347598
1644	-32.6705	-30.7656	-1.90496	1.134003	0.08225806	0.6886965
1645	-32.8001	-30.9112	-1.8889	1.134003	0.06620208	0.6886965
1646	-33.2395	-30.8918	-2.34776	1.134003	0.6298417	0.5839162
1647	-33.7755	-30.3219	-3.45366	1.842638	0.4568536	1.15417
1648	-36.4337	-30.2842	-6.14949	2.504537	0.8297004	2.815253
1649	-36.4337	-30.2842	-6.14949	2.504537	0.8297004	2.815253
1650	-36.3035	-33.0279	-3.27563	2.118967	0.7657655	0.3908945
1651	-34.0401	-31.5058	-2.53423	0.5076323	0.7657655	1.260828
1652	-31.4576	-30.6383	-0.81924	0.5076323	0.07014164	0.2414665
1653	-33.2919	-32.3694	-0.922418	0.4503423	0.3349486	0.1371266
1654	-32.4036	-31.6352	-0.768352	0.4503423	0.180883	0.1371266
1655	-34.7585	-31.7805	-2.97803	2.196704	0.180883	0.6004382
1656	-34.2494	-31.3745	-2.87483	1.722264	0.5928212	0.5597489
1657	-34.2186	-30.6068	-3.61182	2.040396	0.5928212	0.9786022
1658	-33.152	-30.9645	-2.18753	1.070397	0.5928212	0.524309
1659	-33.0856	-30.2376	-2.84807	1.379011	0.3119594	1.157096
1660	-32.9137	-30.5556	-2.35809	1.379011	0.3119594	0.6671157
1661	-32.4004	-30.3281	-2.07234	1.076814	0.3119594	0.6835705
1662	-33.5761	-30.7287	-2.84744	1.076814	0.172216	1.598415
1663	-33.6261	-30.3455	-3.28052	1.348499	0.3336093	1.598415
1664	-35.2503	-30.7869	-4.46337	1.348499	1.263523	1.851349
1665	-38.3686	-30.8069	-7.56174	4.305848	1.404539	1.851349
1666	-38.6999	-32.0067	-6.69318	4.305848	1.324953	1.062378
1667	-36.2709	-31.5695	-4.70143	1.262821	0.2177626	3.220842
1668	-36.1344	-31.2373	-4.89712	1.262821	0.4134577	3.220842
1669	-36.1344	-31.2373	-4.89712	1.262821	0.4134577	3.220842
1670	-32.9525	-30.3144	-2.63817	1.340413	0.4134577	0.8843003
1671	-34.1715	-31.7855	-2.38596	0.4178535	0.4134577	1.554648
1672	-34.845	-31.4282	-3.41682	0.7315302	1.130646	1.554648
1673	-34.7339	-31.8829	-2.85105	1.962923	0.4071569	0.4809729
1674	-34.939	-31.4275	-3.51151	1.962923	0.8716826	0.6769093
1675	-34.1048	-31.294	-2.81077	1.962923	0.2030545	0.6447891
1676	-34.1874	-32.1569	-2.03047	0.3162705	0.7686157	0.9455864
1677	-39.1184	-33.2256	-5.8929	2.208396	2.931567	0.7529327
1678	-34.9272	-30.2232	-4.70401	2.208396	0.6296665	1.865947
1679	-34.9276	-30.2232	-4.70442	2.208802	0.6296665	1.865947
1680	-33.5876	-30.43	-3.15762	1.129233	0.6296665	1.39872
1681	-32.4973	-30.7042	-1.79309	1.129233	0.156693	0.5071623
1682	-33.2508	-31.078	-2.1728	1.129233	0.05409994	0.9894663
1683	-32.0926	-30.4386	-1.65395	0.8907368	0.1073681	0.6558494
1684	-32.4326	-30.5311	-1.90151	0.8907368	0.1066699	0.9041051
1685	-38.51	-32.2672	-6.24282	0.8907368	1.127558	4.22453
1686	-41.178	-30.2877	-10.8903	5.753303	1.127558	4.009422
1687	-40.2122	-30.562	-9.6502	5.753303	1.127558	2.76934
1688	-40.1202	-31.7768	-8.34336	5.753303	1.127558	1.462498
1689	-35.3834	-30.4762	-4.90724	2.816986	0.627757	1.462498
1690	-33.5108	-30.3701	-3.14072	1.458598	0.627757	1.054365
1691	-33.0822	-30.2689	-2.81329	1.458598	0.3003302	1.054365
1692	-33.999	-30.5304	-3.46855	2.077268	0.3369198	1.054365
1693	-37.8886	-33.6851	-4.20358	0.4999782	2.649232	1.054365
1694	-39.7798	-37.048	-2.7318	0.2485664	2.226051	0.2571843
1695	-32.1294	-30.6804	-1.44909	0.6989163	0.3528868	0.3972821
1696	-31.9996	-31.2173	-0.782371	0.2788477	0.2968309	0.2066925
1697	-33.6096	-32.3351	-1.27447	0.7943594	0.2968309	0.1832798
1698	-31.752	-30.7321	-1.01988	0.3337577	0.2968309	0.3892922
1699	-31.8469	-30.6177	-1.22923	0.7526315	0.08730601	0.3892922
1700	-31.8769	-30.5154	-1.36149	0.7526315	0.2195707	0.3892922
1701	-33.6907	-30.5102	-3.18048	1.071668	0.667621	1.441194
1702	-33.6907	-30.5102	-3.18048	1.071668	0.667621	1.441194
1703	-33.8001	-30.346	-3.4541	1.607403	0.667621	1.179072
1704	-34.5486	-30.2719	-4.27664	1.837668	0.7437967	1.695176
1705	-34.4469	-30.7779	-3.66894	1.837668	0.1360995	1.695176
1706	-36.1848	-30.8903	-5.29455	1.837668	1.761703	1.695176
1707	-34.5095	-30.2678	-4.24172	1.820235	0.726307	1.695176
1708	-33.7591	-32.2086	-1.55048	1.121553	0.1857918	0.2431348
1709	-32.8249	-31.4722	-1.35275	0.2959154	0.1430356	0.9138018
1710	-33.365	-30.6381	-2.72686	1.602903	0.1430356	0.9809176
1711	-32.486	-30.5469	-1.93914	0.8400271	0.1181915	0.9809176
1712	-32.4323	-30.6403	-1.79199	0.6928767	0.1181915	0.9809176
1713	-32.2463	-31.2498	-0.99659	0.6928767	0.05780115	0.2459123
1714	-33.3069	-32.2868	-1.0201	0.1876786	0.05780115	0.7746156
1715	-32.7214	-31.2163	-1.50506	0.9203553	0.0361314	0.5485717
1716	-32.943	-31.6335	-1.30952	0.7436203	0.01732748	0.5485717
1717	-32.5081	-31.2983	-1.20977	0.7436203	0.02646118	0.4396922
1718	-33.1118	-32.1269	-0.984891	0.252225	0.02646118	0.7062044
1719	-32.5549	-31.864	-0.690917	0.39578	0.180137	0.1149998
1720	-31.5052	-30.4032	-1.10194	0.39578	0.180137	0.5260277
1721	-31.9314	-30.6813	-1.25007	0.39578	0.3282652	0.5260277
1722	-32.0836	-30.8354	-1.24822	0.6795583	0.04263593	0.5260277
1723	-32.4522	-31.0057	-1.44655	0.8527635	0.04263593	0.5511543
1724	-32.6731	-31.4543	-1.21885	0.8527635	0.04263593	0.3234544
1725	-36.6452	-32.8374	-3.80772	0.8527635	0.06535802	2.889595
1726	-33.4766	-30.659	-2.81765	0.8527635	0.5938427	1.371039
1727	-33.6112	-30.301	-3.31014	1.345258	0.5938427	1.371039
1728	-33.6112	-30.301	-3.31014	1.345258	0.5938427	1.371039
1729	-32.8147	-30.3635	-2.45119	1.345258	0.3133206	0.7926118
1730	-32.8147	-30.3635	-2.45119	1.345258	0.3133206	0.7926118
1731	-33.4976	-30.5975	-2.90003	1.673481	0.4339341	0.7926118
1732	-35.4495	-31.4692	-3.98031	2.753767	0.4339341	0.7926118
1733	-33.3965	-30.4209	-2.97558	1.06213	0.4339341	1.479518
1734	-32.6328	-30.3138	-2.31899	1.06213	0.4339341	0.8229294
1735	-35.2575	-30.2969	-4.96061	2.509088	0.4339341	2.017592
1736	-34.7377	-30.5092	-4.22845	2.509088	0.4339341	1.285427
1737	-34.4589	-30.3195	-4.13941	2.248364	0.4339341	1.457109
1738	-34.4561	-30.3213	-4.13479	2.248364	0.4293199	1.457109
1739	-34.4587	-30.3419	-4.11673	2.26371	0.3959118	1.457109
1740	-35.0572	-30.3158	-4.74144	2.26371	0.3959118	2.08182
1741	-36.3098	-30.263	-6.0468	3.056289	0.8322468	2.15826
1742	-36.3533	-32.1132	-4.24018	3.056289	0.4990568	0.6848357
1743	-34.1911	-31.0716	-3.11948	1.93559	0.4990568	0.6848357
1744	-34.3753	-30.2398	-4.13549	2.065729	0.4990568	1.5707
1745	-35.2214	-30.2674	-4.95407	2.065729	0.8006344	2.08771
1746	-35.738	-30.2351	-5.50287	2.614521	0.8006344	2.08771
1747	-35.5426	-30.2745	-5.26813	2.614521	0.8006344	1.852975
1748	-33.6868	-30.612	-3.07485	1.343686	0.8006344	0.9305327
1749	-33.6868	-30.612	-3.07485	1.343686	0.8006344	0.9305327
1750	-33.3976	-31.2153	-2.18234	0.8360325	0.8006344	0.5456755
1751	-31.3023	-30.2471	-1.05518	0.4617731	0.1284109	0.4649974
1752	-33.3353	-31.7729	-1.56239	0.4617731	0.7248934	0.3757256
1753	-35.6144	-30.9601	-4.65429	3.083442	0.2774674	1.293384
1754	-35.8191	-30.7496	-5.06945	3.083442	0.6926248	1.293384
1755	-35.7026	-30.5792	-5.1234	3.083442	0.3521675	1.687795
1756	-35.2525	-30.5873	-4.66518	2.676312	0.2519965	1.736876
1757	-34.6204	-30.5525	-4.06794	1.371926	0.9591408	1.736876
1758	-34.7687	-30.5739	-4.19485	1.371926	0.9591408	1.863779
1759	-34.2152	-30.9625	-3.25274	1.484812	0.9591408	0.8087918
1760	-33.0008	-30.4669	-2.53393	1.484812	0.2403272	0.8087918
1761	-33.117	-30.3111	-2.80591	1.452021	0.2403272	1.113558
1762	-32.7857	-31.8541	-0.931696	0.2999473	0.4291714	0.2025768
1763	-33.2078	-32.1108	-1.09706	0.8199317	0.08868895	0.1884395
1764	-32.5812	-31.4613	-1.11992	0.2976092	0.4722299	0.350076
1765	-33.3037	-31.9111	-1.3926	0.2355878	0.4722299	0.6847866
1766	-32.7812	-31.551	-1.23022	0.2355878	0.3098497	0.6847866
1767	-31.9657	-31.088	-0.877699	0.2482254	0.3098497	0.3196239
1768	-31.1934	-30.4764	-0.717036	0.2482254	0.1491862	0.3196239
1769	-31.6828	-31.0639	-0.618932	0.150122	0.1491862	0.3196239
1770	-32.0226	-31.3403	-0.682314	0.150122	0.2125676	0.3196239
1771	-30.8162	-30.2855	-0.530693	0.2773818	0.06821064	0.1851009
1772	-31.1239	-30.7663	-0.357676	0.2000734	0.06821064	0.0893918
1773	-31.1239	-30.7663	-0.357676	0.2000734	0.06821064	0.0893918
1774	-32.7369	-32.044	-0.692925	0.2960958	0.2771816	0.1196478
1775	-31.2114	-30.5863	-0.625033	0.2960958	0.03178571	0.2971519
1776	-32.2655	-31.5781	-0.687419	0.4221108	0.01067834	0.2546296
1777	-35.2135	-33.2346	-1.97896	0.8661318	0.00567771	1.107154
1778	-32.8232	-32.2994	-0.523765	0.1843859	0.00567771	0.3337018
1779	-34.8678	-32.4758	-2.39206	1.343574	0.7147889	0.3337018
1780	-33.3979	-30.494	-2.90387	1.106287	0.7147889	1.08279
1781	-33.7829	-30.4216	-3.3613	1.929942	0.348563	1.08279
1782	-33.8405	-30.8466	-2.99384	1.929942	0.1733573	0.8905446
1783	-34.0026	-30.6467	-3.35588	1.929942	0.535393	0.8905446
1784	-32.6303	-30.5156	-2.11469	0.8225306	0.535393	0.7567623
1785	-32.5359	-31.1417	-1.39413	0.337773	0.4138597	0.6425011
1786	-32.671	-30.488	-2.18304	1.126678	0.4138597	0.6425011
1787	-32.671	-30.488	-2.18304	1.126678	0.4138597	0.6425011
1788	-32.655	-30.3242	-2.3308	1.126678	0.4138597	0.7902613
1789	-32.9023	-30.4004	-2.50194	1.4038	0.3078749	0.7902613
1790	-31.3468	-30.4416	-0.90517	0.4683259	0.05657682	0.3802674
1791	-31.209	-30.8298	-0.379184	0.1053993	0.05657682	0.2172081
1792	-32.3178	-30.9777	-1.34004	0.6751221	0.3495296	0.3153924
1793	-32.6651	-30.5607	-2.10433	0.6751221	0.3495296	1.079676
1794	-33.8721	-30.4562	-3.41589	1.592297	0.743918	1.079676
1795	-33.3973	-31.0257	-2.37162	1.592297	0.144702	0.6346168
1796	-31.8515	-30.7612	-1.09026	0.3280987	0.1275418	0.6346168
1797	-31.0185	-30.2614	-0.757036	0.3280987	0.1275418	0.3013959
1798	-31.4727	-30.4825	-0.99019	0.5253519	0.05796293	0.4068752
1799	-32.0956	-30.7772	-1.31834	0.5253519	0.06635713	0.726632
1800	-35.0323	-30.3443	-4.68797	1.960913	0.9567794	1.770277
1801	-36.0283	-30.8552	-5.17305	1.391824	0.9567794	2.824443
1802	-34.5097	-30.4883	-4.02142	1.471006	0.9567794	1.59363
1803	-34.0338	-30.8555	-3.1783	1.471006	0.1136631	1.59363
