Iteration	Posterior	Likelihood	Prior	R
69	-32.8034	-32.7968	-0.00663941	0.006639407
70	-32.8044	-32.7968	-0.00765163	0.007651627
71	-32.8084	-32.7968	-0.0115902	0.01159025
72	-32.8069	-32.7968	-0.0100826	0.0100826
73	-32.812	-32.7968	-0.0152534	0.01525339
74	-32.8159	-32.7968	-0.0190757	0.01907567
75	-32.8073	-32.7968	-0.0105495	0.01054947
76	-32.8072	-32.7968	-0.0104415	0.01044152
77	-32.8089	-32.7968	-0.0121098	0.01210979
78	-32.8061	-32.7968	-0.00933301	0.009333013
79	-32.8042	-32.7968	-0.00744442	0.007444424
80	-32.8073	-32.7968	-0.0105607	0.01056067
81	-32.8119	-32.7968	-0.0150877	0.01508768
82	-32.811	-32.7968	-0.0142687	0.01426872
83	-32.8175	-32.7968	-0.0207699	0.02076988
84	-32.8238	-32.7968	-0.0269761	0.02697613
85	-32.808	-32.7968	-0.0111907	0.0111907
86	-32.8058	-32.7968	-0.00898953	0.008989528
87	-32.807	-32.7968	-0.0102676	0.01026758
88	-32.8098	-32.7968	-0.0130284	0.0130284
89	-32.81	-32.7968	-0.0132255	0.01322554
90	-32.809	-32.7968	-0.0122553	0.01225528
91	-32.8115	-32.7968	-0.0147421	0.01474212
92	-32.8083	-32.7968	-0.0115612	0.01156118
93	-32.8059	-32.7968	-0.00915418	0.00915418
94	-32.8048	-32.7968	-0.00804995	0.008049951
95	-32.8026	-32.7968	-0.00582187	0.005821867
96	-32.8083	-32.7968	-0.0114769	0.01147689
97	-32.8068	-32.7968	-0.010058	0.01005801
98	-32.8038	-32.7968	-0.00700723	0.007007227
99	-32.8085	-32.7968	-0.0117587	0.01175867
100	-32.8054	-32.7968	-0.00857121	0.008571207
101	-32.8014	-32.7968	-0.00460734	0.004607342
102	-32.8015	-32.7968	-0.00475583	0.004755827
103	-32.8083	-32.7968	-0.0114936	0.01149362
104	-32.8154	-32.7968	-0.0185702	0.01857015
105	-32.8234	-32.7968	-0.0265971	0.0265971
106	-32.8103	-32.7968	-0.0135269	0.01352691
107	-32.8096	-32.7968	-0.012865	0.01286504
108	-32.8053	-32.7968	-0.00852227	0.00852227
109	-32.8087	-32.7968	-0.0119504	0.01195037
110	-32.8082	-32.7968	-0.0113704	0.01137036
111	-32.809	-32.7968	-0.0121719	0.01217193
112	-32.8042	-32.7968	-0.00746692	0.007466925
113	-32.8055	-32.7968	-0.00872937	0.008729373
114	-32.8061	-32.7968	-0.00927788	0.009277883
115	-32.8115	-32.7968	-0.0147575	0.01475749
116	-32.8115	-32.7968	-0.0147575	0.01475749
117	-32.8182	-32.7968	-0.0213839	0.02138392
118	-32.8145	-32.7968	-0.0177158	0.01771581
119	-32.827	-32.7968	-0.0302413	0.03024134
120	-32.8199	-32.7968	-0.0230832	0.0230832
121	-32.8322	-32.7968	-0.0354315	0.03543151
122	-32.82	-32.7968	-0.0231743	0.02317426
123	-32.8107	-32.7968	-0.013966	0.01396603
124	-32.8151	-32.7968	-0.0183093	0.01830933
125	-32.8358	-32.7968	-0.0390283	0.03902832
126	-32.8367	-32.7968	-0.0399561	0.03995613
127	-32.8388	-32.7968	-0.0419803	0.04198032
128	-32.8628	-32.7968	-0.0660381	0.06603808
129	-32.8628	-32.7968	-0.0660351	0.0660351
130	-32.8605	-32.7968	-0.0636945	0.06369453
131	-32.8755	-32.7968	-0.0787585	0.07875847
132	-32.8732	-32.7968	-0.0764272	0.07642721
133	-32.8325	-32.7968	-0.0357513	0.03575135
134	-32.8305	-32.7968	-0.0336861	0.03368608
135	-32.8611	-32.7968	-0.0643508	0.06435082
136	-32.8893	-32.7968	-0.0925498	0.09254982
137	-32.948	-32.7968	-0.151242	0.1512423
138	-32.9441	-32.7968	-0.147302	0.1473016
139	-32.9742	-32.7968	-0.177468	0.1774684
140	-32.9328	-32.7968	-0.136011	0.1360105
141	-32.9848	-32.7968	-0.188058	0.1880581
142	-33.1312	-32.7968	-0.334388	0.334388
143	-33.1847	-32.7968	-0.387891	0.3878915
144	-33.277	-32.7968	-0.480214	0.4802136
145	-33.3782	-32.7968	-0.58145	0.5814498
146	-33.4859	-32.7968	-0.689093	0.6890926
147	-33.2584	-32.7968	-0.461658	0.4616584
148	-33.1488	-32.7968	-0.352069	0.3520688
149	-33.1726	-32.7968	-0.375846	0.3758456
150	-33.2033	-32.7968	-0.406504	0.4065045
151	-33.155	-32.7968	-0.358237	0.3582367
152	-32.9422	-32.7968	-0.145393	0.1453928
153	-32.9504	-32.7968	-0.153573	0.153573
154	-32.9965	-32.7968	-0.199679	0.1996787
155	-33.0109	-32.7968	-0.21409	0.2140897
156	-33.1094	-32.7968	-0.312575	0.3125752
157	-33.0438	-32.7968	-0.24701	0.2470105
158	-33.1003	-32.7968	-0.303538	0.3035379
159	-33.1003	-32.7968	-0.303538	0.3035379
160	-33.2753	-32.7968	-0.478539	0.4785385
161	-33.1501	-32.7968	-0.353273	0.3532733
162	-33.2631	-32.7968	-0.466367	0.4663671
163	-33.8959	-32.7968	-1.09913	1.099127
164	-33.4603	-32.7968	-0.663561	0.6635611
165	-33.5736	-32.7968	-0.776864	0.7768637
166	-33.4086	-32.7968	-0.611821	0.6118208
167	-33.5131	-32.7968	-0.716296	0.7162962
168	-33.2865	-32.7968	-0.489715	0.4897149
169	-33.2642	-32.7968	-0.467442	0.4674424
170	-33.049	-32.7968	-0.252208	0.2522084
171	-33.1379	-32.7968	-0.34109	0.3410904
172	-33.2822	-32.7968	-0.485422	0.4854222
173	-32.9993	-32.7968	-0.202541	0.2025409
174	-32.9153	-32.7968	-0.118479	0.1184792
175	-32.9136	-32.7968	-0.116814	0.1168137
176	-32.906	-32.7968	-0.109223	0.1092227
177	-32.9063	-32.7968	-0.109488	0.1094878
178	-32.9214	-32.7968	-0.124628	0.1246276
179	-32.9116	-32.7968	-0.114855	0.114855
180	-32.9459	-32.7968	-0.149091	0.1490907
181	-33.0079	-32.7968	-0.211089	0.2110894
182	-32.971	-32.7968	-0.174176	0.1741759
183	-32.8978	-32.7968	-0.10099	0.1009903
184	-32.9484	-32.7968	-0.151581	0.1515808
185	-32.8809	-32.7968	-0.084146	0.08414596
186	-32.9128	-32.7968	-0.11598	0.1159804
187	-33.0049	-32.7968	-0.208097	0.2080967
188	-33.0401	-32.7968	-0.243316	0.2433157
189	-33.0236	-32.7968	-0.226786	0.2267859
190	-33.0879	-32.7968	-0.291078	0.2910779
191	-33.0052	-32.7968	-0.208445	0.2084445
192	-32.931	-32.7968	-0.134194	0.1341941
193	-33.045	-32.7968	-0.248172	0.2481723
194	-33.1129	-32.7968	-0.316122	0.316122
195	-33.1392	-32.7968	-0.342452	0.3424524
196	-33.2664	-32.7968	-0.469617	0.4696166
197	-33.0968	-32.7968	-0.30002	0.3000203
198	-33.0908	-32.7968	-0.293988	0.2939875
199	-33.0035	-32.7968	-0.206766	0.2067665
200	-32.991	-32.7968	-0.194218	0.1942178
201	-33.148	-32.7968	-0.351261	0.3512608
202	-33.3624	-32.7968	-0.565649	0.5656494
203	-33.9247	-32.7968	-1.12788	1.127882
204	-33.9247	-32.7968	-1.12788	1.127882
205	-34.868	-32.7968	-2.07119	2.071186
206	-36.0452	-32.7968	-3.24839	3.248389
207	-34.1732	-32.7968	-1.37646	1.376462
208	-33.4113	-32.7968	-0.614487	0.6144867
209	-33.1352	-32.7968	-0.338454	0.3384537
210	-33.2523	-32.7968	-0.455554	0.455554
211	-33.0519	-32.7968	-0.255125	0.2551254
212	-33.7465	-32.7968	-0.949698	0.9496978
213	-33.9955	-32.7968	-1.19871	1.198708
214	-33.0411	-32.7968	-0.244339	0.2443388
215	-33.108	-32.7968	-0.311252	0.3112519
216	-33.0929	-32.7968	-0.296087	0.2960871
217	-33.4856	-32.7968	-0.688771	0.688771
218	-33.3116	-32.7968	-0.514865	0.5148645
219	-33.0888	-32.7968	-0.291991	0.2919909
220	-33.585	-32.7968	-0.788233	0.7882326
221	-33.2762	-32.7968	-0.479419	0.4794187
222	-33.062	-32.7968	-0.265236	0.265236
223	-33.1273	-32.7968	-0.330504	0.3305042
224	-33.5967	-32.7968	-0.799964	0.7999641
225	-34.6889	-32.7968	-1.8921	1.8921
226	-34.5431	-32.7968	-1.7463	1.746297
227	-33.573	-32.7968	-0.776177	0.7761768
228	-33.1546	-32.7968	-0.357815	0.3578146
229	-33.2154	-32.7968	-0.418601	0.418601
230	-34.3946	-32.7968	-1.59784	1.597841
231	-33.6401	-32.7968	-0.843364	0.8433641
232	-33.3292	-32.7968	-0.532409	0.5324093
233	-33.9515	-32.7968	-1.15476	1.154764
234	-33.8026	-32.7968	-1.00582	1.005818
235	-35.0678	-32.7968	-2.27103	2.271027
236	-34.8633	-32.7968	-2.06647	2.066473
237	-33.8325	-32.7968	-1.03575	1.03575
238	-33.3988	-32.7968	-0.601982	0.6019819
239	-33.368	-32.7968	-0.571204	0.5712038
240	-32.9539	-32.7968	-0.157098	0.1570984
241	-32.862	-32.7968	-0.065209	0.06520901
242	-32.9022	-32.7968	-0.105405	0.1054048
243	-33.004	-32.7968	-0.20727	0.2072699
244	-33.0607	-32.7968	-0.263873	0.2638735
245	-33.6106	-32.7968	-0.813821	0.8138215
246	-33.1201	-32.7968	-0.323322	0.3233219
247	-32.9533	-32.7968	-0.15655	0.1565499
248	-33.1359	-32.7968	-0.339149	0.3391492
249	-33.8312	-32.7968	-1.0344	1.034405
250	-33.9406	-32.7968	-1.14385	1.143854
251	-35.0945	-32.7968	-2.29773	2.297726
252	-35.5879	-32.7968	-2.79113	2.791131
253	-34.7018	-32.7968	-1.90507	1.905069
254	-36.0828	-32.7968	-3.28606	3.286059
255	-36.7732	-32.7968	-3.97644	3.976435
256	-38.1931	-32.7968	-5.39636	5.39636
257	-35.3703	-32.7968	-2.57355	2.57355
258	-33.9223	-32.7968	-1.12548	1.125484
259	-33.4143	-32.7968	-0.617506	0.617506
260	-33.2487	-32.7968	-0.451888	0.4518876
261	-32.9368	-32.7968	-0.140036	0.1400365
262	-32.9544	-32.7968	-0.15757	0.1575703
263	-33.1008	-32.7968	-0.304014	0.3040143
264	-33.1127	-32.7968	-0.315882	0.315882
265	-33.163	-32.7968	-0.366222	0.3662215
266	-33.1704	-32.7968	-0.373627	0.3736273
267	-34.087	-32.7968	-1.29022	1.290218
268	-33.9611	-32.7968	-1.16428	1.164277
269	-34.057	-32.7968	-1.2602	1.260196
270	-33.2119	-32.7968	-0.415089	0.4150886
271	-33.8977	-32.7968	-1.10091	1.100908
272	-33.374	-32.7968	-0.577187	0.5771868
273	-34.3631	-32.7968	-1.56635	1.566355
274	-33.7704	-32.7968	-0.973629	0.9736293
275	-34.5973	-32.7968	-1.80056	1.800562
276	-33.2225	-32.7968	-0.425723	0.4257234
277	-33.4876	-32.7968	-0.690834	0.6908341
278	-33.5336	-32.7968	-0.736853	0.7368529
279	-33.2065	-32.7968	-0.409761	0.4097614
280	-33.1674	-32.7968	-0.370666	0.3706663
281	-33.1278	-32.7968	-0.331013	0.3310135
282	-33.0199	-32.7968	-0.223085	0.2230847
283	-33.3924	-32.7968	-0.595661	0.5956611
284	-35.1748	-32.7968	-2.378	2.377999
285	-38.4642	-32.7968	-5.6674	5.667404
286	-35.8368	-32.7968	-3.04	3.040003
287	-33.5205	-32.7968	-0.723693	0.7236929
288	-32.9762	-32.7968	-0.179468	0.179468
289	-33.5063	-32.7968	-0.709529	0.7095285
290	-34.2555	-32.7968	-1.4587	1.458702
291	-34.8846	-32.7968	-2.08778	2.087779
292	-33.8762	-32.7968	-1.07941	1.079414
293	-33.3031	-32.7968	-0.506349	0.5063489
294	-33.1493	-32.7968	-0.352548	0.352548
295	-32.9044	-32.7968	-0.10766	0.1076601
296	-33.0426	-32.7968	-0.245795	0.2457951
297	-33.2406	-32.7968	-0.443821	0.4438213
298	-33.1473	-32.7968	-0.350536	0.3505361
299	-32.9697	-32.7968	-0.172879	0.1728792
300	-32.8833	-32.7968	-0.0864968	0.08649685
301	-32.8793	-32.7968	-0.0824749	0.08247486
302	-32.9539	-32.7968	-0.157112	0.1571123
303	-33.024	-32.7968	-0.227208	0.2272082
304	-32.8665	-32.7968	-0.069672	0.06967198
305	-32.8291	-32.7968	-0.0323289	0.03232891
306	-32.8571	-32.7968	-0.0602906	0.06029056
307	-32.9075	-32.7968	-0.110707	0.1107073
308	-32.9519	-32.7968	-0.155151	0.1551511
309	-32.9267	-32.7968	-0.129904	0.1299042
310	-32.8763	-32.7968	-0.0794752	0.07947515
311	-32.8798	-32.7968	-0.0830669	0.08306691
312	-32.8664	-32.7968	-0.0696	0.06959995
313	-32.8793	-32.7968	-0.0825581	0.08255814
314	-32.9421	-32.7968	-0.145354	0.1453539
315	-32.9797	-32.7968	-0.182934	0.1829339
316	-32.9814	-32.7968	-0.184654	0.1846543
317	-32.992	-32.7968	-0.195181	0.1951807
318	-33.2663	-32.7968	-0.469506	0.4695065
319	-33.4638	-32.7968	-0.667004	0.667004
320	-34.3751	-32.7968	-1.57834	1.578345
321	-34.8745	-32.7968	-2.07774	2.077743
322	-35.2274	-32.7968	-2.43061	2.430605
323	-33.9412	-32.7968	-1.14439	1.144388
324	-33.4671	-32.7968	-0.670315	0.6703146
325	-33.1304	-32.7968	-0.333601	0.3336011
326	-33.4917	-32.7968	-0.694941	0.6949414
327	-33.0915	-32.7968	-0.294749	0.294749
328	-33.0735	-32.7968	-0.276731	0.2767306
329	-32.9159	-32.7968	-0.119169	0.1191691
330	-32.9159	-32.7968	-0.119169	0.1191691
331	-33.0684	-32.7968	-0.271604	0.2716036
332	-32.9753	-32.7968	-0.178557	0.1785572
333	-33.1631	-32.7968	-0.366294	0.366294
334	-33.1588	-32.7968	-0.362	0.3620002
335	-33.0089	-32.7968	-0.212119	0.212119
336	-32.927	-32.7968	-0.130235	0.1302346
337	-33.0095	-32.7968	-0.212713	0.2127133
338	-33.2335	-32.7968	-0.436745	0.4367446
339	-32.9668	-32.7968	-0.170022	0.1700216
340	-32.9668	-32.7968	-0.170022	0.1700216
341	-33.0513	-32.7968	-0.254476	0.2544758
342	-32.943	-32.7968	-0.146179	0.1461791
343	-32.9115	-32.7968	-0.11469	0.1146902
344	-32.9998	-32.7968	-0.202998	0.2029977
345	-33.4144	-32.7968	-0.617628	0.617628
346	-33.8426	-32.7968	-1.04584	1.04584
347	-33.0626	-32.7968	-0.265783	0.2657833
348	-33.3394	-32.7968	-0.542584	0.5425835
349	-33.8516	-32.7968	-1.05486	1.054863
350	-34.3539	-32.7968	-1.55712	1.557119
351	-33.7476	-32.7968	-0.950811	0.9508114
352	-33.3336	-32.7968	-0.536864	0.5368639
353	-33.3064	-32.7968	-0.509581	0.5095806
354	-33.225	-32.7968	-0.428178	0.428178
355	-33.0288	-32.7968	-0.232067	0.2320669
356	-33.2773	-32.7968	-0.480527	0.4805274
357	-32.9443	-32.7968	-0.147564	0.1475638
358	-33.0404	-32.7968	-0.24367	0.2436699
359	-33.0404	-32.7968	-0.24367	0.2436699
360	-32.855	-32.7968	-0.0582498	0.05824976
361	-32.8558	-32.7968	-0.0590217	0.05902168
362	-32.8277	-32.7968	-0.0308744	0.03087445
363	-32.8658	-32.7968	-0.0689876	0.06898764
364	-32.9522	-32.7968	-0.155372	0.1553718
365	-33.0004	-32.7968	-0.203646	0.2036458
366	-32.8618	-32.7968	-0.0650515	0.06505148
367	-33.0962	-32.7968	-0.299469	0.2994692
368	-32.9986	-32.7968	-0.201829	0.2018286
369	-33.0546	-32.7968	-0.257833	0.2578327
370	-32.9601	-32.7968	-0.163346	0.1633458
371	-32.8836	-32.7968	-0.0867774	0.08677742
372	-32.8927	-32.7968	-0.0959631	0.0959631
373	-32.8342	-32.7968	-0.0374662	0.03746619
374	-32.8476	-32.7968	-0.0508509	0.05085085
375	-32.9308	-32.7968	-0.133987	0.1339873
376	-32.9208	-32.7968	-0.124038	0.1240375
377	-32.9321	-32.7968	-0.135339	0.1353393
378	-32.9816	-32.7968	-0.184804	0.1848044
379	-32.9338	-32.7968	-0.137063	0.1370628
380	-33.0747	-32.7968	-0.277948	0.2779475
381	-33.2179	-32.7968	-0.421166	0.4211662
382	-33.6906	-32.7968	-0.893816	0.8938155
383	-35.1884	-32.7968	-2.39166	2.391663
384	-35.7553	-32.7968	-2.95849	2.95849
385	-34.5386	-32.7968	-1.74181	1.741814
386	-33.6903	-32.7968	-0.893496	0.8934961
387	-33.9298	-32.7968	-1.13297	1.132974
388	-33.3283	-32.7968	-0.531549	0.5315494
389	-33.8071	-32.7968	-1.01028	1.010276
390	-34.2748	-32.7968	-1.47803	1.478032
391	-34.2611	-32.7968	-1.46435	1.464349
392	-35.1806	-32.7968	-2.38386	2.383862
393	-33.8074	-32.7968	-1.01066	1.010662
394	-33.8225	-32.7968	-1.02576	1.025759
395	-33.7963	-32.7968	-0.999549	0.9995494
396	-33.8707	-32.7968	-1.07394	1.073943
397	-33.4944	-32.7968	-0.697577	0.6975771
398	-33.4953	-32.7968	-0.698516	0.6985157
399	-34.0476	-32.7968	-1.25087	1.250868
400	-34.2808	-32.7968	-1.48407	1.484068
401	-33.5923	-32.7968	-0.795555	0.7955549
402	-33.4869	-32.7968	-0.690119	0.6901194
403	-38.9765	-32.7968	-6.17975	6.179748
404	-35.4401	-32.7968	-2.64333	2.643328
405	-33.7331	-32.7968	-0.936279	0.9362785
406	-33.7331	-32.7968	-0.936279	0.9362785
407	-33.1657	-32.7968	-0.36897	0.3689695
408	-33.4162	-32.7968	-0.619468	0.6194679
409	-32.8312	-32.7968	-0.0344563	0.03445625
410	-32.805	-32.7968	-0.00817005	0.008170054
411	-32.8246	-32.7968	-0.0278621	0.02786208
412	-32.8537	-32.7968	-0.0569661	0.05696613
413	-32.8514	-32.7968	-0.0546673	0.0546673
414	-32.9177	-32.7968	-0.120953	0.120953
415	-33.1348	-32.7968	-0.338001	0.338001
416	-34.3659	-32.7968	-1.56911	1.569109
417	-33.4877	-32.7968	-0.690959	0.6909593
418	-33.1328	-32.7968	-0.336046	0.3360464
419	-33.0116	-32.7968	-0.21487	0.2148697
420	-32.9344	-32.7968	-0.137637	0.1376368
421	-34.2052	-32.7968	-1.40837	1.408371
422	-34.0164	-32.7968	-1.2196	1.219596
423	-33.6096	-32.7968	-0.812781	0.8127808
424	-33.6096	-32.7968	-0.812781	0.8127808
425	-33.9522	-32.7968	-1.15541	1.15541
426	-33.4055	-32.7968	-0.608713	0.6087126
427	-33.9388	-32.7968	-1.14197	1.141971
428	-33.2611	-32.7968	-0.464279	0.4642795
429	-33.6206	-32.7968	-0.823838	0.8238381
430	-33.0763	-32.7968	-0.279525	0.2795253
431	-33.3261	-32.7968	-0.529323	0.5293229
432	-33.1199	-32.7968	-0.323102	0.3231018
433	-33.4261	-32.7968	-0.629288	0.6292883
434	-33.5239	-32.7968	-0.727123	0.7271227
435	-33.1485	-32.7968	-0.351706	0.3517061
436	-32.9781	-32.7968	-0.181345	0.1813452
437	-33.2572	-32.7968	-0.460381	0.4603813
438	-33.2475	-32.7968	-0.45074	0.4507395
439	-33.2406	-32.7968	-0.443823	0.4438227
440	-33.1516	-32.7968	-0.354848	0.3548478
441	-33.7525	-32.7968	-0.955676	0.9556762
442	-34.4971	-32.7968	-1.70032	1.700323
443	-33.7886	-32.7968	-0.991856	0.9918561
444	-33.0029	-32.7968	-0.206102	0.2061016
445	-33.0719	-32.7968	-0.275147	0.2751469
446	-34.5131	-32.7968	-1.71629	1.716286
447	-33.9382	-32.7968	-1.14143	1.141428
448	-33.9728	-32.7968	-1.17605	1.176046
449	-34.9877	-32.7968	-2.1909	2.190895
450	-33.4236	-32.7968	-0.626792	0.6267924
451	-33.1278	-32.7968	-0.331022	0.331022
452	-32.8888	-32.7968	-0.0920543	0.09205431
453	-32.8585	-32.7968	-0.0617649	0.0617649
454	-32.8844	-32.7968	-0.0876589	0.08765893
455	-32.8781	-32.7968	-0.0812969	0.08129694
456	-32.8797	-32.7968	-0.0828955	0.08289555
457	-32.8797	-32.7968	-0.0828955	0.08289555
458	-33.2301	-32.7968	-0.433311	0.4333106
459	-33.0072	-32.7968	-0.210398	0.2103979
460	-33.2938	-32.7968	-0.496973	0.4969728
461	-34.4953	-32.7968	-1.69852	1.698524
462	-33.8062	-32.7968	-1.00941	1.009413
463	-34.98	-32.7968	-2.18321	2.183214
464	-34.5834	-32.7968	-1.78658	1.786581
465	-33.8889	-32.7968	-1.09216	1.092157
466	-33.6342	-32.7968	-0.837408	0.8374078
467	-33.287	-32.7968	-0.490255	0.4902548
468	-34.1931	-32.7968	-1.3963	1.396297
469	-34.1931	-32.7968	-1.3963	1.396297
470	-33.7482	-32.7968	-0.951375	0.9513749
471	-33.7482	-32.7968	-0.951375	0.9513749
472	-32.9824	-32.7968	-0.185624	0.1856237
473	-32.8475	-32.7968	-0.0507292	0.05072918
474	-32.8333	-32.7968	-0.0365251	0.03652514
475	-33.0011	-32.7968	-0.204367	0.2043667
476	-32.9399	-32.7968	-0.143072	0.1430724
477	-33.0794	-32.7968	-0.282665	0.282665
478	-33.4084	-32.7968	-0.611655	0.6116552
479	-33.4457	-32.7968	-0.648907	0.6489066
480	-33.9981	-32.7968	-1.20136	1.201361
481	-33.5571	-32.7968	-0.760288	0.7602883
482	-33.9154	-32.7968	-1.11862	1.118624
483	-33.7736	-32.7968	-0.976854	0.9768542
484	-35.9825	-32.7968	-3.18575	3.185754
485	-35.9825	-32.7968	-3.18575	3.185754
486	-35.9825	-32.7968	-3.18575	3.185754
487	-34.7768	-32.7968	-1.97997	1.979971
488	-34.364	-32.7968	-1.56718	1.567179
489	-35.7709	-32.7968	-2.97415	2.974147
490	-33.7248	-32.7968	-0.928054	0.9280544
491	-33.2495	-32.7968	-0.452704	0.4527042
492	-33.0545	-32.7968	-0.257764	0.2577639
493	-33.399	-32.7968	-0.602212	0.6022116
494	-33.5011	-32.7968	-0.704325	0.7043254
495	-33.8316	-32.7968	-1.03478	1.03478
496	-34.9617	-32.7968	-2.16495	2.16495
497	-35.2529	-32.7968	-2.45611	2.456114
498	-34.453	-32.7968	-1.65623	1.656229
499	-33.496	-32.7968	-0.699227	0.6992272
500	-33.496	-32.7968	-0.699227	0.6992272
501	-34.9565	-32.7968	-2.15975	2.15975
502	-35.2087	-32.7968	-2.41196	2.41196
503	-33.5835	-32.7968	-0.786764	0.7867644
504	-33.3326	-32.7968	-0.535834	0.5358342
505	-33.0741	-32.7968	-0.277281	0.2772809
506	-33.097	-32.7968	-0.300237	0.3002367
507	-33.0701	-32.7968	-0.273339	0.2733395
508	-33.5202	-32.7968	-0.723374	0.7233738
509	-33.1802	-32.7968	-0.383451	0.383451
510	-34.4371	-32.7968	-1.64032	1.640315
511	-33.71	-32.7968	-0.913171	0.9131712
512	-33.5003	-32.7968	-0.703513	0.7035132
513	-33.2587	-32.7968	-0.461891	0.4618914
514	-33.4273	-32.7968	-0.63053	0.6305296
515	-33.1694	-32.7968	-0.372574	0.3725741
516	-33.5343	-32.7968	-0.737563	0.7375634
517	-33.3267	-32.7968	-0.529957	0.5299571
518	-33.5714	-32.7968	-0.774629	0.7746288
519	-34.2678	-32.7968	-1.47103	1.47103
520	-34.567	-32.7968	-1.77025	1.770248
521	-34.567	-32.7968	-1.77025	1.770248
522	-34.6152	-32.7968	-1.8184	1.818401
523	-34.771	-32.7968	-1.97417	1.974174
524	-34.1724	-32.7968	-1.37564	1.375641
525	-38.0651	-32.7968	-5.26834	5.268342
526	-34.4203	-32.7968	-1.62349	1.623492
527	-35.1584	-32.7968	-2.36159	2.361586
528	-33.338	-32.7968	-0.541243	0.5412432
529	-33.5064	-32.7968	-0.709598	0.7095975
530	-33.1798	-32.7968	-0.383015	0.3830146
531	-34.6659	-32.7968	-1.86915	1.869148
532	-37.3693	-32.7968	-4.57247	4.572474
533	-38.5103	-32.7968	-5.71353	5.713526
534	-38.8129	-32.7968	-6.01609	6.016089
535	-35.3827	-32.7968	-2.58597	2.585969
536	-33.7344	-32.7968	-0.937577	0.937577
537	-33.7552	-32.7968	-0.958468	0.9584683
538	-33.7552	-32.7968	-0.958468	0.9584683
539	-34.3124	-32.7968	-1.5156	1.515605
