Iteration	Posterior	Likelihood	Prior	bl	cw	ht	lb	lo	ol	ot	th	to	tw	wc	wt
3611	-41.0271	-31.0306	-9.99652	1.894673	0.8493553	0.9488577	0.344581	0.1501756	0.9222799	0.3282852	1.11352	1.064384	0.560851	1.351994	0.4675663
3612	-43.5627	-31.5715	-11.9912	1.894673	0.1875295	0.9488577	0.7279426	0.1501756	0.9222799	0.3282852	1.088768	2.532872	0.560851	1.351994	1.296952
3613	-39.288	-28.3098	-10.9783	0.1372182	0.06444446	0.6721328	0.1454309	0.6335514	1.640981	0.07572437	1.088768	2.532872	1.338194	1.351994	1.296952
3614	-37.9038	-29.4474	-8.45648	0.8435445	0.06444446	0.6721328	0.04987199	0.546904	0.2149451	0.07572437	0.9944782	1.374563	0.9605874	1.351994	1.307288
3615	-45.6968	-29.8277	-15.8691	1.923113	0.3247543	0.6721328	0.6229919	0.8825283	3.670524	0.6171848	0.9944782	1.374563	2.127561	1.351994	1.307288
3616	-41.0966	-28.6775	-12.4191	0.2856422	0.5326054	1.487903	0.3908765	1.019708	2.393489	0.05284587	0.9944782	1.998334	0.6039037	1.351994	1.307288
3617	-38.8578	-29.1563	-9.70141	0.2856422	0.5027618	0.1721811	0.3908765	1.019708	2.393489	0.5272694	0.9944782	1.998334	0.3885122	0.5647524	0.4634027
3618	-38.3662	-29.7499	-8.61636	0.3459301	0.647824	0.1721811	0.2032537	1.019708	1.100685	0.5272694	0.9944782	1.045969	1.761776	0.5647524	0.2325312
3619	-37.8266	-29.3874	-8.43921	0.3459301	0.647824	0.1721811	0.2032537	0.6585083	1.100685	0.5272694	1.147496	2.483711	0.6843964	0.2354206	0.2325312
3620	-37.9567	-29.4084	-8.54831	0.3816867	0.6171938	0.1721811	0.3062858	0.8001119	1.100685	0.07031291	1.147496	2.483711	0.2631532	0.2859577	0.9195349
3621	-36.6529	-29.5942	-7.05866	0.575825	1.590001	0.1829353	0.3964787	0.8001119	1.100685	0.02814545	1.147496	0.4503554	0.2631532	0.2859577	0.2375146
3622	-37.0946	-29.8776	-7.21695	1.08152	0.02122278	0.8559526	0.1231763	0.5147877	0.5639945	0.02814545	1.213665	2.154679	0.2041961	0.2180983	0.2375146
3623	-37.8852	-30.8259	-7.05928	1.08152	0.01929872	0.8559526	0.5297851	0.7177451	0.5639945	0.02814545	1.213665	0.4759768	0.2041961	0.2732101	1.095792
3624	-38.1751	-31.6756	-6.49952	0.4513787	0.02281478	0.3609289	1.35225	0.7177451	0.5639945	0.008192773	0.9730413	0.4759768	0.2041961	0.2732101	1.095792
3625	-39.0315	-31.8831	-7.14831	0.8226475	0.03714823	0.5603262	1.35225	0.7177451	1.393217	0.02878521	0.19512	0.4759768	0.1960942	0.2732101	1.095792
3626	-43.3147	-31.5791	-11.7356	0.285942	0.03714823	0.5603262	1.35225	1.421167	1.393217	0.2419212	3.405033	1.060644	0.8609399	0.2732101	0.8438114
3627	-41.6559	-30.6699	-10.9861	0.3842894	0.01842374	0.5603262	1.216559	1.421167	1.393217	0.2419212	0.4272662	1.322548	0.8609399	0.2732101	2.866199
3628	-41.9277	-31.4598	-10.4679	0.7907549	0.09784442	2.07549	1.216559	0.507734	1.393217	0.08675388	0.4272662	1.322548	0.8609399	0.2732101	1.415594
3629	-53.3461	-32.8367	-20.5094	4.710938	1.580784	1.252728	1.216559	1.770732	3.20336	1.109814	0.2762099	1.322548	2.376932	0.2732101	1.415594
3630	-49.972	-31.8916	-18.0804	4.710938	0.5675381	1.252728	1.216559	1.770732	0.6142815	0.8221237	1.198729	1.322548	2.376932	1.993264	0.2340201
3631	-44.3294	-30.9577	-13.3717	0.406274	0.5675381	1.252728	0.1879503	1.770732	0.6142815	0.796823	1.18622	1.894515	2.467389	1.993264	0.2340201
3632	-43.9396	-30.518	-13.4215	0.406274	1.850199	0.6788384	0.4906917	0.6664186	1.715254	1.340577	1.074481	2.097109	2.467389	0.400276	0.2340201
3633	-41.1575	-29.6549	-11.5026	0.1110721	1.850199	1.041515	0.4906917	0.6664186	1.715254	1.340577	0.9475935	2.097109	0.3303005	0.6778314	0.2340201
3634	-39.4983	-30.4223	-9.07601	0.1110721	0.7728016	1.041515	0.2161805	0.6664186	1.219045	0.03917553	1.694214	0.3770704	1.508232	1.174615	0.2556752
3635	-38.4605	-30.1993	-8.26116	0.02758169	0.7368968	0.5414434	0.2161805	1.558446	0.8606367	0.07177852	0.7624349	0.3770704	1.508232	1.174615	0.4258397
3636	-37.1571	-29.848	-7.30917	0.3780907	0.7368968	0.07364607	0.7289291	0.3617116	0.8606367	0.1046779	0.5687436	0.3770704	1.508232	1.174615	0.4359208
3637	-38.6868	-29.001	-9.68588	0.05258008	0.7368968	1.79072	0.60066	0.7290012	1.314731	0.1046779	0.5687436	0.5513435	1.508232	1.174615	0.553675
3638	-40.8746	-28.597	-12.2776	0.1284441	2.226226	1.243524	0.60066	0.7290012	1.199531	0.1046779	0.6559352	2.356281	1.508232	1.174615	0.3504817
3639	-42.3812	-30.2329	-12.1482	0.3756515	3.300126	1.243524	0.60066	0.7290012	0.2883071	0.1700253	0.6559352	2.356281	0.8835263	1.174615	0.3705874
3640	-44.5198	-31.5851	-12.9348	0.9232974	3.300126	1.46475	0.60066	1.651857	1.034733	0.1700253	0.6559352	2.356281	0.3042065	0.2249555	0.2479278
3641	-39.3359	-31.5367	-7.79919	0.9232974	0.7455305	1.46475	0.60066	0.5679031	0.5269308	0.226354	0.5299444	0.30105	1.439883	0.2249555	0.2479278
3642	-40.7968	-33.2347	-7.56211	0.3417021	0.7455305	0.7700808	0.879143	0.7095957	0.5269308	0.2653037	0.5299444	0.1332181	1.439883	0.2249555	0.995827
3643	-35.915	-28.7827	-7.13231	0.1118285	0.7455305	0.7700808	0.2302534	0.7818359	0.5269308	0.07619019	0.5299444	1.134838	0.293816	1.204946	0.7261182
3644	-38.0558	-31.604	-6.45173	0.1118285	0.2202633	1.293354	0.2302534	0.7818359	0.2598125	0.2290434	0.5638743	1.695465	0.9411937	0.03207824	0.0927279
3645	-39.7558	-31.5603	-8.19548	0.2204012	0.06740342	0.1726911	0.120887	0.7818359	0.4716526	0.2290434	0.5638743	1.695465	0.9411937	0.07548407	2.855545
3646	-40.545	-31.3162	-9.22885	0.2140843	0.003679376	0.6106249	0.1320627	0.541929	0.4716526	0.9648192	0.5638743	1.695465	1.003014	0.1720949	2.855545
3647	-42.319	-32.0365	-10.2824	0.2140843	0.4662243	0.6106249	0.147683	1.175986	0.4716526	0.9648192	3.124232	1.763949	1.003014	0.1720949	0.1680827
3648	-42.3651	-31.029	-11.3361	0.60943	0.4662243	0.6106249	0.1669888	0.8486176	2.59025	0.9648192	0.8498394	1.763949	1.003014	0.3336826	1.128669
3649	-42.4202	-29.944	-12.4763	0.8589072	1.385873	0.4709943	0.8300935	0.8486176	2.59025	0.9648192	0.8498394	1.763949	1.003014	0.7315319	0.1783746
3650	-43.412	-31.1294	-12.2825	0.8589072	1.385873	1.171135	0.3562864	0.8486176	3.287207	0.9648192	0.8498394	0.8179387	1.003014	0.4997671	0.2391446
3651	-46.5356	-30.3566	-16.1789	1.252107	1.385873	2.083803	0.3562864	0.8486176	3.287207	0.2825084	1.573992	1.301374	0.7964724	2.651931	0.3587649
3652	-48.4758	-29.5391	-18.9367	0.2785008	1.385873	4.017796	0.3562864	0.8486176	1.097716	0.602407	1.573992	2.888725	1.154615	2.866323	1.865841
3653	-44.1484	-30.4696	-13.6788	1.520834	1.385873	0.5806318	0.3562864	0.8486176	1.097716	0.5560822	1.573992	3.511224	1.154615	0.4265069	0.6664569
3654	-42.3473	-28.5542	-13.7931	0.235079	0.2724162	0.5806318	0.3562864	0.8486176	1.097716	0.5560822	1.802869	3.511224	0.2203336	3.976135	0.3356899
3655	-47.1513	-31.5903	-15.5611	2.884937	0.2724162	0.09039268	1.048685	0.8486176	1.097716	1.266371	1.802869	1.719014	1.286861	1.668143	1.575037
3656	-45.4699	-31.1287	-14.3412	0.8801269	1.497945	1.333779	1.395859	0.8486176	0.8534384	1.266371	1.802869	1.719014	0.8065574	1.668143	0.2684704
3657	-47.5091	-29.659	-17.8501	0.8801269	0.7864515	1.333779	1.395859	0.8486176	0.8534384	0.1011487	1.020066	2.674419	1.336285	4.172534	2.447346
3658	-51.276	-32.3222	-18.9538	1.486619	0.1238983	0.7064177	1.395859	3.325411	0.8534384	0.9293378	0.8240755	2.674419	3.948274	0.2386922	2.447346
3659	-51.5759	-31.3853	-20.1907	3.487329	0.4193191	0.7064177	1.471831	0.3512925	0.8534384	0.9293378	2.343304	1.458168	3.948274	1.774603	2.447346
3660	-45.5553	-32.4636	-13.0917	3.487329	0.4193191	0.7064177	0.6006506	1.261952	0.2616126	0.9293378	1.717053	1.252692	0.8479983	1.479659	0.1276871
3661	-42.9817	-30.9122	-12.0695	1.927099	0.1911245	2.24567	0.6709615	1.261952	0.2616126	0.1332963	2.410138	1.551636	0.8479983	0.4403404	0.1276871
3662	-44.2618	-30.5961	-13.6658	1.927099	0.1911245	2.24567	0.4398232	1.952343	0.8508229	0.1332963	3.308763	1.551636	0.4465337	0.4403404	0.1783232
3663	-47.8925	-30.0179	-17.8746	1.927099	0.3884701	0.4407124	1.12217	0.8385681	2.021145	0.06921683	3.308763	4.826651	2.313163	0.4403404	0.1783232
3664	-49.5478	-30.5281	-19.0196	1.927099	0.8026084	0.04365546	0.1176605	0.9718646	0.6004885	0.06921683	0.8828625	7.109553	2.238302	4.088768	0.1675531
3665	-41.9685	-29.9585	-12.01	0.5411368	0.8026084	0.04365546	0.4130653	0.8363002	0.6004885	0.1026721	2.202647	0.6840585	2.0548	3.272685	0.4558763
3666	-40.41	-29.5646	-10.8455	0.525984	0.6311849	0.421341	0.4787877	0.8363002	0.6004885	0.1026721	2.202647	0.6840585	0.633445	3.272685	0.4558763
3667	-44.0373	-28.3737	-15.6635	0.09067358	0.4364965	0.421341	0.311055	0.621238	0.670944	0.1026721	1.691246	3.984236	1.227307	3.272685	2.83362
3668	-40.6585	-31.0575	-9.601	0.5824811	0.7561825	0.421341	0.7021809	1.497483	0.444374	0.2373345	1.691246	0.5845192	1.227307	0.4146162	1.041936
3669	-43.3191	-30.5667	-12.7524	0.5824811	0.7561825	0.421341	1.393725	1.497483	0.444374	0.4690646	1.691246	0.9115988	1.268182	2.35922	0.9574583
3670	-42.5035	-31.3585	-11.1451	0.5824811	0.555964	0.421341	1.393725	1.893014	1.070917	1.017269	0.2754763	0.9115988	0.369524	2.35922	0.2945331
3671	-49.0976	-32.1748	-16.9228	3.095588	1.080668	0.421341	1.393725	1.893014	3.674192	1.017269	0.9113628	0.9115988	0.369524	0.2688151	1.885746
3672	-45.2527	-32.4309	-12.8218	3.095588	0.2824692	0.421341	0.7721762	0.4259014	0.2999085	0.08917402	0.1542571	0.9115988	2.242224	2.241378	1.885746
3673	-49.061	-33.3796	-15.6814	4.28043	0.2824692	1.580426	0.7721762	0.1652313	1.346854	0.836904	0.0866566	0.9115988	2.242224	2.241378	0.9350453
3674	-47.0814	-33.4744	-13.607	4.28043	0.2824692	0.5611886	1.537146	0.3372574	1.346854	0.4484149	0.0866566	1.707634	2.242224	0.6241574	0.1525371
3675	-41.5041	-34.642	-6.86213	1.29808	0.2824692	0.5611886	0.3200399	0.01205694	1.346854	0.8929928	0.09381378	0.434716	0.767405	0.3751159	0.4773953
3676	-38.1011	-30.3077	-7.79345	0.5147841	0.2824692	0.3032519	0.3200399	0.2373071	1.346854	0.2594751	2.23063	0.5397318	0.767405	0.5141101	0.4773953
3677	-38.4339	-29.6484	-8.78556	0.5147841	0.2824692	0.3032519	0.2351862	0.2373071	0.7780249	0.2594751	2.23063	0.5397318	0.767405	2.159903	0.4773953
3678	-38.829	-29.7404	-9.0886	0.1231614	0.1807243	0.3032519	0.1290888	0.2170978	0.7780249	0.2594751	2.23063	0.5397318	1.102524	2.159903	1.064985
3679	-40.345	-30.2577	-10.0873	0.1231614	0.1807243	0.1677077	0.6743698	0.8423875	0.6720585	0.07985176	2.23063	0.4184242	1.21181	2.159903	1.326293
3680	-44.1607	-29.7856	-14.3751	0.1132062	3.621737	0.1677077	0.6743698	1.699073	0.6720585	0.07985176	2.23063	0.4184242	1.21181	2.159903	1.326293
3681	-47.2793	-31.6098	-15.6695	2.267357	3.621737	1.550904	0.6291603	1.655888	0.08900591	0.07985176	2.23063	1.373413	0.35068	1.505123	0.3157752
3682	-49.0446	-31.9744	-17.0701	2.371931	1.415413	1.500881	1.6569	1.658131	0.08900591	0.07985176	2.23063	1.373413	1.767788	1.505123	1.421057
3683	-43.3056	-32.5002	-10.8054	0.7114696	1.322043	1.500881	0.452008	1.658131	0.2137072	0.07985176	0.6982682	1.258411	1.767788	0.1103344	1.032493
3684	-42.6975	-32.4154	-10.2821	1.628568	0.2711028	1.500881	0.452008	1.700135	0.2606981	0.07985176	0.6982682	1.258411	1.207807	0.1103344	1.114037
3685	-44.0819	-30.7128	-13.369	0.3204603	0.2711028	0.191518	0.452008	1.700135	0.8384925	0.07985176	0.6982682	4.946353	2.13753	0.1103344	1.622961
3686	-46.8819	-29.9296	-16.9523	0.10967	0.1846421	0.1789248	0.452008	1.700135	1.253465	2.541822	0.6982682	4.946353	2.13753	1.126516	1.622961
3687	-40.5664	-30.3156	-10.2508	1.453115	0.1846421	0.1789248	0.452008	1.039573	2.647671	0.3036322	0.4282803	0.8921714	0.1981604	0.849673	1.622961
3688	-46.0276	-32.1316	-13.896	2.305321	0.1846421	0.6967542	2.165707	1.039573	0.3456934	0.2865114	1.8573	0.8921714	1.038679	0.849673	2.23399
3689	-45.9542	-30.8789	-15.0754	2.809068	1.684079	0.2099968	2.165707	1.039573	0.5588943	0.2865114	1.8573	0.8921714	1.233352	0.9805734	1.35814
3690	-49.9199	-29.9787	-19.9411	1.532197	5.896435	0.2099968	1.072219	1.039573	1.856349	0.2865114	2.75124	0.8921714	1.286573	0.9805734	2.137288
3691	-44.2409	-30.7613	-13.4796	3.382974	0.3693795	0.2099968	0.4920833	1.039573	1.856349	0.4287315	0.2256112	1.070514	1.286573	0.9805734	2.137288
3692	-45.4503	-29.2827	-16.1677	0.2094237	0.3693795	3.001807	0.5414863	1.039573	1.856349	0.4287315	2.427375	1.017028	1.286573	1.384349	2.605578
3693	-44.6417	-28.9625	-15.6792	1.421178	0.06998799	3.001807	0.5414863	1.039573	1.634672	0.1001365	0.298772	2.295055	1.286573	1.384349	2.605578
3694	-42.2352	-28.6324	-13.6028	1.421178	0.06998799	0.2332585	0.324034	1.039573	1.163578	0.485487	0.6850758	3.11577	1.286573	1.172701	2.605578
3695	-45.2908	-30.6135	-14.6773	3.215667	0.3759674	0.1704305	0.324034	1.039573	0.378283	0.485487	0.5072584	3.11577	1.286573	1.172701	2.605578
3696	-45.8178	-29.5244	-16.2934	0.3952298	2.793563	0.1704305	1.204266	1.039573	2.09039	0.485487	0.5072584	0.4133388	0.907026	3.681287	2.605578
3697	-42.9521	-31.1589	-11.7932	0.3952298	4.127845	0.1704305	1.204266	1.039573	2.09039	0.1261373	0.5072584	0.1934269	0.786219	0.5001188	0.6523076
3698	-41.4158	-29.4111	-12.0047	0.3952298	1.154477	0.1704305	1.204266	0.7944494	2.305208	0.1845983	0.5072584	2.892025	0.8405464	1.316389	0.2398356
3699	-40.2473	-29.8915	-10.3559	1.530524	0.4822881	0.1704305	0.7306479	0.7944494	1.34457	0.1845983	2.310976	0.6615582	0.4901305	1.316389	0.339301
3700	-38.4495	-29.9768	-8.47263	1.530524	0.4822881	0.04910168	1.072863	0.7944494	1.34457	0.1845983	0.2099059	0.6101691	0.5384743	1.316389	0.339301
3701	-44.0621	-32.8953	-11.1669	2.857302	1.467358	0.04910168	0.9435047	0.5712412	1.34457	1.351432	0.1845548	0.3810927	0.5384743	1.316389	0.1618695
3702	-42.3922	-31.3403	-11.0519	0.1979074	0.5333189	1.029499	1.686994	0.5712412	1.34457	1.351432	1.317961	0.9746868	0.3549013	1.316389	0.3730088
3703	-49.4504	-32.445	-17.0054	0.1979074	0.5381525	4.118051	1.563515	3.326292	2.464324	0.864718	2.457923	0.2350313	0.3549013	0.5368965	0.3477294
3704	-42.9327	-31.7644	-11.1682	0.1979074	0.5381525	0.637656	1.061583	0.4649291	0.8585304	0.864718	2.457923	0.2350313	1.028554	0.5368965	2.286361
3705	-41.01	-30.5304	-10.4796	0.1002079	0.5381525	0.637656	1.242897	1.736395	0.8585304	0.06241539	0.4941216	0.2350313	1.028554	1.259246	2.286361
3706	-41.9899	-31.5842	-10.4057	0.4601245	0.5105835	0.637656	0.9331703	0.1378652	0.8585304	0.6844988	0.6975956	0.266286	1.673771	1.259246	2.286361
3707	-41.7768	-30.8219	-10.9549	0.4601245	0.07973471	0.4561025	0.9331703	0.1378652	0.8585304	0.6844988	1.74992	0.9047715	1.673771	0.7300452	2.286361
3708	-40.7705	-28.7396	-12.0309	0.7250076	0.07973471	0.4561025	0.9331703	0.9185186	0.8720303	0.04035138	1.74992	1.133984	0.6342579	2.201478	2.286361
3709	-41.8699	-31.5047	-10.3653	1.144799	0.1089535	0.2189108	0.9331703	0.143365	0.3513824	0.2616074	1.74992	0.4161241	0.5491882	2.201478	2.286361
3710	-39.5737	-31.3862	-8.18746	1.144799	0.3798375	0.2349678	0.579632	0.1153013	0.3513824	0.2616074	2.018786	0.6240421	0.2808432	1.749863	0.4463962
3711	-41.1129	-31.5466	-9.56622	0.6652	1.697486	0.2349678	0.579632	0.2342346	0.3513824	0.2616074	2.018786	0.3225951	0.3569112	2.525149	0.318272
3712	-42.1711	-32.899	-9.27208	0.6652	1.697486	0.1844563	0.1673414	0.2342346	0.1085587	0.2758882	2.018786	0.3225951	0.197126	2.525149	0.8752594
3713	-40.585	-29.944	-10.6409	0.6652	0.2052955	1.496728	0.4723226	0.3466698	0.1143762	0.007681038	2.018786	1.40954	0.5039317	2.525149	0.8752594
3714	-41.5429	-30.7661	-10.7768	2.439725	0.1493909	1.496728	0.4723226	0.7671104	0.1652939	0.1074273	0.1469636	1.191852	0.4395833	2.525149	0.8752594
3715	-39.1681	-31.8612	-7.30687	0.2616288	0.1493909	1.496728	0.4723226	0.6065707	0.6473768	0.2444951	0.05235128	1.821589	0.4395833	0.2395741	0.8752594
3716	-40.2232	-31.3418	-8.88141	0.5307447	0.1493909	0.8973356	0.7958814	0.6065707	0.6473768	0.2444951	0.3873277	1.821589	0.7647758	0.2395741	1.796346
3717	-40.1611	-30.601	-9.56008	0.2753889	0.1493909	3.173779	0.7958814	0.2975844	0.6473768	0.2444951	0.3873277	1.821589	0.7647758	0.8377	0.1647918
3718	-46.0314	-30.5257	-15.5057	3.697815	0.1493909	0.6422738	0.1187142	1.029567	2.759344	0.5159228	1.409999	1.821589	0.7647758	1.045036	1.551291
3719	-45.6357	-31.1859	-14.4498	3.697815	0.2275284	1.409107	0.1932985	1.029567	0.431366	0.5159228	0.2625272	1.821589	1.36286	1.94696	1.551291
3720	-42.0402	-28.8607	-13.1795	1.54447	0.2275284	0.2383378	0.8560633	1.029567	1.362292	0.5159228	1.349566	1.194684	1.36286	1.94696	1.551291
3721	-45.2121	-29.3037	-15.9084	1.54447	3.431787	0.2383378	0.8560633	1.029567	0.7506353	0.4447132	1.574879	1.194684	1.345004	1.94696	1.551291
3722	-42.3863	-29.2766	-13.1097	0.5592756	0.601671	1.450633	0.8560633	1.029567	0.9065651	0.4116153	1.574879	1.194684	1.776422	2.28546	0.4628244
3723	-41.4427	-28.417	-13.0257	0.5592756	0.601671	0.2350345	0.8560633	1.029567	0.9065651	0.09394233	1.726684	1.729854	2.105048	2.28546	0.8965295
3724	-43.8053	-29.2795	-14.5258	1.083713	0.601671	0.2350345	0.8560633	1.345345	0.9065651	0.8934812	1.587027	1.729854	2.105048	2.28546	0.8965295
3725	-41.5277	-28.8806	-12.6471	0.6069962	0.601671	0.789512	0.8560633	1.345345	0.9065651	0.02788059	1.587027	1.729854	0.3511551	3.394589	0.4504174
3726	-41.5898	-31.8255	-9.76426	1.805716	0.601671	0.5497972	0.1192326	1.345345	0.9065651	0.4983414	1.683518	0.8718163	0.1290111	0.8028265	0.4504174
3727	-42.8255	-30.9205	-11.905	1.805716	0.601671	0.3875335	0.1192326	0.5992232	1.093515	0.4983414	0.2564508	1.132629	0.4843116	3.767033	1.159363
3728	-39.3843	-29.7148	-9.66958	1.805716	0.601671	0.0158211	0.8123065	0.722381	1.093515	0.123365	0.2564508	1.132629	0.4843116	1.462047	1.159363
3729	-40.2904	-31.413	-8.87748	1.805716	0.601671	0.4121262	0.1490166	0.722381	0.1889308	0.1563399	0.2548982	1.545241	1.177506	0.7042877	1.159363
3730	-40.6759	-31.8176	-8.85826	1.805716	0.7078467	0.05717484	0.1490166	0.4700098	0.1889308	0.1563399	1.175693	0.3079277	1.177506	1.50274	1.159363
3731	-41.0153	-30.0495	-10.9658	1.805716	1.641048	0.1017729	0.9799541	0.4700098	0.5236303	0.1204177	1.175693	0.3079277	1.177506	1.50274	1.159363
3732	-41.951	-31.835	-10.116	1.550757	1.641048	0.1017729	0.7609539	0.2503243	0.6844948	0.1204177	0.2325849	0.3079277	0.934766	1.50274	2.028262
3733	-40.8642	-30.701	-10.1632	1.550757	0.6702302	0.1017729	0.7609539	0.2503243	0.972411	0.6127236	1.037883	0.7133752	0.934766	0.5297084	2.028262
3734	-42.3984	-30.9414	-11.457	1.629609	1.200592	0.1017729	0.7043677	0.1786335	0.9186813	0.6127236	1.037883	0.6627693	1.85199	0.5297084	2.028262
3735	-46.1899	-29.1051	-17.0849	1.629609	1.353077	0.3431737	0.6053376	2.681244	2.066989	0.05374003	1.403112	0.7254963	1.85199	2.342827	2.028262
3736	-42.1412	-29.9193	-12.222	1.629609	0.4910014	0.3910045	0.6053376	0.6232542	2.066989	0.1115867	0.6674397	0.7254963	1.85199	1.232195	1.826068
3737	-38.3112	-30.3698	-7.94141	0.6077745	1.022311	0.3910045	0.1790681	0.6232542	0.5934386	0.1115867	0.9096643	0.7254963	0.4175791	0.5341597	1.826068
3738	-38.793	-32.2624	-6.53054	0.6077745	1.022311	0.3910045	0.1790681	1.140636	0.2784645	0.2411318	0.2091745	0.7227594	1.017336	0.5341597	0.1867216
3739	-40.8772	-32.4557	-8.42149	0.6077745	1.022311	0.3910045	1.7817	1.140636	0.5621261	0.08588618	1.03044	0.4882574	0.1284201	1.143979	0.03895362
3740	-41.0133	-30.8188	-10.1944	0.6077745	1.9752	0.3910045	1.561545	1.140636	0.8383562	0.468701	1.03044	0.4882574	0.2564577	1.143979	0.2920805
3741	-39.7545	-31.7174	-8.03704	0.6077745	0.8968896	0.3910045	0.4619963	1.140636	0.8383562	0.468701	0.7345058	0.4882574	0.2564577	0.1408101	1.611652
3742	-38.7907	-31.3502	-7.44045	0.6077745	0.1994975	0.3910045	0.4354012	1.020676	0.8383562	0.468701	0.7345058	0.4882574	0.5038151	0.1408101	1.611652
3743	-39.4433	-30.8303	-8.61302	0.999917	0.1677546	0.3910045	0.8755683	1.020676	0.440699	0.468701	0.7345058	0.5144245	0.7682674	0.6198546	1.611652
3744	-42.4148	-31.5075	-10.9072	0.999917	0.05047204	0.3910045	0.8755683	1.020676	0.2517491	0.6862625	0.7345058	1.447389	0.7682674	1.533408	2.148007
3745	-45.9903	-31.9113	-14.079	0.999917	0.05589726	1.330328	0.8755683	0.6024624	0.2517491	0.6862625	0.7345058	0.8190282	0.7682674	1.533408	5.421649
3746	-47.686	-29.789	-17.897	2.758517	0.05589726	1.330328	0.8755683	0.6024624	2.460532	0.6862625	0.7936661	3.290765	0.7682674	1.533408	2.741312
3747	-45.1644	-30.4515	-14.7129	2.758517	0.05589726	0.4105219	0.8755683	0.7161336	2.526217	0.3442509	0.8075309	1.006493	0.9370928	1.533408	2.741312
3748	-40.7308	-30.8328	-9.89794	0.9546593	0.09473813	0.4105219	0.1108374	0.7161336	0.4651359	0.3442509	0.07481702	1.265814	1.323458	1.533408	2.604171
3749	-43.2884	-30.9208	-12.3676	0.9546593	0.04142523	1.802499	0.6483128	0.7161336	0.4765172	0.0651293	0.07481702	2.127041	1.323458	1.533408	2.604171
3750	-41.3783	-31.5845	-9.79379	0.9546593	0.6380162	0.5659908	0.6483128	0.7589283	1.61268	0.442086	0.07481702	2.127041	0.2280676	1.546653	0.1965402
3751	-40.6196	-30.7832	-9.83648	0.6372074	0.2591813	0.5659908	0.6483128	0.7589283	2.06437	0.6682238	0.07481702	2.127041	0.2280676	1.546653	0.2576875
3752	-41.2746	-31.5642	-9.71042	0.4393761	0.2591813	0.6138383	1.075607	0.7589283	0.9278521	0.4936036	0.04756689	2.127041	0.2280676	2.053171	0.6861908
3753	-42.2171	-33.1223	-9.09479	2.632591	0.2591813	0.6138383	0.4897117	0.7589283	0.9278521	0.4936036	0.04756689	1.281575	0.2280676	0.6756883	0.6861908
3754	-40.054	-31.2004	-8.85357	0.3633565	0.2960627	1.054816	0.4897117	0.7589283	0.9278521	0.4936036	0.3436353	0.7391556	2.466687	0.2335695	0.6861908
3755	-45.91	-31.7783	-14.1316	0.2217037	0.2960627	1.054816	2.054159	1.292686	1.484124	0.2087707	0.3436353	1.674414	2.466687	0.2335695	2.80101
3756	-47.5554	-33.2721	-14.2833	0.3555571	1.526168	0.9701664	2.054159	2.413698	1.182614	0.08621281	0.3436353	1.674414	0.7972845	0.07835891	2.80101
3757	-45.9707	-32.2064	-13.7643	2.710732	0.1791056	0.2982626	0.9010951	0.528577	1.182614	0.08621281	0.4038067	0.7099241	1.642244	0.5100376	4.611725
3758	-36.4055	-29.9568	-6.44877	0.2958086	0.3404887	0.2982626	1.02044	0.4167457	0.7273092	0.05090139	0.9671641	0.7099241	0.5563636	0.4385846	0.6267743
3759	-38.4095	-30.8629	-7.54654	0.2958086	0.3404887	0.2765757	0.659393	1.567176	0.7273092	0.7166682	0.8093051	0.8000756	0.288381	0.4385846	0.6267743
3760	-36.7205	-29.0012	-7.71927	0.1210789	1.523375	0.2765757	0.659393	0.6102573	0.7273092	0.2373502	0.8426086	1.108238	0.547728	0.4385846	0.6267743
3761	-38.6765	-28.8943	-9.78222	0.1210789	1.523375	0.5097318	0.659393	0.4350558	0.7636355	0.1708511	0.8426086	2.081171	1.122181	0.7351117	0.8180281
3762	-45.27	-30.6214	-14.6486	1.672395	1.580274	1.1707	0.3028698	0.7945961	2.338513	0.7577941	0.7807227	2.081171	1.988042	0.7351117	0.4463809
3763	-41.4658	-28.7711	-12.6947	0.1766356	0.9053369	0.4417936	0.5204919	0.7945961	2.338513	0.06316317	1.647393	2.550234	1.988042	0.5084798	0.7600113
3764	-42.3026	-29.7178	-12.5848	0.9470451	0.9053369	0.4417936	0.5204919	0.7945961	0.5756924	0.06316317	2.529882	2.550234	1.988042	0.5084798	0.7600113
3765	-44.6572	-30.8292	-13.828	0.196951	2.303204	0.3705458	0.399674	0.7945961	0.5756924	0.08489966	2.598189	0.8530402	1.988042	2.903176	0.7600113
3766	-43.3784	-31.8911	-11.4873	0.196951	0.5627397	0.3705458	1.663543	0.7945961	0.5756924	0.4551096	2.503407	0.8530402	1.988042	0.2458373	1.277759
3767	-46.187	-31.2765	-14.9105	1.414469	1.536884	0.3705458	0.7711672	0.7945961	0.5756924	0.7518513	2.503407	2.565086	2.103206	0.2458373	1.277759
3768	-53.3139	-30.5095	-22.8044	3.190387	0.7108317	0.3705458	1.809158	0.7945961	3.511209	2.442217	2.503407	2.565086	2.103206	1.525953	1.277759
3769	-43.4813	-29.504	-13.9774	0.6152666	0.3424055	0.314274	0.722846	0.7945961	1.095973	1.003694	2.503407	2.565086	2.103206	0.6388432	1.277759
