Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl	cw	ht	lb	lo	ol	ot	th	to	tw	wc	wt
1627	1	-38.5104	-30.8332	-7.6772	0.4156704	0.08559341	0.2440665	0.142294	0.4539484	0.9427623	0.08600068	0.3803591	0.3943333	0.06204198	4.200695	0.2694358
1628	0	-44.7415	-34.4033	-10.3382	0.1922153	0.6831734	0.7689485	0.6700069	0.8489085	0.08286348	0.9139694	0.4779183	1.067725	0.7685444	1.076787	2.787163
1629	1	-35.5298	-29.3768	-6.15296	0.181613	0.05007328	0.2440665	0.1381481	0.36871	0.7445085	0.08600068	0.2730641	0.6344915	0.08539084	2.944517	0.4023733
1630	0	-38.8808	-31.2744	-7.60647	0.3958344	0.4109426	0.7689485	0.6700069	0.8489085	0.08286348	0.08441153	0.4779183	1.067725	0.7685444	1.80445	0.2259144
1631	1	-35.6605	-29.8326	-5.82788	0.05270346	0.08373014	0.6916911	0.1381481	0.1855424	0.7445085	0.08600068	0.2086417	0.5542724	0.09163847	0.9610347	2.029973
1632	0	-36.1283	-31.1453	-4.98303	0.5430868	0.4109426	0.3662074	0.2206783	0.4428955	0.08423803	0.05059503	0.5321411	0.3887503	0.1838934	0.5525486	1.207056
1633	1	-44.0949	-34.9437	-9.15124	0.5523022	0.7592411	4.400133	0.1805021	0.7093273	0.2606257	0.06793021	0.5783514	0.08385519	0.09163847	0.9610347	0.5063025
1634	0	-37.7489	-30.2239	-7.52499	0.5430868	0.09664901	2.950625	0.09850179	0.6185505	1.136479	0.05059503	0.1186957	0.3887503	0.1838934	0.8987522	0.4404097
1635	1	-38.0095	-32.3287	-5.68076	0.2812854	0.1483023	2.339699	0.1805021	0.1048017	0.1220043	0.06793021	0.5783514	0.4226542	0.1795584	0.4089886	0.8466836
1636	0	-37.0137	-31.6031	-5.41054	0.5430793	0.3772073	0.1942318	0.09850179	0.6185505	0.6770965	0.6471463	0.1066467	0.3887503	0.3130065	0.8987522	0.5475747
1637	1	-41.9119	-32.873	-9.03893	0.7955806	0.4570678	4.549396	0.1805021	0.1048017	0.1220043	0.06793021	0.2769101	1.396648	0.1938671	0.4089886	0.4852304
1638	0	-36.5594	-30.7793	-5.78016	0.4211497	0.1517398	0.2081452	0.7459869	0.6185505	0.6770965	0.6471463	0.1904167	0.3887503	0.3130065	0.8705926	0.5475747
1639	1	-41.9249	-32.4511	-9.47381	0.1426665	0.4570678	4.549396	0.1805021	0.1242381	0.3649557	0.8508042	0.2769101	0.965413	0.1938671	0.4089886	0.9590029
1640	0	-38.0644	-30.6597	-7.40465	0.4211497	0.1517398	0.6645524	0.7459869	0.191881	0.6770965	0.6471463	0.2552428	0.6044932	0.9208964	0.8705926	1.253876
1641	1	-43.5063	-31.9719	-11.5344	1.052128	2.06564	0.3052219	1.046208	1.496953	1.237094	0.6697476	0.2769101	0.965413	0.1938671	0.4089886	1.816204
1642	0	-40.6442	-30.2097	-10.4345	0.4211497	0.2268076	1.671201	0.7459869	0.9738451	2.037172	0.5767979	0.5706347	0.6044932	0.9208964	0.4316435	1.253876
1643	1	-40.7329	-31.7204	-9.0125	0.6399201	0.2444205	0.3541804	0.5338623	0.8736439	1.237094	0.731337	0.2769101	1.702071	0.1938671	0.4089886	1.816204
1644	0	-42.4327	-29.194	-13.2387	0.1282457	1.35679	0.873168	0.7459869	0.9425246	1.010384	0.5444443	0.5706347	1.926914	1.803411	2.626342	0.7098487
1645	1	-38.3296	-30.347	-7.98259	0.6399201	0.08028836	0.05882484	0.7874422	0.8736439	1.237094	0.731337	0.4063824	1.702071	0.2389843	0.4089886	0.8176102
1646	0	-38.249	-28.2985	-9.95047	0.1377713	0.2690991	0.1419796	0.1772711	0.9425246	1.587864	0.5444443	0.5706347	1.926914	0.315779	2.626342	0.7098487
1647	1	-38.9416	-30.7665	-8.17509	0.6399201	0.08028836	0.05882484	0.3133865	1.106039	2.27275	0.731337	0.4063824	1.702071	0.2389843	0.2863673	0.3387409
1648	0	-42.3024	-30.9469	-11.3555	1.862059	0.2690991	1.26304	0.2491025	1.390121	2.73935	0.3636918	0.3409023	0.5486191	0.2293155	1.390373	0.7098487
1649	1	-38.3473	-30.1525	-8.19483	0.6399201	1.392981	0.2108216	0.3133865	0.8632422	0.5674355	0.3616328	0.4063824	1.794403	1.201831	0.2863673	0.1564298
1650	0	-40.3596	-29.4051	-10.9545	0.5450905	0.3249381	0.4219786	0.2174427	0.9629016	1.511738	0.3636918	2.097825	0.5486191	1.727014	1.208255	1.024983
1651	1	-38.5062	-29.8634	-8.64277	0.04153885	1.392981	0.4833227	0.3133865	1.668443	0.5674355	0.3616328	0.9361536	1.435983	0.422096	0.8866416	0.1331534
1652	0	-40.1307	-28.7477	-11.383	0.7773823	0.3249381	0.4485387	0.5948728	0.9629016	0.7875838	0.1086492	0.9218038	3.345252	0.9249311	1.16372	1.022423
1653	1	-38.2033	-29.6581	-8.54519	0.04153885	2.499596	0.4833227	0.5823286	0.4429999	0.7036619	0.2648045	0.9361536	1.435983	0.2302297	0.8866416	0.03793424
1654	0	-38.0353	-29.0277	-9.00753	0.7773823	0.3249381	0.4947297	0.5948728	0.9629016	0.8874116	0.4294208	0.9218038	0.7556045	0.9249311	1.16372	0.7698151
1655	1	-39.6953	-31.2514	-8.44391	0.7600172	1.097517	0.06645765	0.4715322	0.2729744	0.267253	0.3603697	1.283313	1.435983	1.153252	1.174265	0.100978
1656	0	-38.2134	-29.4874	-8.72591	0.7773823	0.3249381	0.5912164	0.3928562	1.297735	0.8874116	0.4294208	0.544108	0.7556045	0.9249311	1.022465	0.777839
1657	1	-40.9524	-31.1238	-9.82859	0.7600172	1.097517	0.03678051	0.4715322	0.2729744	0.267253	1.013665	0.8738693	1.428799	0.9339302	1.9881	0.6841551
1658	0	-36.8698	-30.1944	-6.67546	0.7773823	0.3231857	0.4741446	0.4350533	0.5681612	0.8874116	0.4294208	0.544108	0.8178688	0.9249311	0.1941163	0.2996746
1659	1	-43.4199	-30.0296	-13.3903	0.964226	1.097517	0.133907	0.4715322	0.2890723	1.528731	1.375285	0.8738693	1.428799	0.6428856	1.9881	2.596348
1660	0	-47.4807	-34.1647	-13.316	0.7773823	0.5301844	0.4741446	0.7593656	4.832196	0.8874116	0.4294208	0.544108	0.4327426	1.59622	0.1941163	1.858747
1661	1	-41.7599	-28.4676	-13.2923	1.453081	1.097517	0.1667795	0.3688076	1.327287	1.528731	0.3468706	0.965889	1.428799	0.627725	1.9881	1.992729
1662	0	-41.9234	-32.0215	-9.90189	0.7773823	1.603739	0.2956109	1.723852	0.9649051	1.47982	0.6823076	0.544108	0.3703745	0.755851	0.1941163	0.5098192
1663	1	-45.1237	-31.982	-13.1417	1.453081	1.097517	0.7797548	0.05198298	1.122544	2.309441	0.6476842	0.7439117	2.011688	0.627725	0.941385	1.35495
1664	0	-41.1993	-29.8362	-11.363	0.7773823	1.603739	0.2956109	0.3015133	0.9649051	1.861416	0.6823076	1.546753	0.9519737	0.7227723	0.4990093	1.155649
1665	1	-49.138	-31.9373	-17.2007	2.186381	1.393088	0.5492548	0.3716856	1.122544	1.890421	0.6476842	6.474425	0.6177931	0.627725	0.6760884	0.6436222
1666	0	-42.2491	-30.9358	-11.3132	0.7773823	1.210145	0.2956109	0.1047815	1.471172	1.861416	0.03898332	1.546753	0.9627404	2.349979	0.1474388	0.5468428
1667	1	-48.7751	-32.3505	-16.4246	2.186381	1.393088	0.5492548	0.3563225	0.6206915	0.9396975	0.5342478	6.474425	1.427002	1.063075	0.2367967	0.6436222
1668	0	-41.384	-28.8577	-12.5263	0.1120781	1.210145	0.1940514	0.7730985	1.367441	1.861416	0.5221186	0.8516362	2.640771	1.635776	0.9625375	0.3952645
1669	1	-51.3382	-31.1875	-20.1507	2.186381	1.393088	0.5492548	1.932003	0.5128067	1.427519	0.5342478	6.474425	1.012601	2.339111	1.063852	0.7254392
1670	0	-45.3321	-31.9913	-13.3408	0.3138912	1.210145	2.05242	0.4437295	1.367441	1.24635	1.250487	0.1642462	2.640771	1.635776	0.9625375	0.05303459
1671	1	-41.7197	-31.4132	-10.3064	0.7768062	1.393088	0.5347943	0.5796258	0.5128067	0.4730925	0.102112	1.833792	0.6376681	1.644631	1.063852	0.7541787
1672	0	-43.9292	-33.3952	-10.534	0.0477462	0.9305994	0.1098452	1.054638	1.367441	2.478943	1.250487	0.1642462	0.9063393	1.172186	0.9625375	0.08900848
1673	1	-43.3265	-32.0629	-11.2636	0.7768062	0.3424168	0.3757909	0.3012208	3.08987	0.7175465	0.2530023	0.4117937	0.6376681	1.644631	1.95871	0.7541787
1674	0	-45.3719	-31.2249	-14.147	0.06216089	0.9305994	0.1098452	1.054638	1.367441	0.7262973	1.250487	0.972431	2.784813	2.566111	2.206468	0.1157513
1675	1	-47.0133	-31.3678	-15.6455	0.7768062	2.682637	0.3757909	1.582672	3.08987	0.7175465	0.3352204	2.088068	0.6376681	0.5718138	2.03319	0.7541787
1676	0	-42.4946	-31.5968	-10.8978	0.211943	2.008831	0.1098452	0.4814689	1.197149	0.7262973	1.250487	1.932797	1.202261	0.9096594	0.820025	0.0470808
1677	1	-48.6573	-29.0798	-19.5775	0.7768062	2.682637	0.3757909	1.582672	3.08987	2.035097	0.387396	2.088068	2.468993	0.4407075	2.895258	0.7541787
1678	0	-40.8249	-29.8281	-10.9968	0.0680514	2.615308	0.4873993	0.4814689	1.394403	1.376527	0.3952628	1.932797	1.202261	0.33623	0.6600023	0.0470808
1679	1	-43.966	-30.7118	-13.2542	0.7768062	3.268996	0.3757909	1.128475	3.08987	1.672554	0.09922162	0.7728783	0.8442058	0.4407075	0.5727629	0.211933
1680	0	-43.472	-30.7354	-12.7366	0.0680514	0.9353837	2.411996	0.4576353	1.394403	1.376527	1.222373	1.932797	1.202261	0.3517489	1.336386	0.0470808
1681	1	-46.2064	-30.5691	-15.6373	0.701669	3.268996	0.624209	0.4192066	1.829388	3.521616	0.01250128	0.7728783	0.8442058	0.4407075	0.5727629	2.629176
1682	0	-43.7014	-30.8593	-12.8421	0.7872332	0.9353837	2.411996	0.4576353	1.115734	1.376527	1.222373	1.932797	1.202261	0.513036	0.8400416	0.0470808
1683	1	-41.6033	-28.9616	-12.6417	0.2236832	1.012249	0.624209	0.4941829	1.829388	1.233012	0.01250128	0.7822338	0.8442058	0.4407075	2.516194	2.629176
1684	0	-46.9063	-30.9212	-15.9851	0.7872332	0.9353837	2.411996	2.310023	1.115734	1.376527	0.1766259	1.704557	0.3729736	0.7704154	3.538687	0.48491
1685	1	-40.8829	-28.9526	-11.9302	0.2236832	0.7502355	0.624209	0.9712933	1.829388	1.233012	0.1683921	1.310424	0.8442058	0.5666379	1.572106	1.836625
1686	0	-41.4467	-30.7704	-10.6762	0.4109051	0.9353837	0.6582171	2.310023	0.9837511	1.515384	0.1665109	0.4966481	0.6573615	0.4178126	1.114971	1.009259
1687	1	-44.0551	-29.3701	-14.685	0.2236832	1.821431	1.25614	0.7279361	1.829388	1.233012	0.1683921	0.8480938	0.8442058	0.5666379	3.329448	1.836625
1688	0	-46.2773	-29.9274	-16.3499	1.307688	0.9353837	1.123213	2.119942	0.9837511	2.612332	0.1665109	2.098125	0.6573615	1.372269	1.964028	1.009259
1689	1	-46.152	-30.1494	-16.0026	1.013859	1.821431	0.1883593	1.182948	0.9357167	3.936822	0.1683921	0.3305191	0.8442058	0.4142888	3.329448	1.836625
1690	0	-47.1628	-29.7179	-17.4449	1.307688	0.8824276	1.123213	2.326049	0.9837511	2.222838	0.1665109	1.942169	1.385249	2.131741	1.964028	1.009259
1691	1	-46.4397	-31.9579	-14.4818	1.431365	0.1385423	0.1883593	1.182948	1.693898	3.936822	0.6662683	0.3305191	0.8442058	0.1577489	2.074473	1.836625
1692	0	-45.8623	-29.233	-16.6293	1.307688	0.8824276	1.512098	0.4790363	0.9837511	2.222838	0.08013053	1.942169	2.160386	2.131741	1.964028	0.9629778
1693	1	-47.0865	-32.1061	-14.9804	0.1824552	0.1385423	0.1883593	1.182948	1.693898	3.936822	1.579997	0.1669982	3.20114	0.1991861	2.074473	0.4355519
1694	0	-44.9464	-28.3679	-16.5785	0.4757563	0.4291392	1.512098	0.6953433	1.910553	2.389849	0.1536078	1.942169	3.719414	1.349115	1.038437	0.9629778
1695	1	-47.4522	-31.5332	-15.919	0.1824552	1.6926	1.036729	1.182948	1.693898	1.202102	1.579997	0.1669982	3.20114	0.1213843	2.979868	0.8788327
1696	0	-45.3841	-30.635	-14.749	1.137411	1.674153	0.6833547	0.6953433	1.910553	2.389849	1.165948	1.942169	1.125466	1.067743	0.3312568	0.6257951
1697	1	-40.3742	-30.4864	-9.8878	0.1824552	0.3190864	0.7789553	0.4751904	1.693898	1.099064	0.5261381	0.202242	0.6306855	0.1213843	2.979868	0.8788327
1698	0	-46.2708	-32.4402	-13.8306	1.137411	1.373393	0.6833547	0.6953433	2.178103	0.435985	1.65546	1.942169	1.626164	0.7163742	1.242795	0.1440307
1699	1	-41.4973	-28.2008	-13.2965	0.1824552	0.157745	1.728574	0.4751904	1.693898	0.9963062	0.08638686	0.6540202	2.285073	0.593273	2.979868	1.463756
1700	0	-42.743	-30.1096	-12.6334	0.2562037	0.2032924	0.6833547	0.6953433	2.178103	0.4946081	0.4484928	1.942169	1.626164	0.6614874	2.366359	1.077817
1701	1	-38.4848	-28.6035	-9.88126	0.1824552	0.9622021	0.1539296	0.5263056	0.6719939	0.9235645	0.1105636	0.6540202	2.285073	1.143641	0.5330236	1.734491
1702	0	-43.6576	-31.7683	-11.8893	0.2562037	2.113354	0.5255008	0.7051765	2.178103	0.4946081	0.4484928	0.5287169	1.626164	0.335388	0.4434574	2.234144
1703	1	-37.738	-29.8902	-7.84788	0.9911689	0.5652554	0.1539296	0.8339671	0.6719939	1.087157	0.126005	0.9989469	0.785989	1.143641	0.205923	0.2839064
1704	0	-47.8971	-29.1325	-18.7646	0.2333735	5.22198	0.7883659	0.7051765	2.178103	2.069203	0.4484928	2.374986	1.626164	1.548544	0.9527209	0.6174561
1705	1	-46.4301	-29.7088	-16.7213	1.395693	0.5652554	1.115322	0.8339671	2.709353	1.087157	0.3979123	0.9989469	3.320782	1.143641	1.484848	1.668439
1706	0	-44.894	-29.379	-15.515	0.2333735	1.22794	0.7883659	1.51501	1.778893	2.069203	0.8155023	2.353134	1.614876	1.548544	0.9527209	0.6174561
1707	1	-46.1135	-29.5859	-16.5276	0.1013053	1.997424	1.639303	0.5760051	2.709353	1.087157	0.3979123	1.589341	3.320782	0.6640128	0.7765467	1.668439
1708	0	-47.9558	-31.2423	-16.7135	0.2359214	1.957362	2.732298	1.51501	0.3706136	2.069203	0.8155023	0.8466016	2.636998	1.535189	0.9527209	1.046062
1709	1	-49.2077	-31.1865	-18.0212	1.378372	2.350169	1.639303	0.5760051	2.709353	1.087157	0.3979123	1.589341	3.320782	0.5278101	0.7765467	1.668439
1710	0	-47.809	-31.8565	-15.9525	3.059363	0.5357247	0.476475	2.253183	0.3706136	2.069203	1.246934	2.910886	1.584976	0.5563715	0.6573991	0.2313923
1711	1	-45.2592	-30.9317	-14.3275	0.07621483	0.5581712	0.563285	0.5760051	0.5283786	1.087157	0.3979123	2.558004	1.074874	5.773888	0.7765467	0.3570483
1712	0	-50.1174	-32.3064	-17.811	3.059363	0.5357247	0.476475	2.253183	0.3392328	2.069203	1.77146	0.2683395	1.215663	0.5563715	4.949249	0.3167778
1713	1	-45.6604	-30.2332	-15.4272	0.7120548	0.5581712	0.2891523	0.5760051	0.5283786	3.22181	0.3979123	2.558004	1.371348	1.443629	3.413724	0.3570483
1714	0	-49.0892	-31.8369	-17.2524	0.760836	0.7507789	3.159284	0.7572049	0.2721771	2.069203	1.77146	0.2683395	1.215663	0.961385	4.949249	0.3167778
1715	1	-43.5488	-28.8137	-14.7351	0.4259103	1.167328	0.7712316	0.5760051	1.694581	2.251617	0.1790614	2.558004	1.371348	1.443629	1.939304	0.3570483
1716	0	-44.962	-34.1769	-10.7851	2.484282	0.7507789	0.8766588	0.7572049	0.1246512	0.5281724	1.77146	0.6895623	1.215663	0.2887002	0.9811467	0.3167778
1717	1	-46.3884	-29.5916	-16.7968	1.235744	1.759447	1.008093	0.9863492	1.694581	2.410952	0.3398868	2.558004	1.063789	1.443629	1.939304	0.3570483
1718	0	-42.7453	-34.2585	-8.48688	0.9990547	0.3498367	1.349164	0.7572049	0.1246512	0.8386165	0.03947506	0.3415416	2.312352	0.07705737	0.9811467	0.3167778
1719	1	-43.2207	-29.9614	-13.2593	0.1574855	1.759447	0.9204717	0.9849533	1.694581	1.496002	0.1533601	1.483492	1.063789	1.443629	1.939304	0.1627388
1720	0	-44.3847	-31.7331	-12.6517	0.4362758	2.230335	1.27462	0.7572049	0.181929	2.52422	0.03947506	1.486371	0.4168231	0.3722173	0.9811467	1.951039
1721	1	-43.8596	-29.8064	-14.0533	1.540713	1.759447	0.9204717	0.5798762	1.694581	2.949817	0.09013677	1.483492	1.606238	0.9412398	0.3245245	0.1627388
1722	0	-38.2396	-29.9757	-8.2639	0.1412231	0.7622524	1.27462	0.7572049	1.457966	1.078811	0.03947506	0.5142617	0.5701707	0.09853547	0.9811467	0.5882357
1723	1	-42.9276	-31.2798	-11.6477	1.540713	1.759447	0.9265622	0.9767239	1.577764	0.2804247	0.09013677	1.483492	1.606238	0.9412398	0.3022622	0.1627388
1724	0	-40.9434	-32.085	-8.8584	0.1412231	0.7622524	0.1744297	0.7572049	0.7081178	0.3309838	0.4085773	0.5502403	0.1024226	0.4952914	3.700497	0.7271577
1725	1	-40.1191	-30.6654	-9.45375	0.4407726	0.1481917	0.9265622	1.072709	1.577764	0.7066489	0.2814764	1.839711	1.606238	0.3677086	0.3232322	0.1627388
1726	0	-36.8364	-29.4972	-7.33922	0.1412231	0.589049	0.1260612	0.4011506	0.7081178	0.3877794	0.5827892	0.5707268	1.619974	0.4952914	0.5778279	1.139225
1727	1	-41.2773	-32.4326	-8.84462	0.6846155	0.1481917	0.6341927	1.072709	1.577764	0.9231165	0.5781982	0.9230456	0.4249324	0.5283241	0.09487301	1.254661
1728	0	-40.5308	-31.9367	-8.59414	0.4204496	0.3632102	0.1260612	1.510784	1.565634	0.8334565	0.5827892	0.1074267	1.098617	0.529149	0.5778279	0.8787356
1729	1	-44.7034	-32.8639	-11.8395	0.5037503	0.1481917	3.736507	0.8741046	1.486731	1.304359	0.878832	0.9230456	0.4249324	0.5283241	0.09487301	0.9358449
1730	0	-39.7857	-31.9707	-7.81494	0.4204496	0.4147369	0.5248948	1.510784	0.6658417	0.6962271	0.5827892	0.2581731	1.098617	0.1858618	0.5778279	0.8787356
1731	1	-40.4899	-31.7835	-8.70639	1.269647	0.1481917	0.3418676	0.4104431	1.486731	0.7573441	0.878832	0.5629386	0.4249324	1.034903	0.4547131	0.9358449
1732	0	-44.2663	-32.4224	-11.8439	0.4204496	1.313769	0.2393496	1.510784	0.5616311	2.954882	0.136845	2.327518	0.9869409	0.6613587	0.702612	0.02780887
1733	1	-42.4904	-31.6955	-10.7948	0.7388563	0.1574417	2.461761	0.6786414	1.833666	0.7037489	0.878832	0.5266417	0.4249324	0.4192973	1.035179	0.9358449
1734	0	-44.3473	-31.5608	-12.7865	0.4204496	1.814477	0.2393496	1.510784	0.5616311	0.9846001	0.6238513	2.844413	2.636395	0.6613587	0.4472188	0.04199444
1735	1	-45.5516	-30.3883	-15.1634	0.7388563	1.439465	2.461761	0.6786414	1.272094	0.6309997	0.3597728	0.5266417	2.977331	0.4059753	3.005589	0.6662519
1736	0	-45.6262	-30.9798	-14.6464	1.982564	0.3803615	3.315938	0.3900393	0.5616311	0.9846001	0.3631897	2.844413	2.661999	0.9682946	0.1084226	0.08493196
1737	1	-41.0454	-29.312	-11.7335	0.7388563	0.4809151	0.1878665	0.1205847	1.356466	0.9072207	0.3597728	0.5266417	2.977331	0.4059753	3.005589	0.6662519
1738	0	-42.9035	-30.5809	-12.3226	1.982564	0.3803615	3.315938	0.616509	0.5616311	1.151109	0.04118246	0.3767124	1.042457	1.490085	0.7583016	0.6057785
1739	1	-41.7024	-30.0042	-11.6982	0.4521603	0.4809151	0.6238855	0.1205847	1.299368	2.973509	0.3597728	1.894698	1.256325	0.4059753	1.164764	0.6662519
1740	0	-39.0521	-29.1985	-9.85353	1.209807	0.2370215	0.2212635	0.616509	1.504591	1.151109	0.04118246	0.3767124	1.042457	1.490085	1.357017	0.6057785
1741	1	-39.4812	-29.1145	-10.3667	0.4521603	0.3129767	0.6732815	0.8039857	1.115207	0.5944191	0.084559	1.927396	1.256325	0.3460303	2.134112	0.6662519
1742	0	-42.6893	-30.4628	-12.2266	1.347042	0.2950218	0.560987	0.616509	0.9283704	0.9706837	0.417107	0.3767124	1.042457	3.136621	1.929269	0.6057785
1743	1	-40.4276	-29.8368	-10.5908	0.583226	1.568124	0.6732815	0.4592147	0.7730856	0.5944191	0.084559	1.348364	1.541028	0.1650942	2.134112	0.6662519
1744	0	-38.4104	-30.6096	-7.80077	0.1681617	0.2263493	0.1590672	0.2272347	0.9283704	0.1501008	0.417107	0.4481993	1.042457	1.182789	1.929269	0.921666
1745	1	-45.3321	-31.9444	-13.3877	0.583226	2.76033	0.1599342	1.311579	0.7730856	2.150881	1.232215	1.348364	1.541028	0.153184	0.7076508	0.6662519
1746	0	-39.089	-30.942	-8.147	0.02212769	0.6824057	0.05019507	0.2272347	0.9283704	0.08664011	0.417107	0.4481993	2.16045	1.182789	1.019816	0.921666
1747	1	-43.0045	-30.758	-12.2465	0.2169964	4.311627	0.2377239	0.7184172	1.399046	0.3423157	0.1052524	1.348364	2.498575	0.1794814	0.7076508	0.1810403
1748	0	-40.9356	-31.9623	-8.97328	0.0949681	0.6824057	0.6062488	0.308679	0.7039143	0.08664011	0.417107	0.1303283	2.695984	1.305525	1.019816	0.921666
1749	1	-44.9385	-30.0624	-14.8761	0.534455	4.311627	0.2377239	0.1846145	1.17544	1.003438	0.3850465	2.322798	2.498575	0.1794814	0.7076508	1.335213
1750	0	-37.9759	-30.9571	-7.01883	0.03541893	0.8474817	0.6062488	0.2889225	0.3211502	0.08664011	0.4450089	0.2200239	1.759513	0.4669413	1.019816	0.921666
1751	1	-37.6853	-28.9512	-8.7341	0.3170491	0.9167299	0.2377239	0.1846145	0.5279106	1.003438	0.2551881	0.9092849	1.812397	0.5663981	0.7076508	1.295712
1752	0	-38.3681	-31.2513	-7.11688	0.06067036	0.3367677	0.244533	0.9259703	1.06775	0.4680712	0.4450089	0.2200239	1.413	0.4669413	1.019816	0.4483273
1753	1	-38.4544	-30.6386	-7.8158	0.2532055	0.9167299	0.4792612	0.1846145	1.250157	1.003438	0.2551881	0.4765872	0.2962317	0.5663981	0.8382789	1.295712
1754	0	-48.6847	-32.8605	-15.8242	0.06067036	2.267973	0.244533	0.9259703	2.438705	0.4680712	1.127237	0.1114386	1.413	0.4669413	3.030973	3.268644
1755	1	-41.8594	-29.9376	-11.9218	0.6487716	0.9754252	2.870313	0.446351	1.250157	1.003438	0.07849961	1.061999	1.356719	0.5663981	1.502402	0.1613374
1756	0	-43.2898	-32.0161	-11.2737	0.06067036	1.524776	0.6945049	0.9259703	1.916675	0.4680712	0.4899579	0.08685199	1.876771	0.4669413	1.975132	0.7874017
1757	1	-44.9652	-31.3836	-13.5816	0.6487716	0.9754252	3.958237	0.446351	0.9337384	1.003438	0.07849961	0.4233601	0.8236103	2.164485	1.793697	0.3319694
1758	0	-44.3018	-31.9121	-12.3898	0.6015369	2.478245	0.6945049	0.9259703	0.7726041	0.9621632	0.4899579	0.1283919	2.09493	1.874756	0.5793107	0.7874017
1759	1	-40.912	-30.7275	-10.1845	0.6487716	0.1014393	3.958237	0.9292566	0.1906662	0.5581543	0.4404368	0.4233601	0.6511053	0.3643246	1.461008	0.4577641
1760	0	-44.4848	-31.5342	-12.9506	0.6015369	1.376646	0.7783833	1.002611	0.2984968	0.9621632	0.4899579	2.056252	2.09493	1.874756	0.1839102	1.23091
1761	1	-42.5177	-31.9378	-10.5799	1.363484	0.06733911	3.958237	0.9292566	0.8227702	0.5581543	0.2916607	0.06629849	0.6511053	0.2122131	0.8624009	0.7969788
1762	0	-41.6175	-30.0516	-11.5659	0.2456629	0.6309903	0.7783833	1.002611	1.662397	2.006786	0.4899579	2.056252	1.02682	0.9660007	0.2826992	0.4173648
1763	1	-48.331	-33.0156	-15.3155	5.671498	0.333705	3.958237	0.9292566	0.8227702	0.3139091	0.06162259	0.1023515	0.6511053	0.6071566	1.453817	0.4100473
1764	0	-42.181	-31.4618	-10.7193	0.5072505	0.09883619	1.820757	1.002611	0.9901306	2.006786	0.4899579	1.451931	1.865786	0.1378232	0.1759775	0.1714112
1765	1	-45.5243	-30.5059	-15.0183	5.671498	0.333705	1.147318	0.8069913	1.421481	1.307424	0.06162259	0.581065	0.8056017	0.6071566	1.190815	1.083665
1766	0	-40.2492	-29.053	-11.1963	0.5072505	0.462506	1.849357	0.2777053	1.174532	1.078356	0.4167896	1.02393	1.865786	1.419403	0.9492384	0.1714112
1767	1	-52.106	-32.6104	-19.4956	5.671498	1.710432	1.147318	0.4242889	2.509077	2.849776	0.5110696	0.2094367	0.8056017	1.778979	0.7944471	1.083665
1768	0	-43.9813	-29.9345	-14.0468	0.5072505	0.462506	1.849357	2.137427	1.174532	2.344181	0.4167896	1.02393	1.865786	0.5868108	0.9492384	0.7289438
1769	1	-50.0406	-31.6469	-18.3936	5.671498	0.6428369	0.5379978	2.44468	0.9568931	2.849776	0.5110696	0.5818287	0.4504758	1.778979	0.7944471	1.173147
1770	0	-46.8693	-30.7658	-16.1036	0.5072505	0.462506	0.7635332	2.137427	1.174532	2.344181	1.047167	3.068292	1.865786	0.2048052	1.562372	0.9657094
1771	1	-44.59	-30.1312	-14.4588	3.000744	0.4988158	0.3109932	0.3535551	0.9568931	1.906812	0.03258756	3.031879	0.6199278	1.778979	0.7944471	1.173147
1772	0	-45.3034	-31.0718	-14.2316	0.5072505	0.2514078	0.7635332	2.137427	1.202372	2.000695	1.226412	2.086693	1.865786	0.2048052	0.9359791	1.049247
1773	1	-44.5071	-30.4637	-14.0434	3.000744	0.2422112	0.5917636	0.4317497	0.7959133	1.906812	0.002373522	0.4463277	1.09189	3.566004	0.7944471	1.173147
1774	0	-46.5934	-34.3777	-12.2157	1.459189	0.2514078	1.206776	2.137427	1.241918	2.000695	1.226412	0.5044697	0.1307751	0.4488772	0.9359791	0.6717653
1775	1	-41.7006	-28.8395	-12.861	0.8955983	0.5073999	0.2996636	0.5740281	0.7959133	1.906812	0.01382687	0.4463277	3.595112	1.265808	2.257508	0.3030337
