Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl	cw	ht	lb	lo	ol	ot	th	to	tw	wc	wt
5661	1	-41.5393	-30.5177	-11.0215	0.9602298	1.238099	0.07492335	0.7109885	0.2463661	2.085632	0.7632434	0.3895141	0.6252133	0.6301522	2.110575	1.186602
5662	0	-40.1393	-30.2557	-9.88359	0.1170948	0.8759553	0.5768795	0.6442657	1.06509	1.672314	0.6717157	0.3541701	0.6275876	0.740157	0.4528179	2.085544
5663	1	-46.9787	-31.5289	-15.4498	0.9602298	1.238099	2.536272	0.2900557	0.2463661	0.7476709	0.9611001	0.4350938	3.512596	0.6301522	2.705565	1.186602
5664	0	-41.0798	-29.9253	-11.1545	0.5607023	0.8759553	0.5768795	0.6442657	1.06509	1.672314	0.1455635	0.3541701	1.91951	0.740157	0.8383313	1.761523
5665	1	-46.0229	-30.3486	-15.6743	0.1009251	5.942697	2.536272	0.2483036	0.2463661	0.7476709	0.9611001	0.9065307	1.774153	0.6301522	0.3935614	1.186602
5666	0	-43.3258	-28.6762	-14.6496	0.5607023	0.8759553	0.5768795	0.7038203	1.100558	1.483071	0.3018332	2.918448	1.91951	0.7232895	1.724021	1.761523
5667	1	-48.7158	-30.9074	-17.8084	0.1009251	5.942697	2.536272	0.2687234	1.039916	0.7476709	0.9999284	0.7461585	1.774153	0.6301522	1.835206	1.186602
5668	0	-45.4839	-28.959	-16.5249	0.5607023	0.8759553	0.5768795	1.376187	1.944152	1.483071	0.3018332	2.531565	1.91951	0.7232895	1.724021	2.507753
5669	1	-43.7786	-29.7954	-13.9832	0.298992	0.2491366	2.663988	0.2687234	0.6204472	0.9415654	1.356223	0.7461585	1.774153	2.042018	1.835206	1.186602
5670	0	-39.1986	-28.7263	-10.4722	0.3573962	0.1419515	0.5767306	0.2663771	1.127709	1.483071	0.3018332	0.4216678	0.8404379	0.7232895	1.724021	2.507753
5671	1	-43.5153	-30.0958	-13.4195	0.2700288	0.6111827	2.663988	0.2687234	0.6204472	0.9415654	0.432721	1.385068	1.774153	2.473621	1.835206	0.1427608
5672	0	-43.9168	-28.1791	-15.7376	0.697064	0.1419515	1.217395	0.2663771	1.127709	1.483071	0.3018332	1.144207	3.597202	1.427252	1.825806	2.507753
5673	1	-43.6563	-30.8968	-12.7595	0.1414162	0.6179621	1.049887	0.2687234	0.6204472	1.062078	1.483391	2.809257	1.354527	1.373804	1.835206	0.1427608
5674	0	-43.5974	-29.3945	-14.2029	2.211577	0.1880042	1.743629	0.2663771	1.127709	1.071526	0.3018332	0.9993417	1.824311	0.6712221	1.825806	1.97154
5675	1	-37.6363	-29.7593	-7.87694	0.1414162	0.6179621	1.197153	0.4481315	0.6204472	1.062078	0.4049956	0.6826231	0.5281946	0.1959716	1.835206	0.1427608
5676	0	-42.3584	-29.8447	-12.5138	1.184107	0.0646329	1.713752	0.3582611	1.127709	1.071526	0.07580242	0.9993417	0.4723338	1.199851	1.825806	2.420627
5677	1	-36.9183	-30.8698	-6.04854	0.1414162	0.4223483	1.197153	0.4039791	1.034778	0.8640376	0.4049956	0.1984728	0.2517727	0.1959716	0.761413	0.1721997
5678	0	-40.6643	-29.3947	-11.2695	1.184107	0.0646329	1.713752	0.3582611	0.8652268	1.139472	0.08355803	0.9993417	0.2612522	0.4399986	1.739304	2.420627
5679	1	-38.0422	-30.8934	-7.14878	0.269224	0.5914518	0.2228425	0.9917755	1.454312	0.8640376	0.4049956	0.1984728	1.022081	0.1959716	0.761413	0.1721997
5680	0	-41.5174	-30.0528	-11.4645	0.0848213	0.3027787	1.713752	0.3582611	0.8652268	1.139472	0.008215026	0.6354238	0.1794531	0.4399986	1.739304	3.997807
5681	1	-39.8169	-30.4279	-9.38902	0.2864242	0.560798	0.1494203	0.9917755	1.454312	2.477724	0.4049956	0.5353133	1.386916	0.1959716	0.761413	0.1839584
5682	0	-49.0909	-31.2265	-17.8644	1.782723	0.1455019	1.713752	0.3582611	1.225326	1.087072	0.009438099	0.9083235	0.1794531	4.717464	1.739304	3.997807
5683	1	-43.8597	-31.8165	-12.0432	2.272676	0.560798	0.1494203	0.9917755	0.6143822	2.727108	0.4049956	1.787106	1.386916	0.6503849	0.3969697	0.1006647
5684	0	-42.0971	-30.0663	-12.0308	1.984289	0.1455019	1.687685	0.3582611	1.225326	1.191041	0.01317056	1.832056	0.1794531	0.4909194	1.739304	1.183786
5685	1	-39.1486	-31.669	-7.47954	0.5861283	0.560798	0.7653325	0.687694	0.6143822	0.5157773	0.01820664	1.787106	0.9838586	0.7316124	0.2213521	0.007293801
5686	0	-40.3659	-28.6661	-11.6998	1.670903	0.1455019	0.182443	0.3582611	1.225326	0.7193057	0.01958578	1.832056	1.765725	0.8575773	1.739304	1.183786
5687	1	-37.0926	-29.8393	-7.25325	0.5861283	0.560798	0.1760422	0.687694	0.6143822	0.6129184	0.07986401	1.787106	0.9838586	0.7316124	0.2213521	0.2114985
5688	0	-47.3998	-28.3439	-19.0559	0.1582919	2.755014	0.8711609	0.4048128	1.225326	3.94406	0.01010351	2.118736	2.18163	0.8575773	3.450126	1.07905
5689	1	-36.5046	-31.5643	-4.94034	0.2386115	0.560798	0.5193639	0.687694	0.4670639	0.2213923	0.07986401	0.4446175	0.9838586	0.06291512	0.4302033	0.243956
5690	0	-41.9056	-28.5492	-13.3564	0.1582919	2.755014	0.8711609	0.4048128	0.903839	1.752897	0.01010351	2.118736	1.543428	0.8093564	0.9497239	1.07905
5691	1	-37.6401	-31.0328	-6.60738	0.2386115	0.560798	0.4876657	0.687694	0.6291624	0.9503319	0.2226174	0.1168316	0.9838586	0.06291512	0.8309482	0.8359438
5692	0	-39.5683	-28.4008	-11.1674	0.1582919	0.8230127	0.1890652	0.4048128	1.349635	1.752897	0.2631799	1.325702	0.8311773	0.8093564	2.181267	1.07905
5693	1	-42.4889	-33.7399	-8.74901	1.515734	1.599279	0.5109237	0.461915	0.7788229	1.306367	0.4538766	0.02469116	0.2463886	0.697893	0.4573746	0.6957402
5694	0	-42.4893	-28.4377	-14.0516	1.321811	1.928102	0.1890652	0.8171315	1.349635	1.752897	0.1296033	1.325702	0.8311773	0.8093564	2.181267	1.415851
5695	1	-38.0845	-29.1142	-8.9703	0.1543343	1.599279	0.5109237	0.3660408	0.3754507	1.306367	0.4538766	0.2964234	1.030372	0.1783814	2.00311	0.6957402
5696	0	-46.3477	-28.3731	-17.9746	1.481429	1.928102	0.1890652	0.8171315	1.725959	3.238644	0.2005507	1.682254	2.034116	1.080226	2.181267	1.415851
5697	1	-40.4135	-29.9422	-10.4713	0.09591416	2.255855	2.169194	0.3660408	0.3789821	1.306367	0.3193383	0.3405794	0.9041082	0.04709772	1.59205	0.6957402
5698	0	-46.7998	-29.009	-17.7908	0.2921537	1.928102	0.1890652	0.6144584	1.725959	3.238644	0.4179118	1.682254	0.8588685	2.454157	2.973325	1.415851
5699	1	-39.3914	-30.8765	-8.51489	0.0627045	0.08759811	0.954549	0.3660408	0.3789821	1.76196	0.3193383	1.339185	0.9041082	0.07124263	1.573437	0.6957402
5700	0	-45.7486	-29.6793	-16.0693	0.2921537	0.269362	2.071867	0.6144584	1.832849	4.403482	0.4179118	0.3740305	3.238814	0.2669704	1.845068	0.4423182
5701	1	-41.2373	-29.3128	-11.9245	0.0627045	0.3972514	0.954549	0.3660408	0.3789821	1.76196	0.05069104	1.339185	1.602931	2.323415	1.573437	1.113341
5702	0	-51.6833	-32.734	-18.9493	0.2921537	2.979709	3.616472	0.6144584	1.832849	1.462862	0.4909306	2.109987	3.103006	0.03333694	0.6729669	1.740557
5703	1	-36.8246	-30.4099	-6.41474	0.0627045	0.3972514	0.954549	0.3875109	0.5015802	0.3732693	0.05069104	0.2144446	0.2809925	1.060871	1.017539	1.113341
5704	0	-43.1329	-33.4554	-9.67757	0.2921537	0.3254989	3.616472	0.6144584	0.07678701	0.3072582	0.2142972	2.109987	0.3382289	0.2076278	0.6729669	0.9018304
5705	1	-36.9464	-28.7978	-8.14864	0.1086908	0.173122	0.954549	0.5014216	0.7953229	0.3732693	0.05230886	1.443383	1.022536	0.6245755	0.9861177	1.113341
5706	0	-41.9853	-34.1553	-7.83004	1.679395	0.3254989	0.1519239	0.214006	0.1416216	1.330392	0.0596257	2.109987	0.3382289	0.08190254	0.6729669	0.72449
5707	1	-35.1154	-29.053	-6.06234	0.1086908	0.7008801	0.954549	0.5014216	0.3787155	0.4201188	0.05230886	0.6207916	1.022536	0.3026798	0.4625216	0.5371268
5708	0	-43.688	-32.7918	-10.8962	1.679395	0.9845784	0.7607242	0.9351863	0.4969245	3.240314	0.03348432	0.4271953	1.122801	0.08504694	0.6729669	0.4575717
5709	1	-38.8868	-30.6315	-8.25527	0.5453884	0.7283977	0.954549	0.5014216	0.9756696	2.222508	0.1415307	0.6132693	0.2702048	0.3026798	0.4625216	0.5371268
5710	0	-42.5637	-31.2834	-11.2803	1.679395	0.1087639	0.4409917	0.9351863	0.4969245	0.4832856	0.449551	0.4271953	3.053059	0.1144825	2.633924	0.4575717
5711	1	-40.0502	-31.0182	-9.03194	0.8259093	0.7283977	0.794546	0.5014216	0.9756696	2.222508	0.341434	0.2439424	0.2702048	0.8691389	0.7216384	0.5371268
5712	0	-41.6154	-29.9755	-11.6399	0.5847638	0.1087639	0.4220453	0.9351863	1.332578	0.7558594	0.449551	0.5766313	3.053059	0.1144825	2.633924	0.6730597
5713	1	-40.2261	-31.9234	-8.30265	0.1843238	0.7283977	0.794546	0.5014216	0.9756696	2.222508	0.2793898	0.4283661	0.07182231	0.9115401	0.3630558	0.8416054
5714	0	-42.5059	-29.8968	-12.6091	0.1984414	0.4700423	1.677269	0.08330696	1.332578	0.7558594	0.1342537	1.341366	3.053059	0.2559137	2.633924	0.6730597
5715	1	-47.0662	-31.3423	-15.7238	3.866666	0.4128555	0.794546	0.9561604	0.7892872	2.222508	0.0405981	1.37371	0.07182231	0.9115401	2.864809	1.419335
5716	0	-45.7067	-30.5852	-15.1215	2.197505	0.5498745	0.1502473	0.08330696	1.332578	0.7558594	0.5106553	0.741053	1.332686	1.863146	3.866423	1.73815
5717	1	-44.4332	-31.7642	-12.6691	3.866666	1.733281	0.1396361	0.4138648	0.7892872	2.222508	0.0405981	1.37371	0.7895601	0.1009905	1.096624	0.1023424
5718	0	-44.7906	-30.0082	-14.7823	1.499219	1.375214	0.2515987	0.8592822	0.5618462	0.7558594	0.2959487	4.063218	1.332686	1.863146	1.01633	0.9079732
5719	1	-47.5406	-32.4775	-15.063	3.866666	1.733281	1.54712	0.5299427	0.7892872	0.2825682	0.5590738	1.37371	2.729797	0.4526042	1.096624	0.1023424
5720	0	-46.5843	-30.9321	-15.6522	1.499219	1.375214	0.7334192	0.4235035	1.544679	1.07491	0.8735058	4.063218	0.8230467	1.30176	1.01633	0.9233799
5721	1	-49.9416	-30.6656	-19.2761	3.866666	1.733281	1.54712	0.5299427	1.133775	2.739916	0.03793855	1.786828	1.194546	3.180724	1.096624	0.4286889
5722	0	-42.2504	-30.5517	-11.6987	1.499219	1.375214	0.2690662	0.4235035	1.723043	1.07491	0.8735058	0.6555137	0.8230467	0.5037828	0.8589409	1.618962
5723	1	-52.9829	-31.9433	-21.0396	3.866666	1.733281	1.726336	2.614205	1.133775	0.9421517	0.7950571	1.786828	1.194546	3.180724	1.637312	0.4286889
5724	0	-43.1293	-29.1473	-13.982	2.779726	0.2816072	0.2690662	0.4235035	0.9544072	1.07491	0.1465982	0.6555137	0.8230467	0.3413394	4.61328	1.618962
5725	1	-50.9204	-33.5343	-17.3861	3.866666	2.71979	1.726336	0.6733826	0.8139165	0.9421517	0.7950571	1.786828	0.1760225	2.763827	0.6934603	0.4286889
5726	0	-41.0255	-29.1335	-11.892	0.117497	1.238561	0.2690662	0.4235035	0.9544072	1.07491	0.6041517	0.2715524	3.399005	0.3413394	1.579051	1.618962
5727	1	-44.5938	-33.4842	-11.1096	0.1031703	2.71979	1.726336	0.6733826	0.2558104	0.9421517	0.7950571	0.2508321	0.1836201	2.763827	0.2669343	0.4286889
5728	0	-41.8519	-29.1107	-12.7412	0.117497	1.238561	0.1570747	0.4235035	0.5354731	1.07491	1.383875	0.4253521	3.399005	0.7879344	1.579051	1.618962
5729	1	-41.1559	-31.9448	-9.21114	0.1572561	1.112878	0.5277377	0.6733826	0.2558104	0.9421517	0.7950571	3.032758	0.4738803	0.4970849	0.2460723	0.4970703
5730	0	-40.3264	-31.1063	-9.22007	0.1054159	1.238561	0.1570747	0.3427524	0.7112188	1.07491	1.383875	0.202362	2.264814	0.09035643	1.579051	0.06967406
5731	1	-43.6142	-30.3359	-13.2783	0.9868361	1.033352	0.5277377	1.170785	0.8317337	0.9421517	0.7178858	3.032758	1.619563	1.427854	0.4905594	0.4970703
5732	0	-41.2294	-32.008	-9.22141	0.5066972	0.4263604	0.5477941	0.3427524	0.03842034	1.07491	1.383875	0.2677059	1.979654	0.09035643	1.762945	0.799942
5733	1	-45.628	-29.4999	-16.1281	0.7772018	1.033352	0.5277377	1.170785	2.246471	1.187449	0.7178858	3.032758	1.619563	1.427854	1.889926	0.4970703
5734	0	-45.2693	-35.6283	-9.64107	1.096015	0.03862807	2.261813	0.6841063	0.03457228	1.07491	1.383875	0.1906956	0.7768413	0.02197771	1.148939	0.9286925
5735	1	-43.9257	-29.78	-14.1457	1.394051	1.033352	0.5277377	0.3007207	2.246471	1.187449	0.4676106	1.691052	1.482403	1.427854	1.889926	0.4970703
5736	0	-45.836	-35.0969	-10.7391	1.386762	0.04667076	2.261813	0.6841063	0.03457228	1.580645	1.383875	0.1906956	1.052486	0.03986472	1.148939	0.9286925
5737	1	-45.8691	-31.588	-14.2811	0.749503	0.6062422	1.180166	2.612014	2.246471	1.247217	0.450362	0.4471437	1.210362	2.19628	0.8382746	0.4970703
5738	0	-46.0491	-35.525	-10.5241	1.544314	0.04667076	0.3758716	0.3623625	0.2091449	2.737447	0.2367264	0.1906956	1.052486	1.690763	1.148939	0.9286925
5739	1	-43.8459	-29.482	-14.364	0.470762	0.6062422	1.180166	0.1952961	2.246471	1.247217	0.07663889	2.090686	1.210362	2.19628	2.346793	0.4970703
5740	0	-39.3629	-32.4972	-6.86576	0.3413785	0.1622924	0.3758716	0.4827148	0.2150384	1.030683	0.3986266	0.05115598	1.052486	1.632435	0.1943811	0.9286925
5741	1	-39.8662	-28.8045	-11.0617	0.470762	1.303167	0.3737131	0.5556607	1.625928	1.512092	0.07663889	2.090686	1.210362	0.4629227	0.8826725	0.4970703
5742	0	-38.5977	-30.4143	-8.18343	0.3413785	0.6499152	1.163108	0.6137954	0.1576636	1.030683	0.1500159	0.1727346	1.052486	0.4858781	1.693639	0.6721377
5743	1	-41.8382	-29.6172	-12.221	0.6425204	1.918973	0.3737131	0.5556607	1.625928	1.617114	0.03828777	0.5930292	1.952515	0.4629227	0.8826725	1.557686
5744	0	-37.2659	-30.6512	-6.61471	0.3413785	0.2654504	0.7046592	0.6137954	0.1576636	1.030683	0.1567679	0.1293702	0.3288685	0.5202941	1.693639	0.6721377
5745	1	-39.4048	-28.4483	-10.9565	0.6425204	0.1753106	0.4314323	0.5556607	1.625928	1.08601	0.03828777	1.231435	1.963238	0.8913816	0.8826725	1.432617
5746	0	-40.8816	-31.728	-9.15366	1.095526	0.6586663	0.7046592	0.6137954	0.4899028	1.607031	0.1567679	0.1293702	0.1434796	0.5106973	1.254426	1.789336
5747	1	-41.9424	-29.2664	-12.676	0.5382461	0.152829	1.011519	0.5556607	2.186551	0.8848079	0.5935381	1.249765	1.963238	0.8913816	1.21584	1.432617
5748	0	-45.458	-30.1426	-15.3154	1.095526	1.070396	0.6869352	0.6137954	0.5017073	1.664273	0.4004713	1.519133	1.376535	2.996899	1.600388	1.789336
5749	1	-45.528	-32.401	-13.127	2.005292	0.1523119	0.8404487	0.0291254	2.186551	0.8848079	0.5935381	1.249765	1.013304	0.8913816	1.847848	1.432617
5750	0	-45.9361	-29.7413	-16.1948	0.3283364	0.719996	0.5621394	0.6137954	0.8093437	1.664273	1.684872	0.8014022	1.120242	1.017737	5.566762	1.305855
5751	1	-43.8617	-30.538	-13.3237	1.170671	0.1523119	0.9829259	0.3614476	0.2738948	1.457617	0.5935381	1.191782	1.013304	0.3084698	1.847848	3.969852
5752	0	-50.3246	-31.3952	-18.9294	0.4394774	0.719996	1.068089	1.200743	2.865014	0.7602077	1.684872	0.8014022	1.120242	1.017737	5.566762	1.684835
5753	1	-42.4529	-29.4323	-13.0206	1.170671	0.1523119	0.3125762	0.5043634	0.8898789	0.4570792	0.247151	1.191782	1.013304	1.081215	1.847848	4.15246
5754	0	-48.5694	-29.8275	-18.7419	0.9040717	0.719996	1.068089	1.200743	0.6764432	1.030083	1.0344	0.8014022	3.853945	1.017737	5.566762	0.8682692
5755	1	-42.9499	-31.2346	-11.7152	1.102658	0.232126	0.3125762	0.5799722	0.8898789	0.416946	0.247151	0.6943046	0.1580882	1.081215	1.847848	4.15246
5756	0	-50.5317	-29.2996	-21.2321	1.632139	0.719996	0.1129782	1.200743	0.6764432	3.371937	1.0344	1.09504	3.819114	1.017737	5.566762	0.9847893
5757	1	-43.0947	-30.5014	-12.5933	1.540145	0.232126	0.3125762	0.5799722	0.7588799	1.190819	0.1820915	0.4327954	0.1580882	1.482039	1.847848	3.875932
5758	0	-48.5323	-29.7119	-18.8204	1.632139	0.719996	0.3039701	1.200743	0.6764432	3.371937	1.154264	1.09504	3.819114	0.4387516	3.347013	1.060955
5759	1	-42.7608	-29.9201	-12.8407	0.2750799	0.1898077	0.4183195	0.5799722	0.7588799	1.190819	1.139664	0.4327954	0.8380716	1.482039	1.659352	3.875932
5760	0	-51.5924	-28.73	-22.8623	1.632139	0.719996	0.6071501	1.298114	2.428393	3.371937	1.154264	0.9247531	3.819114	2.317098	3.52841	1.060955
5761	1	-39.7515	-29.5777	-10.1738	1.029541	0.08065843	0.9536047	0.5799722	0.7588799	1.364012	0.8804387	0.4327954	1.149944	0.2237779	1.659352	1.060825
5762	0	-50.7094	-29.3891	-21.3203	1.632139	0.719996	0.6071501	1.298114	2.428393	1.608761	1.154264	0.9247531	3.819114	3.417623	2.765251	0.9447503
5763	1	-38.4143	-30.1548	-8.25951	1.029541	0.1403235	0.1197344	0.1114115	0.7588799	0.5837038	0.8804387	0.4327954	1.149944	0.2237779	1.768133	1.060825
5764	0	-43.7238	-29.2234	-14.5004	0.1048274	0.8561323	0.6071501	0.920936	1.602868	1.608761	1.154264	1.23486	1.504705	1.591702	2.765251	0.5489048
5765	1	-39.2878	-29.6882	-9.59963	1.029541	0.1403235	0.1197344	0.1114115	0.7616572	0.8241719	0.8804387	0.3736802	3.149085	0.2237779	1.768133	0.2176799
5766	0	-48.6484	-29.6847	-18.9638	2.728492	0.8561323	0.6071501	0.920936	1.602868	1.608761	1.154264	1.144161	1.504705	1.591702	2.765251	2.47934
5767	1	-45.0867	-31.4836	-13.603	1.029541	0.312186	1.439665	1.062733	2.705234	0.8241719	0.8804387	0.3736802	3.149085	0.2237779	1.370822	0.2317065
5768	0	-41.9385	-29.2009	-12.7375	0.3408849	0.8561323	0.6071501	1.283289	1.602868	1.608761	0.3415804	1.144161	0.8489593	0.2569789	2.765251	1.081528
5769	1	-40.7896	-30.552	-10.2375	1.029541	0.312186	0.4090352	0.4857548	0.2744874	0.8241719	0.1185035	0.2884978	3.149085	1.760799	1.370822	0.2146363
5770	0	-43.5071	-29.4071	-14.1	0.3408849	0.8561323	0.6071501	0.6550954	2.285525	2.541361	0.6794091	1.144161	0.6560758	1.178145	2.074484	1.081528
5771	1	-39.7374	-31.3274	-8.40998	0.6023172	0.1028931	1.048149	0.6746346	0.2392014	0.8293466	0.37045	0.2884978	3.149085	0.2582835	0.6324827	0.2146363
5772	0	-43.4643	-30.7643	-12.6999	0.3408849	0.1049844	0.6071501	0.6550954	0.3654292	1.060274	0.5589827	4.56317	0.6560758	0.6318453	2.074484	1.081528
5773	1	-35.8588	-29.0854	-6.77336	0.6023172	0.09238175	1.048149	0.1024269	0.5351218	0.8293466	0.37045	0.9715778	1.116183	0.2582835	0.6324827	0.2146363
5774	0	-49.2636	-30.0433	-19.2203	0.3408849	0.6582621	1.683706	0.6550954	1.728278	1.060274	0.5589827	4.56317	0.8567055	0.6318453	5.868463	0.6146757
5775	1	-38.9505	-30.8722	-8.07832	0.6023172	0.09238175	1.048149	1.084969	1.12053	0.8293466	0.37045	1.00607	0.8638745	0.2582835	0.6324827	0.1694656
5776	0	-43.9885	-30.4259	-13.5626	1.682619	0.6582621	0.1801491	0.6550954	0.3745796	0.8861246	0.5589827	0.6936802	1.060048	0.5666245	5.868463	0.3779964
5777	1	-37.9555	-29.6957	-8.25981	0.1045636	0.5017853	0.7955527	0.9561741	1.12053	0.8293466	0.37045	0.4463782	0.8796837	0.2582835	1.293077	0.7039875
5778	0	-38.6912	-30.2098	-8.48138	0.1956486	0.6582621	0.1801491	0.6550954	1.701662	0.8861246	0.2405022	0.6936802	0.7241061	0.5666245	1.890405	0.08911907
5779	1	-41.1168	-30.8323	-10.2845	0.05898331	0.5017853	0.6962033	0.5330079	1.907588	0.8293466	0.37045	0.4463782	0.8520524	0.2582835	0.7242668	3.10611
5780	0	-40.7132	-32.1176	-8.59555	1.503564	0.6582621	0.07068196	0.03270917	0.2636077	0.8861246	1.284143	0.4671462	1.770685	0.5666245	0.8795877	0.2124106
5781	1	-43.2981	-33.25	-10.0481	0.05898331	0.1600769	0.54846	0.5330079	1.907588	0.2963009	1.045375	0.270483	1.139171	0.2582835	0.7242668	3.10611
5782	0	-39.6238	-32.0587	-7.56513	0.5625656	0.6582621	0.1464682	0.0384254	0.2636077	0.8861246	1.284143	0.3705584	1.770685	0.6484465	0.5673686	0.3684779
5783	1	-49.2457	-31.4882	-17.7575	1.998635	3.919383	0.54846	0.5330079	1.321572	0.6052311	1.045375	0.9858873	1.139171	0.2582835	2.296382	3.10611
5784	0	-36.4296	-29.0633	-7.36635	0.1149221	0.6933973	0.6510111	0.6795409	1.074481	0.8861246	0.1410627	0.3705584	0.9428331	0.6484465	0.5673686	0.5966003
5785	1	-48.4861	-31.3963	-17.0897	1.998635	3.919383	0.54846	0.5330079	1.321572	0.6052311	1.045375	0.9858873	1.240643	0.2582835	2.364466	2.268798
5786	0	-39.617	-31.4727	-8.14428	0.1149221	0.2447996	0.6510111	0.1604528	1.074481	0.3966081	0.2927775	0.1940185	0.1740337	0.6484465	3.174013	1.018717
5787	1	-41.8688	-29.0963	-12.7725	0.08703798	1.203204	2.04426	0.6370246	1.321572	1.102227	0.05571665	0.9858873	0.6743492	0.1331853	2.704374	1.823651
5788	0	-35.5832	-30.2659	-5.31734	0.1149221	0.2447996	0.06281259	0.5812222	0.1585854	0.3966081	0.1204893	0.1940185	0.1740337	0.5859692	1.665162	1.018717
5789	1	-40.4465	-30.6925	-9.75402	0.07754547	2.097617	2.04426	0.6370246	1.321572	1.502543	0.165471	0.3618648	0.5416328	0.1331853	0.4263147	0.4449851
5790	0	-39.3337	-31.5823	-7.7514	0.1149221	0.2447996	0.2305596	0.0169035	0.1634996	1.066295	0.2735602	0.4552513	0.3100018	0.5859692	1.665162	2.624482
5791	1	-43.6714	-31.047	-12.6244	0.07754547	3.109999	2.04426	0.6370246	1.321572	1.47382	0.165471	0.1777417	0.5416328	1.585372	1.044937	0.4449851
5792	0	-38.88	-31.3162	-7.56389	0.7997795	0.2447996	1.223449	0.06962637	0.4243341	1.066295	0.1975175	0.6228304	0.08525179	0.4840196	1.665162	0.6808252
5793	1	-38.9161	-32.4286	-6.4875	0.07754547	1.491144	0.1652755	0.2564712	1.181418	1.037215	0.165471	0.01438223	0.3493094	0.259348	1.044937	0.4449851
5794	0	-37.1143	-31.3269	-5.78745	0.7997795	0.2383067	0.8274505	0.1532286	0.4243341	0.5217074	0.1975175	0.6228304	0.1182064	0.06461965	1.665162	0.1543079
5795	1	-35.419	-31.0405	-4.37841	0.04904292	0.215632	0.1652755	0.2564712	0.2138745	0.2856231	0.165471	0.01438223	1.263362	0.259348	1.044937	0.4449851
5796	0	-37.9581	-31.0669	-6.89126	0.7997795	1.085913	0.17193	0.1532286	0.3535965	0.5217074	0.1975175	0.3993707	0.4959772	0.01249617	2.23455	0.4651954
5797	1	-36.1867	-29.2705	-6.91622	0.03328133	0.2912236	0.2021311	0.2564712	0.4937398	0.5588735	0.5173564	0.1082346	1.263362	0.259348	2.210583	0.7216162
5798	0	-36.7061	-30.5798	-6.12636	0.7997795	0.1887759	0.04083008	0.2952426	0.3535965	0.5954706	0.1975175	0.7002495	1.979924	0.03717587	0.4726077	0.4651954
5799	1	-39.0326	-31.2362	-7.79637	0.03328133	0.2912236	0.2021311	0.1566347	0.5574466	1.603452	0.5173564	1.465295	1.263362	0.2546717	0.2250101	1.226505
5800	0	-42.0849	-33.0925	-8.9924	0.7997795	0.1887759	0.04083008	0.4105699	0.5486375	0.5954706	1.14456	0.7002495	1.979924	0.03717587	0.5284059	2.018017
5801	1	-38.7768	-31.5293	-7.2475	0.08041321	0.2924974	1.046575	0.1566347	0.5763991	1.338409	0.04708699	1.465295	0.7057337	0.08694033	0.2250101	1.226505
5802	0	-45.8632	-31.1424	-14.7209	0.7997795	2.579533	0.04083008	0.4105699	0.9666692	2.461776	1.061765	0.7002495	2.982923	0.3664951	0.3322767	2.018017
5803	1	-36.8776	-28.4176	-8.45999	0.08041321	0.9400867	0.811698	0.3962429	0.5763991	1.105837	0.04708699	1.059683	1.052316	0.7478331	0.4158853	1.226505
5804	0	-42.8065	-30.3855	-12.421	0.7997795	2.579533	0.215428	0.8148758	2.027734	2.07425	0.1474082	0.7002495	1.823537	0.2354595	0.3322767	0.6704832
5805	1	-40.869	-29.0976	-11.7714	0.08041321	0.9400867	0.1533306	0.3962429	0.5763991	1.105837	0.5241958	2.342908	1.052316	0.7478331	3.340335	0.5114857
5806	0	-45.6776	-30.296	-15.3816	0.7997795	2.579533	0.3206604	1.338355	1.587042	2.07425	0.4056438	0.7002495	1.823537	2.088928	0.3322767	1.331373
5807	1	-39.0059	-29.1095	-9.89646	0.08041321	0.9834751	0.2615143	0.2873397	0.8144219	0.5464732	0.2163936	1.054462	1.052316	0.7478331	3.340335	0.5114857
5808	0	-45.8308	-31.5076	-14.3232	0.3740511	2.579533	0.3206604	0.9711022	1.587042	0.9857707	1.096436	0.2341781	1.823537	1.941352	1.078125	1.331373
5809	1	-44.2306	-30.5132	-13.7174	1.821953	0.9834751	0.2615143	0.6133519	0.3744217	1.433428	0.7581393	1.054462	0.5665313	0.670184	4.681651	0.4983005
5810	0	-39.9118	-29.4792	-10.4325	0.3740511	2.579533	0.3206604	0.1491946	0.7081483	0.9857707	0.161796	1.299649	1.076015	0.1500941	1.296246	1.331373
5811	1	-43.583	-30.3018	-13.2812	0.5245139	0.9834751	1.00789	0.6133519	0.7715504	1.433428	0.7581393	1.054462	0.5665313	0.387908	4.681651	0.4983005
5812	0	-46.4056	-32.8349	-13.5707	0.2730812	2.579533	0.7119109	0.1491946	1.318273	0.5048906	0.6089542	1.299649	0.7007338	1.098057	2.995018	1.331373
5813	1	-52.293	-29.7852	-22.5078	0.4703333	0.8029577	0.6043415	0.6128972	0.985192	4.619472	2.146222	1.668196	4.103312	1.502927	1.194659	3.797266
5814	0	-39.3878	-32.4511	-6.93673	0.2730812	1.51351	0.7119109	0.1491946	1.318273	0.5048906	0.1052315	1.299649	0.1467167	0.3872046	0.4309972	0.09606596
5815	1	-48.8385	-29.0555	-19.783	0.4703333	0.8029577	0.6043415	0.6128972	2.279552	4.619472	0.1033621	1.35415	0.8800445	1.028476	3.230104	3.797266
