Filename	File.type	Source	Authorship	Species	Stage	Specimen_type	Specimen	Architecture	Orientation	Trait	State	Notes
https://scontent.fhio3-1.fna.fbcdn.net/v/t1.6435-9/97992579_2458196494426958_3526566602721984512_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=730e14&_nc_ohc=axtnPRePZpoAX9flyaX&_nc_ht=scontent.fhio3-1.fna&oh=00_AfDleilkU4rH0gAz1rw9hmNopKKBt-K3ny7iOWimVWtqKw&oe=64987DC8	JPG	https://www.facebook.com/blackwaterdive/posts/seacam1970-aggregate-zooid-of-pegea-bicaudata-its-common-species-off-shore-of-ki/2457547687825172/	Ryu Minemizu	Pegea bicaudata	Aggs	UWphoto	17	Transversal	DVnormal	DV_Zooid.stolon.angle	88.64	
https://scontent.fhio3-1.fna.fbcdn.net/v/t1.6435-9/97992579_2458196494426958_3526566602721984512_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=730e14&_nc_ohc=axtnPRePZpoAX9flyaX&_nc_ht=scontent.fhio3-1.fna&oh=00_AfDleilkU4rH0gAz1rw9hmNopKKBt-K3ny7iOWimVWtqKw&oe=64987DC8	JPG	https://www.facebook.com/blackwaterdive/posts/seacam1970-aggregate-zooid-of-pegea-bicaudata-its-common-species-off-shore-of-ki/2457547687825172/	Ryu Minemizu	Pegea bicaudata	Aggs	UWphoto	17	Transversal	DVnormal	DV_Zooid.stolon.angle	87.50	
https://scontent.fhio3-1.fna.fbcdn.net/v/t1.6435-9/97992579_2458196494426958_3526566602721984512_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=730e14&_nc_ohc=axtnPRePZpoAX9flyaX&_nc_ht=scontent.fhio3-1.fna&oh=00_AfDleilkU4rH0gAz1rw9hmNopKKBt-K3ny7iOWimVWtqKw&oe=64987DC8	JPG	https://www.facebook.com/blackwaterdive/posts/seacam1970-aggregate-zooid-of-pegea-bicaudata-its-common-species-off-shore-of-ki/2457547687825172/	Ryu Minemizu	Pegea bicaudata	Aggs	UWphoto	17	Transversal	DVnormal	DV_Zooid.stolon.angle	89.43	
DSC_0482.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Aggs	FreshLabTecto	SSW22-NH5-MOC4-Net3	Transversal	DVnormal	DV_Zooid.stolon.angle	87.90	
DSC_0482.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Aggs	FreshLabTecto	SSW22-NH5-MOC4-Net3	Transversal	DVnormal	DV_Zooid.stolon.angle	89.22	
DSC_0482.jpg	JPG	SSW22-NH5-MOC4-Net3-Pegea socia	Kevin DuClos	Pegea socia	Aggs	FreshLabTecto	SSW22-NH5-MOC4-Net3	Transversal	DVnormal	DV_Zooid.stolon.angle	87.5	
IMG0009	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D15-Caff-B-1	Whorl	OAnormal	Zooid.number	6	
IMG0009	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D15-Caff-B-1	Whorl	OAnormal	Cross.sectional.area..mm2.	2254.47	
IMG0009	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D15-Caff-B-1	Whorl	OAnormal	Colony.diameter..mm.	57.4	
IMG0009	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D15-Caff-B-1	Whorl	OAnormal	Colony.diameter..mm.	53.75	
IMG0009	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D15-Caff-B-1	Whorl	OAnormal	Colony.diameter..mm.	52.26	
IMG0009	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D15-Caff-B-1	Whorl	OAnormal	Zooid.width..mm.	25.16	
IMG0009	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D15-Caff-B-1	Whorl	OAnormal	Zooid.width..mm.	24.87	
IMG0009	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D15-Caff-B-1	Whorl	OAnormal	Zooid.width..mm.	20.88	
IMG0007	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D15-Caff-B-1	Whorl	DVnormal	Zooid.length..mm.	64.59	
IMG0007	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D15-Caff-B-1	Whorl	DVnormal	Zooid.length..mm.	68.17	
IMG0007	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D15-Caff-B-1	Whorl	DVnormal	Zooid.length..mm.	63.88	
IMG0007	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D15-Caff-B-1	Whorl	DVnormal	Colony.length.mm.	68.17	motion orthogonal thus equal to the longest zooid TL
IMG0019	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa polae	Aggs	FreshLabTecto	D15-Cpol-B-1	Cluster	OAnormal	Zooid.number	7	
IMG0019	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa polae	Aggs	FreshLabTecto	D15-Cpol-B-1	Cluster	OAnormal	Cross.sectional.area..mm2.	586.62	one zooid is not position OA but DV
IMG0019	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa polae	Aggs	FreshLabTecto	D15-Cpol-B-1	Cluster	OAnormal	Colony.diameter..mm.	30.33	
IMG0019	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa polae	Aggs	FreshLabTecto	D15-Cpol-B-1	Cluster	OAnormal	Colony.diameter..mm.	29.87	
IMG0019	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa polae	Aggs	FreshLabTecto	D15-Cpol-B-1	Cluster	OAnormal	Colony.diameter..mm.	29.13	
IMG0019	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa polae	Aggs	FreshLabTecto	D15-Cpol-B-1	Cluster	OAnormal	Zooid.width..mm.	11.75	
IMG0019	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa polae	Aggs	FreshLabTecto	D15-Cpol-B-1	Cluster	OAnormal	Zooid.width..mm.	11.31	
IMG0019	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa polae	Aggs	FreshLabTecto	D15-Cpol-B-1	Cluster	OAnormal	Zooid.width..mm.	11.92	
IMG0016	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa polae	Aggs	FreshLabTecto	D15-Cpol-B-1	Cluster	DVnormal	Zooid.length..mm.	18.81	
IMG0016	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa polae	Aggs	FreshLabTecto	D15-Cpol-B-1	Cluster	DVnormal	Zooid.length..mm.	18.38	
IMG0016	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa polae	Aggs	FreshLabTecto	D15-Cpol-B-1	Cluster	DVnormal	Zooid.length..mm.	19.45	
IMG0016	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa polae	Aggs	FreshLabTecto	D15-Cpol-B-1	Cluster	DVnormal	Colony.length.mm.	18.93	motion orthogonal
IMG0058	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa sewelli	Aggs	FreshLabTecto	D16-Csew-B-1	Cluster	OAnormal	Zooid.number	6	
IMG0058	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa sewelli	Aggs	FreshLabTecto	D16-Csew-B-1	Cluster	OAnormal	Cross.sectional.area..mm2.	117.1	
IMG0058	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa sewelli	Aggs	FreshLabTecto	D16-Csew-B-1	Cluster	OAnormal	Colony.diameter..mm.	16.52	
IMG0058	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa sewelli	Aggs	FreshLabTecto	D16-Csew-B-1	Cluster	OAnormal	Colony.diameter..mm.	16.79	
IMG0058	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa sewelli	Aggs	FreshLabTecto	D16-Csew-B-1	Cluster	OAnormal	Colony.diameter..mm.	14.85	
IMG0058	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa sewelli	Aggs	FreshLabTecto	D16-Csew-B-1	Cluster	OAnormal	Zooid.width..mm.	3.78	
IMG0058	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa sewelli	Aggs	FreshLabTecto	D16-Csew-B-1	Cluster	OAnormal	Zooid.width..mm.	4.09	
IMG0058	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa sewelli	Aggs	FreshLabTecto	D16-Csew-B-1	Cluster	OAnormal	Zooid.width..mm.	3.91	
IMG0062	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa sewelli	Aggs	FreshLabTecto	D16-Csew-B-1	Cluster	DVnormal	Zooid.length..mm.	7.75	
IMG0062	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa sewelli	Aggs	FreshLabTecto	D16-Csew-B-1	Cluster	DVnormal	Zooid.length..mm.	7.66	
IMG0062	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa sewelli	Aggs	FreshLabTecto	D16-Csew-B-1	Cluster	DVnormal	Zooid.length..mm.	7.6	
IMG0062	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa sewelli	Aggs	FreshLabTecto	D16-Csew-B-1	Cluster	DVnormal	Colony.length..mm.	7.76	motion orthogonal
IMG0088	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1a	Whorl	OAnormal	Zooid.number	6	measuring only the larger whorl
IMG0088	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1a	Whorl	OAnormal	Cross.sectional.area..mm2.	1030.31	measuring only the larger whorl
IMG0088	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1a	Whorl	OAnormal	Colony.diameter..mm.	37.25	measuring only the larger whorl
IMG0088	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1a	Whorl	OAnormal	Colony.diameter..mm.	37.96	measuring only the larger whorl
IMG0088	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1a	Whorl	OAnormal	Colony.diameter..mm.	39.39	measuring only the larger whorl
IMG0088	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1a	Whorl	OAnormal	Zooid.width..mm.	17	measuring only the larger whorl
IMG0088	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1a	Whorl	OAnormal	Zooid.width..mm.	17.11	measuring only the larger whorl
IMG0088	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1a	Whorl	OAnormal	Zooid.width..mm.	16.69	measuring only the larger whorl
IMG0089	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1a	Whorl	DVnormal	Zooid.length..mm.	37.08	measuring only the larger whorl
IMG0089	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1a	Whorl	DVnormal	Zooid.length..mm.	37.05	measuring only the larger whorl
IMG0089	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1a	Whorl	DVnormal	Zooid.length..mm.	35.45	measuring only the larger whorl
IMG0089	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1a	Whorl	DVnormal	Colony.length..mm.	37.08	motion orthogonal thus equal to the longest zooid TL, measuring only the larger whorl
IMG0088	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1b	Whorl	OAnormal	Zooid.number	5	measuring only the smaller whorl
IMG0088	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1b	Whorl	OAnormal	Cross.sectional.area..mm2.	735.33	measuring only the smaller whorl
IMG0088	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1b	Whorl	OAnormal	Colony.diameter..mm.	34.75	measuring only the smaller whorl
IMG0088	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1b	Whorl	OAnormal	Colony.diameter..mm.	32.12	measuring only the smaller whorl
IMG0088	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1b	Whorl	OAnormal	Colony.diameter..mm.	30.74	measuring only the smaller whorl
IMG0088	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1b	Whorl	OAnormal	Zooid.width..mm.	14.17	measuring only the smaller whorl
IMG0088	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1b	Whorl	OAnormal	Zooid.width..mm.	12.07	measuring only the smaller whorl
IMG0088	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1b	Whorl	OAnormal	Zooid.width..mm.	15.17	measuring only the smaller whorl
IMG0089	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1b	Whorl	DVnormal	Zooid.length..mm.	34.34	measuring only the smaller whorl
IMG0089	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1b	Whorl	DVnormal	Zooid.length..mm.	30.45	measuring only the smaller whorl
IMG0089	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1b	Whorl	DVnormal	Zooid.length..mm.	32.19	measuring only the smaller whorl
IMG0089	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-1b	Whorl	DVnormal	Colony.length..mm.	34.34	motion orthogonal thus equal to the longest zooid TL, measuring only the smaller whorl
IMG0099	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-2	Whorl	OAnormal	Zooid.number	6	
IMG0099	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-2	Whorl	OAnormal	Cross.sectional.area..mm2.	1523.13	
IMG0099	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-2	Whorl	OAnormal	Colony.diameter..mm.	51.56	
IMG0099	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-2	Whorl	OAnormal	Colony.diameter..mm.	43.52	
IMG0099	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-2	Whorl	OAnormal	Colony.diameter..mm.	48.34	
IMG0099	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-2	Whorl	OAnormal	Zooid.width..mm.	18.94	
IMG0099	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-2	Whorl	OAnormal	Zooid.width..mm.	18.18	
IMG0099	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-2	Whorl	OAnormal	Zooid.width..mm.	18.62	
IMG0097	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-2	Whorl	DVnormal	Zooid.length..mm.	40.2	
IMG0097	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-2	Whorl	DVnormal	Zooid.length..mm.	44.49	
IMG0097	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-2	Whorl	DVnormal	Zooid.length..mm.	41.07	
IMG0097	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa affinis	Aggs	FreshLabTecto	D17-Caff-B-2	Whorl	DVnormal	Colony.length..mm.	44.49	motion orthogonal thus equal to the longest zooid TL
Img0108	JPG	Kona April 2022	Alejandro Damian-Serrano	Iasis cylindrica	Aggs	FreshLabTecto	D18-Icyl-B-1	Linear	DVnormal	Zooid.number	3	
Img0108	JPG	Kona April 2022	Alejandro Damian-Serrano	Iasis cylindrica	Aggs	FreshLabTecto	D18-Icyl-B-1	Linear	DVnormal	Colony.length.mm.	27.92	
Img0114	JPG	Kona April 2022	Alejandro Damian-Serrano	Iasis cylindrica	Aggs	FreshLabTecto	D18-Icyl-B-1	Linear	Stolonormal	Cross.sectional.area..mm2.	144.88	
Img0106	JPG	Kona April 2022	Alejandro Damian-Serrano	Iasis cylindrica	Aggs	FreshLabTecto	D18-Icyl-B-1	Linear	OAnormal	Colony.diameter..mm.	12.52	
Img0106	JPG	Kona April 2022	Alejandro Damian-Serrano	Iasis cylindrica	Aggs	FreshLabTecto	D18-Icyl-B-1	Linear	OAnormal	Colony.diameter..mm.	14.87	
Img0106	JPG	Kona April 2022	Alejandro Damian-Serrano	Iasis cylindrica	Aggs	FreshLabTecto	D18-Icyl-B-1	Linear	OAnormal	Colony.diameter..mm.	11.84	
Img0108	JPG	Kona April 2022	Alejandro Damian-Serrano	Iasis cylindrica	Aggs	FreshLabTecto	D18-Icyl-B-1	Linear	DVnormal	Zooid.width..mm.	9.53	
Img0108	JPG	Kona April 2022	Alejandro Damian-Serrano	Iasis cylindrica	Aggs	FreshLabTecto	D18-Icyl-B-1	Linear	DVnormal	Zooid.width..mm.	8.45	
Img0108	JPG	Kona April 2022	Alejandro Damian-Serrano	Iasis cylindrica	Aggs	FreshLabTecto	D18-Icyl-B-1	Linear	DVnormal	Zooid.width..mm.	8.55	
Img0108	JPG	Kona April 2022	Alejandro Damian-Serrano	Iasis cylindrica	Aggs	FreshLabTecto	D18-Icyl-B-1	Linear	DVnormal	Zooid.length..mm.	14.61	
Img0108	JPG	Kona April 2022	Alejandro Damian-Serrano	Iasis cylindrica	Aggs	FreshLabTecto	D18-Icyl-B-1	Linear	DVnormal	Zooid.length..mm.	13.75	
Img0108	JPG	Kona April 2022	Alejandro Damian-Serrano	Iasis cylindrica	Aggs	FreshLabTecto	D18-Icyl-B-1	Linear	DVnormal	Zooid.length..mm.	13.38	
Img0131	JPG	Kona April 2022	Alejandro Damian-Serrano	Thalia longicauda	Aggs	FreshLabTecto	D20-Tlon-B-1	Oblique	DVnormal	Zooid.number	9	only counting the left chunk
Img0128	JPG	Kona April 2022	Alejandro Damian-Serrano	Thalia longicauda	Aggs	FreshLabTecto	D20-Tlon-B-1	Oblique	DVnormal	Colony.length.mm.	33.26	
Img0128	JPG	Kona April 2022	Alejandro Damian-Serrano	Thalia longicauda	Aggs	FreshLabTecto	D20-Tlon-B-1	Oblique	Stolonormal	Cross.sectional.area..mm2.	34.55	
Img0128	JPG	Kona April 2022	Alejandro Damian-Serrano	Thalia longicauda	Aggs	FreshLabTecto	D20-Tlon-B-1	Oblique	Stolonormal	Colony.diameter..mm.	7.66	
Img0128	JPG	Kona April 2022	Alejandro Damian-Serrano	Thalia longicauda	Aggs	FreshLabTecto	D20-Tlon-B-1	Oblique	Stolonormal	Colony.diameter..mm.	7.14	
Img0128	JPG	Kona April 2022	Alejandro Damian-Serrano	Thalia longicauda	Aggs	FreshLabTecto	D20-Tlon-B-1	Oblique	Stolonormal	Colony.diameter..mm.	7.74	
Img0126	JPG	Kona April 2022	Alejandro Damian-Serrano	Thalia longicauda	Aggs	FreshLabTecto	D20-Tlon-B-1	Oblique	OAnormal	Zooid.width..mm.	5.6	scale based on viscera width measured in img0131
Img0126	JPG	Kona April 2022	Alejandro Damian-Serrano	Thalia longicauda	Aggs	FreshLabTecto	D20-Tlon-B-1	Oblique	OAnormal	Zooid.width..mm.	6.18	scale based on viscera width measured in img0131
Img0126	JPG	Kona April 2022	Alejandro Damian-Serrano	Thalia longicauda	Aggs	FreshLabTecto	D20-Tlon-B-1	Oblique	OAnormal	Zooid.width..mm.	4.94	scale based on viscera width measured in img0131
Img0131	JPG	Kona April 2022	Alejandro Damian-Serrano	Thalia longicauda	Aggs	FreshLabTecto	D20-Tlon-B-1	Oblique	DVnormal	Zooid.length..mm.	8.17	
Img0131	JPG	Kona April 2022	Alejandro Damian-Serrano	Thalia longicauda	Aggs	FreshLabTecto	D20-Tlon-B-1	Oblique	DVnormal	Zooid.length..mm.	8.26	
Img0131	JPG	Kona April 2022	Alejandro Damian-Serrano	Thalia longicauda	Aggs	FreshLabTecto	D20-Tlon-B-1	Oblique	DVnormal	Zooid.length..mm.	7.93	
DSC_0906	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa bakeri	Aggs	FreshLabTecto	D24-Cbak-B-1	Whorl	OAnormal	Zooid.number	5	
DSC_0906	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa bakeri	Aggs	FreshLabTecto	D24-Cbak-B-1	Whorl	OAnormal	Cross.sectional.area..mm2.	179.66	
DSC_0906	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa bakeri	Aggs	FreshLabTecto	D24-Cbak-B-1	Whorl	OAnormal	Colony.diameter..mm.	16.11	
DSC_0906	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa bakeri	Aggs	FreshLabTecto	D24-Cbak-B-1	Whorl	OAnormal	Colony.diameter..mm.	15.45	
DSC_0906	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa bakeri	Aggs	FreshLabTecto	D24-Cbak-B-1	Whorl	OAnormal	Colony.diameter..mm.	15.12	
DSC_0906	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa bakeri	Aggs	FreshLabTecto	D24-Cbak-B-1	Whorl	OAnormal	Zooid.width..mm.	7.93	
DSC_0906	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa bakeri	Aggs	FreshLabTecto	D24-Cbak-B-1	Whorl	OAnormal	Zooid.width..mm.	7.49	
DSC_0906	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa bakeri	Aggs	FreshLabTecto	D24-Cbak-B-1	Whorl	OAnormal	Zooid.width..mm.	8.01	
DSC_0904	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa bakeri	Aggs	FreshLabTecto	D24-Cbak-B-1	Whorl	DVnormal	Colony.length.mm.	16.78	motion orthogonal thus equal to the longest zooid TL
DSC_0904	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa bakeri	Aggs	FreshLabTecto	D24-Cbak-B-1	Whorl	DVnormal	Zooid.length..mm.	16.78	
DSC_0904	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa bakeri	Aggs	FreshLabTecto	D24-Cbak-B-1	Whorl	DVnormal	Zooid.length..mm.	16.31	
DSC_0904	JPG	Kona April 2022	Alejandro Damian-Serrano	Cyclosalpa bakeri	Aggs	FreshLabTecto	D24-Cbak-B-1	Whorl	DVnormal	Zooid.length..mm.	16.19	
DSC_0922	JPG	Kona April 2022	Alejandro Damian-Serrano	Soestia zonaria	Aggs	FreshLabTecto	D24-Szon-B-1	Linear	OAnormal	Zooid.number	5	not measuring the last zooid
DSC_0922	JPG	Kona April 2022	Alejandro Damian-Serrano	Soestia zonaria	Aggs	FreshLabTecto	D24-Szon-B-1	Linear	OAnormal	Colony.length.mm.	65.13	not measuring the last zooid
DSC_0936	JPG	Kona April 2022	Alejandro Damian-Serrano	Soestia zonaria	Aggs	FreshLabTecto	D24-Szon-B-1	Linear	Stolonormal	Cross.sectional.area..mm2.	121.23	
DSC_0922	JPG	Kona April 2022	Alejandro Damian-Serrano	Soestia zonaria	Aggs	FreshLabTecto	D24-Szon-B-1	Linear	OAnormal	Colony.diameter..mm.	14.46	
DSC_0922	JPG	Kona April 2022	Alejandro Damian-Serrano	Soestia zonaria	Aggs	FreshLabTecto	D24-Szon-B-1	Linear	OAnormal	Colony.diameter..mm.	13.62	
DSC_0922	JPG	Kona April 2022	Alejandro Damian-Serrano	Soestia zonaria	Aggs	FreshLabTecto	D24-Szon-B-1	Linear	OAnormal	Colony.diameter..mm.	13.4	
DSC_0924	JPG	Kona April 2022	Alejandro Damian-Serrano	Soestia zonaria	Aggs	FreshLabTecto	D24-Szon-B-1	Linear	DVnormal	Zooid.width..mm.	10.08	
DSC_0924	JPG	Kona April 2022	Alejandro Damian-Serrano	Soestia zonaria	Aggs	FreshLabTecto	D24-Szon-B-1	Linear	DVnormal	Zooid.width..mm.	10.35	
DSC_0924	JPG	Kona April 2022	Alejandro Damian-Serrano	Soestia zonaria	Aggs	FreshLabTecto	D24-Szon-B-1	Linear	DVnormal	Zooid.width..mm.	10.07	
DSC_0922	JPG	Kona April 2022	Alejandro Damian-Serrano	Soestia zonaria	Aggs	FreshLabTecto	D24-Szon-B-1	Linear	OAnormal	Zooid.length..mm.	23.81	
DSC_0922	JPG	Kona April 2022	Alejandro Damian-Serrano	Soestia zonaria	Aggs	FreshLabTecto	D24-Szon-B-1	Linear	OAnormal	Zooid.length..mm.	23.6	
DSC_0922	JPG	Kona April 2022	Alejandro Damian-Serrano	Soestia zonaria	Aggs	FreshLabTecto	D24-Szon-B-1	Linear	OAnormal	Zooid.length..mm.	23.17	
DSC_0957	JPG	Kona April 2022	Alejandro Damian-Serrano	Salpa fusiformis	Aggs	FreshLabTecto	D24-Sfus-B-1	Linear	OAnormal	Zooid.number	2	
DSC_0957	JPG	Kona April 2022	Alejandro Damian-Serrano	Salpa fusiformis	Aggs	FreshLabTecto	D24-Sfus-B-1	Linear	OAnormal	Colony.length.mm.	39.32	
DSC_0959	JPG	Kona April 2022	Alejandro Damian-Serrano	Salpa fusiformis	Aggs	FreshLabTecto	D24-Sfus-B-1	Linear	Stolonormal	Cross.sectional.area..mm2.	92.46	scale derived from DSC_0960
DSC_0959	JPG	Kona April 2022	Alejandro Damian-Serrano	Salpa fusiformis	Aggs	FreshLabTecto	D24-Sfus-B-1	Linear	Stolonormal	Colony.diameter..mm.	14.11	scale derived from DSC_0960
DSC_0959	JPG	Kona April 2022	Alejandro Damian-Serrano	Salpa fusiformis	Aggs	FreshLabTecto	D24-Sfus-B-1	Linear	Stolonormal	Colony.diameter..mm.	12.08	scale derived from DSC_0960
DSC_0959	JPG	Kona April 2022	Alejandro Damian-Serrano	Salpa fusiformis	Aggs	FreshLabTecto	D24-Sfus-B-1	Linear	Stolonormal	Colony.diameter..mm.	6.69	scale derived from DSC_0960
