Iteration	Posterior	Likelihood	Prior	birth_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	branch_rates[103]	branch_rates[104]	branch_rates[105]	branch_rates[106]	branch_rates[107]	branch_rates[108]	branch_rates[109]	branch_rates[110]	branch_rates[111]	branch_rates[112]	branch_rates[113]	branch_rates[114]	branch_rates[115]	branch_rates[116]	branch_rates[117]	branch_rates[118]	branch_rates[119]	branch_rates[120]	branch_rates[121]	branch_rates[122]	branch_rates[123]	branch_rates[124]	branch_rates[125]	branch_rates[126]	branch_rates[127]	branch_rates[128]	branch_rates[129]	branch_rates[130]	branch_rates[131]	branch_rates[132]	branch_rates[133]	branch_rates[134]	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	pi[1]	pi[2]	pi[3]	pi[4]	root_time	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
100	-16354.5	-16175.9	-178.549	0.05132207	0.0995229	0.0552656	0.0772577	0.977583	0.0624631	0.0927102	0.00319563	1.49596	0.983104	0.0560107	0.0924265	0.0344761	0.0159303	0.0916221	0.545043	0.135281	1.88711	0.128106	0.00607926	0.0217564	0.0483052	0.0368386	0.00722031	0.953744	0.602382	0.176737	0.26986	0.0139633	0.028766	0.0263421	0.0437997	0.856231	0.0139594	0.159055	0.0205863	0.143772	0.0905545	0.00848841	0.0380204	0.0755472	0.0331511	0.112145	0.119007	0.178553	0.0699448	0.0773392	0.0365877	0.0267087	0.00717392	0.0356499	0.160453	1.36764	0.156853	0.518178	1.85877	0.0276289	0.409729	0.729934	0.811741	0.0397856	0.889982	0.621678	0.043551	0.907784	0.0450661	0.298228	2.57015	0.020955	0.0234912	0.0372492	0.0926389	0.0208473	0.0759909	0.28473	0.0535474	0.0526701	0.10425	4.49846	0.057285	0.133558	0.125133	0.0121588	0.065635	1.15598	0.02357	0.0146271	0.334291	0.48103	0.882879	0.285748	0.0889054	0.683494	0.911713	0.359055	0.00754845	0.0309192	0.037224	0.650422	0.0713523	0.0240039	0.0111177	0.191859	0.0889094	0.0581891	0.0337505	3.02463	2.76852	0.00202889	2.89318	0.0467503	0.0323545	0.112618	0.225547	0.0218735	0.0903131	0.275306	0.225073	0.91762	0.231195	0.614451	0.297409	0.000296786	2.74935	0.04193	0.102066	0.0387446	0.00738493	0.257024	4.00269	0.168677	0.0056119	0.0181088	0.0440596	0.0435104	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.402776	0.262251	0.226382	0.272147	0.23922	2.000352	0.3000539	0.608253	-2.162206	1.824852	3.330083
110	-16302	-16176.2	-125.768	0.05132207	0.097646	0.0394072	0.00638482	0.697066	0.0445393	0.0661071	0.00227864	1.06669	0.701003	0.0399385	0.0659048	0.0245832	0.0113591	0.0653312	0.0296113	0.0964623	1.3456	0.0913459	0.00433482	0.0155134	0.034444	0.0262678	0.00514845	0.680067	0.429529	0.126022	0.192424	0.00995656	0.0205116	0.0187832	0.0312314	0.610536	0.00995375	0.113414	0.014679	0.102517	0.0645699	0.00605267	0.0271104	0.053869	0.0236384	0.0799652	0.0848583	0.127317	0.0498742	0.0551467	0.0260889	0.0190447	0.00511536	0.0254202	0.114411	0.975194	0.111844	0.369487	0.103406	0.0197008	0.292158	0.52048	0.578813	0.0283691	2.42747	0.443288	0.0310541	0.647296	0.0321344	0.212651	1.83265	0.014942	0.0167504	0.0265605	0.0660562	0.0148652	0.0541854	0.203027	0.038182	0.0375565	0.0743357	3.20763	0.0408471	0.0952333	0.0892261	0.00866986	0.0468011	0.824273	0.0168066	0.0104298	0.238366	0.0342693	0.629537	0.203753	0.0633941	0.487366	0.650097	0.256025	0.00538243	0.022047	0.0336115	0.463784	0.0508778	0.017116	0.00792744	0.136805	0.0633969	0.0414918	0.0240658	2.15671	1.97409	0.0014467	2.06298	0.0333353	0.0230704	0.0803024	0.160827	0.0155969	0.0643978	0.196307	0.160489	0.65431	0.164853	0.438134	0.212068	0.000211624	1.96042	0.0298982	0.0727783	0.0276269	0.00526583	0.183271	2.85412	0.120275	0.0037133	0.0522786	0.0545699	0.0391762	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.2868902	0.262251	0.226382	0.272147	0.23922	2.000263	0.3000539	0.3187309	-2.635362	1.727399	2.983908
120	-16286.7	-16178.1	-108.58	0.05132207	0.102474	0.0322708	0.00522858	0.570832	0.0364736	0.0541356	0.001866	0.873522	0.574056	0.0327059	0.0539699	0.0201314	0.00930205	0.0535002	0.0242489	0.0789937	1.10192	0.0748039	0.00354981	0.0127041	0.0282065	0.0215109	0.0042161	0.556912	0.351744	0.1032	0.157577	0.0081535	0.0167971	0.0153817	0.043566	0.499972	0.0081512	0.0928759	0.0120208	0.0839517	0.0528768	0.00495657	0.0222009	0.0441137	0.0193577	0.0654841	0.0694911	0.104261	0.0408423	0.0451601	0.0213644	0.0155958	0.00418901	0.116881	0.0936918	0.798593	1.97003	0.302576	0.0846798	0.0161331	0.23925	0.426225	0.473994	0.0232317	1.98787	0.363012	0.0254304	0.530075	0.0263151	0.174142	1.50077	0.0122361	0.0137171	0.0217506	0.591736	0.0121732	0.0443728	0.16626	0.0312675	0.0307553	0.0608741	2.62675	0.03345	0.0779873	0.0730679	0.00709982	0.0383257	0.675003	0.013763	0.00854107	0.1952	0.0280634	0.515533	0.166855	0.0519139	0.399107	0.53237	0.20966	0.00440771	0.0180544	0.0275247	0.0216262	0.0416642	0.0140164	0.00649184	0.112031	0.0519162	0.0339779	0.0197077	1.76615	1.6166	0.00118471	1.68939	0.0272985	0.0188925	0.0657602	0.131702	0.0127724	0.0527358	0.160757	0.131425	0.535819	0.135	0.358791	0.173664	0.0001733	1.60541	0.0244839	0.0595987	0.0226239	0.00431223	0.150082	2.33726	0.0984944	0.0101224	0.0357204	0.0540971	0.0511566	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.2515257	0.262251	0.226382	0.272147	0.23922	2.000379	0.3000539	0.2035854	-3.063286	1.715585	2.943232
130	-16231.3	-16179.3	-52.0562	0.05132207	0.0769644	0.0230537	0.0037352	0.407792	0.0260561	0.0386735	0.00133304	0.624028	0.410095	0.0233645	0.0385551	0.0143815	0.00664522	0.0382196	0.017323	0.0564317	0.787195	0.0534385	0.00918986	0.00907554	0.0201502	0.015367	0.00301191	0.397848	0.25128	0.0737245	0.11257	0.00582471	0.0119995	0.0109884	0.0311228	0.357171	0.00582307	0.0663488	0.00172881	0.0599736	0.0377742	0.00354089	0.0158599	0.031514	0.0138288	0.0467807	0.0496432	0.0744823	0.029177	0.0322615	0.0152623	0.0111414	0.00299255	0.0834974	0.0331645	0.570501	1.40735	0.216155	0.0604937	0.0115252	0.170916	0.304487	0.338613	0.0165963	1.4201	0.259329	0.018167	0.378676	0.018799	0.124404	1.07212	0.00874124	0.00979921	0.0155382	0.422726	0.00869634	0.0316991	0.118773	0.022337	0.021971	0.0434873	1.8765	0.023896	0.0557127	0.0521984	0.00507198	0.0273792	0.48221	0.00983206	0.00610158	0.139447	0.020048	0.368287	0.119198	0.0370863	0.0174606	0.380315	0.149778	0.00314879	0.0128978	0.0196632	0.0154493	0.0297641	0.0100131	0.00463766	0.0531114	0.037088	0.0242732	0.0140788	1.2617	1.15487	0.000846336	1.20687	0.0195016	0.0134965	0.0469779	0.0940856	0.00912439	0.0376735	0.114842	0.0938879	0.382779	0.0964413	0.256314	0.124062	0.000123802	1.14687	0.0174908	0.0517209	0.0161621	0.00308058	0.107216	0.0490146	0.0703626	0.0113644	0.00680342	0.0465724	0.0358321	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.1651802	0.262251	0.226382	0.272147	0.23922	1.999615	0.3000539	0.2165881	-3.155348	1.803103	3.25118
140	-16224.1	-16177	-47.064	0.05132207	0.0896143	0.0219576	0.0035576	0.388403	0.0248172	0.0368346	0.00126965	0.594357	0.390596	0.0222536	0.0367219	0.0136977	0.00632925	0.0364023	0.0164993	0.0537485	0.749766	0.0508977	0.00875291	0.00864403	0.0191921	0.0146363	0.0028687	0.378931	0.239332	0.0702191	0.107218	0.0147027	0.011429	0.010466	0.029643	0.340189	0.0055462	0.0631941	0.00164661	0.057122	0.0359782	0.00337253	0.0151058	0.0300156	0.0131713	0.0445564	0.0472828	0.0709409	0.0277897	0.0307276	0.0145366	0.0106116	0.00285027	0.0795274	0.0315876	0.543375	1.34044	0.205877	0.0576174	0.0109772	0.162789	0.29001	0.322513	0.0158072	1.35258	0.246999	0.0173032	0.360671	0.0179052	0.118489	1.02115	0.00832562	0.00933329	0.0147994	0.402626	0.00828285	0.0301919	0.113126	0.0212749	0.0209263	0.0414196	1.78728	0.0227599	0.0530637	0.0497165	0.00256881	0.0260774	0.459282	0.00936457	0.00581147	0.132817	0.0190947	0.350776	0.11353	0.035323	0.0166304	0.362232	0.142656	0.00299907	0.0122845	0.0187283	0.0147148	0.0283489	0.00953699	0.00441715	0.0505861	0.0353245	0.0231191	0.0134094	1.20171	1.09996	0.000806095	1.14949	0.0185743	0.0128548	0.0447442	0.0896121	0.00869055	0.0358822	0.109382	0.0894237	0.364579	0.0918558	0.244127	0.118163	0.000117916	1.09234	0.0166592	0.0492617	0.0153936	0.0029341	0.102118	0.04953	0.0395021	0.0133493	0.0633592	0.0433475	0.0194929	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.157642	0.262251	0.226382	0.272147	0.23922	1.998846	0.3000539	0.1700966	-3.283718	1.739155	3.024659
150	-16264.4	-16178.7	-85.7073	0.05132207	0.112992	0.0324936	0.00526467	0.574772	0.0367253	0.0545092	0.00187888	0.879551	0.578019	0.0329317	0.0543424	0.0202703	0.00936626	0.0538695	0.0244163	0.0685976	1.10953	0.0753202	0.0129529	0.0127917	0.0284012	0.0216594	0.0042452	0.560756	0.354172	0.103913	0.158665	0.0217576	0.016913	0.0154879	0.0438667	0.503423	0.00820747	0.0935169	0.00243671	0.0845312	0.0114159	0.00499079	0.0223542	0.0444182	0.0194913	0.0659361	0.0699708	0.104981	0.0411243	0.0454718	0.0215118	0.0157035	0.00421792	0.117687	0.0467445	0.804105	0.840962	0.304664	0.0852643	0.0162445	0.240902	0.429167	0.477266	0.0233921	2.00159	0.365517	0.0256059	0.533734	0.0264967	0.175344	1.51113	0.0123206	0.0138117	0.0219007	0.108463	0.0122573	0.0446791	0.167408	0.0314834	0.0309676	0.0612942	2.64488	0.0336808	0.0785256	0.0735723	0.00380142	0.0385903	0.679662	0.013858	0.00860002	0.196547	0.0282571	0.519091	0.168006	0.0522722	0.0246103	0.145382	0.211108	0.00443813	0.018179	0.0277147	0.0217754	0.0419518	0.0141132	0.00653665	0.0748591	0.0522745	0.0342125	0.0198437	1.77834	1.62776	0.00119289	0.587177	0.0274869	0.0190229	0.0662141	0.132611	0.0128606	0.0530998	0.161867	0.132332	0.539517	0.135931	0.361268	0.174862	0.000174496	1.61649	0.0246529	0.0728992	0.0355963	0.00434199	0.151118	0.0112812	0.0442771	0.00904739	0.0118597	0.0493564	0.040508	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.2081644	0.262251	0.226382	0.272147	0.23922	1.999498	0.3000539	0.2459596	-2.885609	1.72222	2.966041
160	-16260.4	-16177.4	-83.0279	0.05132207	0.0720608	0.0329357	0.0053363	0.582593	0.037225	0.0552509	0.00190444	0.183985	0.585883	0.0333797	0.0550818	0.0205461	0.0094937	0.0546024	0.0247485	0.069531	1.12463	0.076345	0.0131291	0.0129658	0.0287876	0.0219541	0.00430296	0.568386	0.358991	0.105327	0.160824	0.0220536	0.0171432	0.0156986	0.0444636	0.510273	0.00831914	0.0947894	0.00246987	0.0856813	0.0115712	0.00505869	0.0226583	0.0450226	0.0197565	0.0668332	0.0709228	0.106409	0.0416838	0.0460905	0.0218045	0.0159171	0.00427531	0.119289	0.0473805	0.815046	0.852405	0.308809	0.0575428	0.0164655	0.244179	0.435006	0.483759	0.0237103	2.02883	0.370491	0.0259543	0.540996	0.0268573	0.17773	1.53169	0.0124882	0.0139997	0.0221987	0.109939	0.012424	0.045287	0.169685	0.0319117	0.0313889	0.0621282	2.68087	0.0341391	0.079594	0.0745733	0.00385314	0.0391153	0.68891	0.0140466	0.00871703	0.199221	0.0286416	0.526154	0.170292	0.0529834	0.0249451	0.14736	0.21398	0.00449852	0.0184264	0.0280918	0.0220717	0.0425226	0.0143052	0.00662559	0.0160517	0.0529858	0.034678	0.0201137	1.80253	1.6499	0.00120912	0.595166	0.0278609	0.0045697	0.067115	0.134415	0.0130356	0.0538223	0.164069	0.134133	0.546858	0.137781	0.366183	0.177242	0.00017687	1.63848	0.00715588	0.0738911	0.0360806	0.00440107	0.153174	0.0114347	0.0333664	0.00950346	0.0219839	0.0542204	0.0504218	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.2045868	0.262251	0.226382	0.272147	0.23922	1.998779	0.3000539	0.1689306	-2.921549	1.512139	2.286563
170	-16267.3	-16177.2	-90.1261	0.05132207	0.091045	0.0341177	0.00552781	0.603501	0.038561	0.0572338	0.00197279	0.190588	0.60691	0.0345777	0.0570586	0.0212835	0.00983441	0.056562	0.0256367	0.0720263	1.16499	0.0790849	0.0136003	0.0134311	0.0298207	0.022742	0.00445739	0.588785	0.371875	0.109107	0.284838	0.0228451	0.0177584	0.016262	0.0460593	0.528586	0.0086177	0.0981912	0.00255851	0.0887563	0.0119865	0.00524024	0.0234715	0.0466384	0.0204655	0.0692318	0.0734681	0.110228	0.0431798	0.0477446	0.0225871	0.0164884	0.00442875	0.12357	0.049081	0.844297	0.882996	0.319892	0.0596079	0.0170564	0.252943	0.450618	0.501121	0.0245613	2.10164	0.383787	0.0268858	0.560412	0.0278211	0.184108	1.58666	0.0129364	0.0145021	0.0229954	0.113885	0.0128699	0.0469123	0.175775	0.033057	0.0325154	0.0643579	2.77708	0.0353643	0.0824506	0.0772496	0.00399142	0.0405191	0.713634	0.0145507	0.00902988	0.244626	0.0296695	0.545037	0.176404	0.134798	0.0258404	0.152648	0.221659	0.00465997	0.0190877	0.0291	0.0228639	0.0440487	0.0148186	0.00686338	0.0166278	0.259156	0.0359225	0.0208356	1.86722	1.70912	0.00125251	0.616526	0.0288608	0.0047337	0.0695237	0.139239	0.0135034	0.0557539	0.169958	0.138947	0.566484	0.142726	0.379325	0.183603	0.000183218	1.69729	0.00741269	0.0765429	0.0373755	0.00455902	0.158671	0.0118451	0.0314901	0.01217	0.0100075	0.0489144	0.0487571	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.2151593	0.262251	0.226382	0.272147	0.23922	2.000002	0.3000539	0.2577717	-2.768175	1.68077	2.824987
180	-16260.9	-16177	-83.9325	0.05132207	0.0853854	0.0329078	0.00533178	0.582099	0.0371935	0.0552041	0.00190283	0.183829	0.585387	0.0333515	0.0550351	0.0205287	0.00948565	0.0545562	0.0247276	0.0694721	1.12367	0.0762803	0.013118	0.0129548	0.0287632	0.0219355	0.00429932	0.567905	0.358687	0.105237	0.274736	0.0220349	0.0171286	0.0156853	0.0444259	0.509841	0.00831209	0.094709	0.00246778	0.0856087	0.0115614	0.00505441	0.0226391	0.0449844	0.0197398	0.0667766	0.0708627	0.106319	0.0416485	0.0460514	0.0217861	0.0159037	0.00427169	0.119188	0.0473404	0.814356	0.851682	0.308548	0.0574941	0.0164515	0.243972	0.434637	0.48335	0.0236902	2.02711	0.370177	0.0259323	0.540538	0.0268345	0.177579	1.53039	0.0124776	0.0139878	0.0221799	0.109846	0.0124135	0.0452486	0.169542	0.0318847	0.0313623	0.0620756	2.6786	0.0341102	0.0795266	0.0745101	0.00384987	0.0390822	0.688326	0.0140347	0.00870965	0.235951	0.0286173	0.525708	0.170148	0.130017	0.024924	0.147235	0.213799	0.00449471	0.0184108	0.028068	0.022053	0.0424865	0.0142931	0.00661998	0.0160381	0.249965	0.0346486	0.0200967	1.80101	1.64851	0.00120809	0.594662	0.0278373	0.00456582	0.0670582	0.134302	0.0130245	0.0537767	0.16393	0.134019	0.546395	0.137664	0.365873	0.177091	0.000176721	1.63709	0.00714982	0.0738285	0.0360501	0.00439734	0.153044	0.011425	0.00239107	0.00462445	0.00265602	0.0520968	0.0422163	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.2071976	0.262251	0.226382	0.272147	0.23922	1.999798	0.3000539	0.2070448	-3.109945	1.752213	3.070249
190	-16279.9	-16175.7	-104.256	0.05132207	0.0860429	0.0755662	0.00589562	0.643657	0.0411268	0.061042	0.00210406	0.203269	0.647292	0.0368784	0.0608552	0.0226997	0.0171039	0.0603256	0.0273426	0.0768188	1.2425	0.0843471	0.0145052	0.0143248	0.031805	0.0242552	0.00475398	0.627961	0.396619	0.116366	0.30379	0.0243652	0.01894	0.0173441	0.049124	0.563757	0.00919111	0.104725	0.00272875	0.094662	0.012784	0.283972	0.0250333	0.0497416	0.0218273	0.0738384	0.0783566	0.117563	0.0460529	0.0509214	0.02409	0.0175855	0.00472343	0.131792	0.0523467	0.900475	0.941749	0.341177	0.0635741	0.0181913	0.269773	0.480601	0.534465	0.0261955	2.24148	0.409324	0.0286747	0.5977	0.0296723	0.196358	1.69223	0.0137971	0.015467	0.0245255	0.121462	0.0137263	0.0500337	0.187471	0.0352565	0.0346789	0.0686402	2.96186	0.0377174	0.0879367	0.0823897	0.004257	0.0432152	0.761118	0.0155189	0.00963071	0.260903	0.0316436	0.581303	0.188141	0.143767	0.0275598	0.199824	0.236408	0.00497003	0.0203578	0.0310363	0.0243852	0.0469796	0.0158046	0.00732005	0.0177342	0.276399	0.0383127	0.179643	1.99147	1.82284	0.00133585	0.657549	0.0307812	0.00504867	0.0741497	0.148504	0.0144019	0.0594637	0.181266	0.148192	0.604177	0.152222	0.404565	0.195819	0.000195409	1.81022	0.00790592	0.0816359	0.0398624	0.00486237	0.169229	0.0126332	0.00264393	0.00508501	0.0110441	0.0454226	0.0470186	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.2328888	0.262251	0.226382	0.272147	0.23922	2.000249	0.3000539	0.2477871	-2.936097	1.755512	3.081824
200	-16331.4	-16180.2	-151.256	0.05132207	0.0901422	0.104386	0.00814409	0.889135	0.0568116	0.0843221	0.0029065	0.280791	0.894156	0.0509431	0.0840641	0.0313568	0.023627	0.0833325	0.0377704	0.106116	1.71637	0.116515	0.0200372	0.019788	0.0439347	0.0335056	0.00656705	0.867453	0.547881	0.160746	0.419649	0.0336575	0.0261633	0.0239588	0.0678589	0.778762	0.0126964	0.144664	0.00376943	0.130764	0.0176596	0.392273	0.0345804	0.068712	0.0301517	0.101999	0.10824	0.162398	0.0636165	0.0703418	0.0332774	0.0242922	0.00652485	0.182055	0.0723107	1.2439	1.30091	0.471295	0.08782	0.0251291	0.372659	0.663892	0.738298	0.0361859	0.0838795	0.565431	0.0396107	0.825651	0.0409887	0.271245	2.33761	0.0190591	0.0213658	0.033879	0.167785	0.0189612	0.0691156	0.258969	0.0487027	0.0479047	0.0948181	4.09146	0.052102	0.121474	0.113811	0.00588054	0.0596966	1.05139	0.0214374	0.0133037	0.360406	0.0437118	0.803	0.259894	0.198597	0.0380705	0.276033	0.326569	0.0068655	0.0281218	0.34722	0.0336852	0.0648966	0.0218321	0.136932	0.0244976	0.381812	0.0529244	0.248156	2.75097	2.51803	0.00184532	0.908324	0.0425205	0.00697412	0.102429	0.205141	0.0198945	0.0821419	0.250398	0.20471	0.834598	0.210277	1.94713	0.270501	0.000269934	2.5006	0.0109211	0.11277	0.0550651	0.00671677	0.233769	0.0174513	0.00365228	0.00892341	0.0717563	0.0734153	0.0167153	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.3127458	0.262251	0.226382	0.272147	0.23922	1.998587	0.3000539	0.4350947	-2.599792	1.880213	3.5352
210	-16337.9	-16178.9	-158.918	0.05132207	0.0886683	0.110289	0.00860465	0.939417	0.0600244	0.0890907	0.00307087	0.296671	3.2632	0.053824	0.0888181	0.375263	0.0249632	0.0880451	0.0399064	0.112117	1.81343	0.123104	0.0211704	0.020907	0.0464193	0.0354004	0.00693842	0.916509	0.578864	0.169837	0.443381	0.0355609	0.0276429	0.0253137	0.0716964	0.347294	0.0134144	0.152846	0.0039826	0.138159	0.0186583	0.414456	0.036536	0.0725978	0.0318569	0.107767	0.114361	0.171582	0.0672141	0.0743197	0.0351593	0.0477162	0.00689384	0.19235	0.0764	1.31424	1.37448	0.497948	0.166815	0.0265502	0.393733	0.701436	0.78005	0.0382323	0.088623	0.597407	0.0418507	0.872343	0.0433067	0.286585	2.46981	0.0201369	0.0225741	0.0357949	0.177274	0.0200334	0.0730242	0.273614	0.0514569	0.0506138	0.10018	4.32284	0.0550485	0.128343	0.120248	0.00621309	0.0630725	1.11085	0.0226498	0.014056	0.380788	0.0461838	0.848411	0.274592	0.209828	0.0402234	0.291643	0.345037	0.00725375	0.0297121	0.366856	0.0355901	0.0685666	0.0230668	0.144676	0.025883	0.403405	0.0559174	0.262189	2.90654	2.66043	0.00194968	0.959691	0.0449251	0.00736852	0.108221	0.216742	0.0210195	0.0867872	0.264558	0.216286	0.881796	0.0383826	2.05724	0.285798	0.000285199	2.64201	0.0115387	0.119148	0.0581791	0.00709662	0.246989	0.0184382	0.00385882	0.00892279	0.011655	0.0325231	0.0423431	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.3454007	0.262251	0.226382	0.272147	0.23922	1.999277	0.3000539	0.5043122	-2.435803	1.871493	3.502487
220	-16319.9	-16178.5	-141.374	0.05132207	0.0698596	0.0938144	0.00731934	0.799092	0.0510583	0.0757828	0.00261216	0.252356	2.77576	0.0457841	0.0755509	0.319208	0.0212343	0.0748934	0.0339454	0.0953696	1.54255	0.104716	0.018008	0.017784	0.0394854	0.0301125	0.005902	0.779606	0.492397	0.144467	0.377151	0.030249	0.0235138	0.0215324	0.0609868	0.295417	0.0114106	0.130014	0.0033877	0.117522	0.0158712	0.352547	0.0310785	0.0617535	0.0270983	0.0916693	0.0972786	0.145952	0.057174	0.0632183	0.0299074	0.0405886	0.00586408	0.163618	0.0649878	1.11793	1.16917	0.423567	0.141897	0.0225843	0.334919	0.59666	0.663531	0.113795	0.075385	0.50817	0.0355993	0.742037	0.0368378	0.243776	2.10088	0.017129	0.0192021	0.0304481	0.150794	0.017041	0.0621162	0.232743	0.0437705	0.0430534	0.951824	3.67712	0.0468256	0.109172	0.102286	0.00528501	0.0536511	0.944918	0.0192665	0.0119564	0.323908	0.0392851	0.72168	0.233575	0.178485	0.0342151	0.248079	0.293498	0.175287	0.0252739	0.312057	0.0302739	0.0583245	0.0196212	0.123065	0.0220168	0.343146	0.0475647	0.223025	2.47238	2.26303	0.00165844	0.0291132	0.0382144	0.00626785	0.0920558	0.184366	0.0178798	0.0738234	0.22504	0.183979	0.750078	0.0326492	1.74994	0.243107	0.000242598	2.24736	0.00981509	0.10135	0.0494886	0.00603656	0.210096	0.015684	0.00328241	0.0115115	0.0166301	0.0426294	0.053277	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.296546	0.262251	0.226382	0.272147	0.23922	2.000161	0.3000539	0.506297	-2.467975	1.890684	3.574686
230	-16299	-16176.7	-122.245	0.05132207	0.0917125	0.0821515	0.0064094	0.69975	0.0447108	0.0663616	0.00228742	0.220983	2.43068	0.0400922	0.0661585	0.279525	0.0185945	0.0655827	0.0297253	0.0835133	1.35078	0.0916976	0.0157693	0.0155731	0.0345766	0.0263689	0.00375091	0.682686	0.431182	0.126507	0.330264	0.0264885	0.0205906	0.0188556	0.053405	0.258691	0.00999208	0.113851	0.00296655	0.0154235	0.0138981	0.308719	0.0272148	0.0540764	0.0237294	0.0802731	0.085185	0.127808	0.0500662	0.324513	0.0261893	0.0355427	0.00513506	0.143277	0.0569085	0.978948	1.02382	0.370909	0.124256	0.0197766	0.293283	0.522483	0.581041	0.0996479	0.0660132	0.444995	0.0311736	0.649788	0.0322581	0.21347	1.8397	0.0149995	0.0168149	0.0266628	0.132047	0.0149224	0.054394	0.203808	0.038329	0.0377011	0.833494	3.21998	0.0410043	0.0956	0.0895696	0.00462799	0.0469813	0.177693	0.0168713	0.01047	0.28364	0.0344012	0.631961	0.204537	0.156296	0.0299615	0.217238	0.25701	0.153495	0.0221319	0.273263	0.0265102	0.0510737	0.0171819	0.107766	0.0192797	0.300487	0.0416515	0.195299	2.16501	1.98169	0.00145227	0.0254939	0.0334636	0.00548864	0.0806115	0.161446	0.015657	0.0646457	0.197063	0.161106	0.656829	0.0285903	1.53239	0.212884	0.000212438	1.96797	0.00859489	0.0887502	0.0433363	0.0052861	0.183977	0.0137342	0.00287434	0.00618812	0.0304513	0.0511886	0.0528162	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.2566427	0.262251	0.226382	0.272147	0.23922	2.001381	0.3000539	0.3774748	-2.490374	1.741335	3.032246
