Iteration	Posterior	Likelihood	Prior	birth_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	branch_rates[103]	branch_rates[104]	branch_rates[105]	branch_rates[106]	branch_rates[107]	branch_rates[108]	branch_rates[109]	branch_rates[110]	branch_rates[111]	branch_rates[112]	branch_rates[113]	branch_rates[114]	branch_rates[115]	branch_rates[116]	branch_rates[117]	branch_rates[118]	branch_rates[119]	branch_rates[120]	branch_rates[121]	branch_rates[122]	branch_rates[123]	branch_rates[124]	branch_rates[125]	branch_rates[126]	branch_rates[127]	branch_rates[128]	branch_rates[129]	branch_rates[130]	branch_rates[131]	branch_rates[132]	branch_rates[133]	branch_rates[134]	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	pi[1]	pi[2]	pi[3]	pi[4]	root_time	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
3800	-16445	-16223.2	-221.742	0.05132207	0.0486882	1.61043	0.00903083	0.0079154	0.0656598	0.305228	0.0378718	0.0282232	2.75471	0.0933478	0.0181456	0.0865187	0.231921	0.00893304	0.0056152	0.0608201	0.0163633	0.332283	0.285714	0.0140168	0.28876	11.6727	0.0244654	0.486024	0.0794414	0.120928	0.0105602	0.0838721	0.0947246	0.699592	0.486395	0.0205219	16.9521	0.0245039	0.0251803	0.204691	6.67479	0.220687	0.0234066	0.0145619	0.539533	3.56186	0.00851249	0.541593	0.0737752	0.034819	0.0228591	0.0187675	0.00874748	0.0639172	0.35071	0.240994	0.0313642	0.00423449	0.0881632	1.0998	0.573391	0.0818401	0.0442126	32.7133	4.93428	0.0109861	0.0165782	0.0199046	0.0306911	0.0115329	0.154422	0.0697782	0.387171	0.729613	0.104257	1.20317	0.333436	0.0407715	0.0708056	0.818451	0.29942	0.261042	0.964802	0.0924348	0.0531725	0.05552	0.0813654	0.759904	0.0478538	0.00687249	0.621319	0.498646	0.0240552	0.972247	0.0605023	0.158398	0.0400193	0.0091055	0.00907832	1.41769	0.169195	0.194913	0.259051	0.243678	1.75634	0.553003	0.260003	0.177895	0.0796181	0.248594	2.85132	0.238235	6.61765	0.161766	0.0314772	0.987735	0.0486973	0.174529	0.00233916	0.00267173	0.154118	2.04808	2.63496	0.722737	0.269219	0.0220318	0.281109	10.7333	2.20489	0.0385586	0.00268161	0.0460613	0.235394	0.162627	0.0172136	0.215191	0.0585466	0.0160113	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	1.004646	0.262251	0.226382	0.272147	0.23922	2.00082	0.3000539	0.6326877	-2.170163	1.850613	3.42477
3810	-16419.8	-16223.5	-196.284	0.05132207	0.0417693	1.32486	0.00742943	0.0065118	0.0540167	0.20385	0.0311562	0.0232185	2.26623	0.0767949	0.0149279	0.0711767	0.190796	0.00734899	0.00461948	0.0500351	0.00101038	0.273361	0.23505	0.0115313	0.237556	9.60283	0.020127	0.39984	0.0653544	0.0994843	0.00868758	0.0689994	0.0779275	0.575536	0.400145	0.0168828	13.9461	0.0201587	0.0207152	0.168394	5.49118	0.181553	0.019256	0.0119797	0.44386	2.93025	0.007003	0.445555	0.060693	0.0286447	0.0188056	0.0154395	0.00719633	0.052583	0.28852	0.19826	0.0258025	0.0034836	0.0725296	0.904776	0.471714	0.0673277	0.0363726	26.9124	4.0593	0.009038	0.0136385	0.016375	0.0252488	0.0094878	0.127039	0.0574048	0.318516	0.600234	0.0857696	0.989813	0.274309	0.0335417	0.0582499	0.673319	0.246326	0.214753	0.793718	0.0760438	0.0437437	0.0456748	0.0669372	0.625154	0.0393681	0.00565382	0.511143	0.410223	0.0197896	0.799843	0.00340349	0.591058	0.0329229	0.00749086	0.0074685	1.16629	0.139192	0.16035	0.213115	0.200468	1.4449	0.454942	0.213897	0.146349	0.0654997	0.204512	2.34571	0.19599	5.44417	0.133081	0.0258955	0.812584	0.040062	0.143581	0.00192437	0.00219796	0.126789	1.6849	2.16771	0.594577	0.22148	0.018125	0.231262	8.83004	1.81391	0.0317212	0.00220609	0.0378934	0.193653	0.133789	0.0141612	0.177032	0.0803549	0.0221616	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.8294632	0.262251	0.226382	0.272147	0.23922	2.00082	0.3000539	0.5801217	-2.320291	1.884555	3.551547
3820	-16421.9	-16224.2	-197.648	0.05132207	0.0573962	1.26949	0.00711895	0.00623967	0.0517593	0.195331	0.0298541	0.0222482	2.17152	0.0735856	0.0143041	0.0187826	0.182822	0.00704187	0.00442643	0.0479441	0.000968155	0.261937	0.225227	0.0110494	0.227628	5.15614	0.0192859	0.38313	0.0626232	0.0953268	0.00832452	0.0302021	0.0746709	0.551484	0.383423	0.0161773	13.3633	0.0193163	0.0198495	0.161356	5.2617	0.173966	0.0184513	0.011479	0.425311	2.80779	0.187224	0.426935	0.0581566	0.0274476	0.0180197	0.0147943	0.00689559	0.0503855	0.276463	0.189974	0.0247242	0.00333802	0.0694985	0.866965	0.452001	0.0645141	0.0348525	25.7877	3.88966	0.0086603	0.105398	0.0156907	0.0241936	0.00909131	0.622339	0.0550058	0.475795	0.57515	0.0821853	0.948449	0.262845	0.03214	0.0558156	0.645181	0.236031	0.205778	0.760548	0.0728659	0.0419156	0.0437661	0.0641399	0.599028	0.0377229	0.00541755	0.489782	0.39308	0.0189626	0.766417	0.00326126	0.566357	0.031547	0.00587527	0.00715639	1.11756	0.133375	0.153649	0.204209	0.19209	1.38452	0.43593	0.204959	0.140233	0.0627625	0.195966	2.24768	0.1878	5.21665	0.127519	0.0248133	0.778626	0.0392864	0.13758	0.00184395	0.00210611	0.12149	1.61449	2.07712	0.569729	0.212224	0.0173676	0.221597	8.46103	1.7381	0.0303956	0.0021139	0.0363099	0.18556	0.128198	0.0135694	0.169634	0.0737221	0.0284036	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.771174	0.262251	0.226382	0.272147	0.23922	2.00082	0.3000539	1.185062	-2.254463	2.201935	4.848517
3830	-16386.7	-16222.8	-163.947	0.05132207	0.0468309	0.969982	0.00543939	0.00476755	0.0395478	0.149246	0.0228107	0.0169992	1.65919	0.0562246	0.0109293	0.0143512	0.139689	0.00538049	0.00338211	0.0366327	0.000739739	0.111924	1.5025	0.0084425	0.173924	3.93966	0.0147358	0.292739	0.0478486	0.0728365	0.00636053	0.0230765	0.0570539	0.421373	0.292962	0.0123606	10.2105	0.014759	0.0151664	0.123288	4.02031	0.132923	0.0140981	0.0087708	0.324968	2.14535	0.143053	0.326209	0.0444357	0.0209719	0.0137683	0.0113039	0.00526872	0.0384981	0.211237	0.145154	0.0188911	0.00255048	0.0531018	0.662423	0.345361	0.0492933	0.0266298	18.6126	2.97198	0.00661708	0.0805318	0.0119888	0.0184857	0.0069464	0.475511	0.0420283	0.363541	0.439455	0.0627954	0.724682	0.200833	0.0245572	0.0426471	0.492964	0.180345	0.157229	0.581113	0.0556747	0.0320265	0.0334404	0.0490074	0.4577	0.028823	0.00413939	0.374228	0.300341	0.0144888	0.585597	0.00249183	0.432737	0.0241042	0.00448912	0.00546799	0.853891	0.101908	0.117399	0.15603	0.146771	1.05787	0.333081	0.156603	0.107148	0.047955	0.149732	1.71739	0.143492	3.98589	0.0974337	0.0189591	0.594926	0.0300176	0.105121	0.00140891	0.00160922	0.0928273	1.23358	1.58707	0.435314	0.162154	0.01327	0.169316	6.46482	1.32803	0.0232244	0.00161517	0.0277433	0.141781	0.0979522	0.010368	0.129612	0.0658595	0.0113872	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.5903763	0.262251	0.226382	0.272147	0.23922	2.00082	0.3000539	0.2767663	-2.902023	1.798578	3.234882
3840	-16341	-16224.4	-116.56	0.05132207	0.0422532	0.740207	0.00415087	0.00363818	0.0301794	0.113892	0.0174071	0.0129723	1.26615	0.0429058	0.00834031	0.0109516	0.106599	0.00410592	0.00258093	0.0279549	0.000564505	0.0854109	1.14658	0.00644259	0.132724	3.00641	0.0112451	0.223393	0.0365139	0.0555825	0.0048538	0.01761	0.0435386	0.321556	0.223563	0.00943255	7.79176	0.0101664	0.0115737	0.0940826	3.06796	0.101435	0.0107585	0.00669312	0.247987	1.63715	0.109166	0.248934	0.0339095	0.016004	0.0105068	0.00862617	0.00402063	0.0293785	0.161198	0.110769	0.014416	0.00194631	0.0405227	0.505504	0.26355	0.0376164	0.0203216	5.08288	2.26796	0.00504959	0.0614549	0.00914881	0.0141067	0.0053009	0.362869	0.0320724	0.277423	0.335354	0.04792	0.553015	0.153258	0.01874	0.0325446	0.376188	0.137624	0.119984	0.443455	0.0424861	0.0244399	0.0255188	0.0373983	0.349277	0.0219952	0.00315883	0.285579	0.0307777	0.0110566	0.446877	0.00190155	0.0170875	0.0183942	0.00342571	0.0041727	0.651616	0.0777675	0.0895885	0.119069	0.0297566	0.807274	0.254179	0.119506	0.0817663	0.0365951	0.114262	1.31056	0.109501	3.04169	0.074353	0.014468	0.453996	0.0229069	0.0802194	0.00107516	0.00122802	0.0708378	0.941366	1.21111	0.332194	0.123742	0.0101266	0.129207	4.9334	1.01344	0.0177228	0.00123256	0.0211713	0.108195	0.0747487	0.00791196	0.098909	0.0609908	0.00212336	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.3780997	0.262251	0.226382	0.272147	0.23922	2.00082	0.3000539	0.254061	-3.200609	1.913336	3.660856
3850	-16334.4	-16223	-111.439	0.05132207	0.0441178	0.755475	0.00423649	0.0416165	0.0308019	0.116241	0.0177662	0.0132399	1.29227	0.0437908	0.00851235	0.0111775	0.108798	0.00419062	0.00263417	0.0285316	0.000576149	0.0871726	1.17023	0.00657548	0.135461	3.06842	0.0114771	0.228001	0.0372671	0.056729	0.00495392	0.0179732	0.0444367	0.0634183	0.228175	0.00962712	7.95248	0.0103761	0.0118124	0.0960232	3.13124	0.0449785	0.0109804	0.00683118	0.253102	1.67092	0.111417	0.254069	0.034609	0.0163341	0.0107235	0.0398604	0.00410357	0.0299844	0.164523	0.113054	0.0147134	0.00198646	0.0413586	0.515931	0.268986	0.0383923	0.156013	0.139866	2.63535	0.00515374	0.0743538	0.00933752	0.0143976	0.00541024	0.370354	0.0327339	0.283145	0.342272	0.0489085	0.564422	0.156419	0.0191265	0.0332159	0.383947	0.140462	0.122459	0.452602	0.0433625	0.024944	0.0260452	0.0381697	0.356482	0.0224489	0.00322398	0.29147	0.0314125	0.0112846	0.0269847	0.00194077	0.0174399	0.0187736	0.00349637	0.00425877	0.665057	0.0793716	0.0914364	0.121525	0.0303704	0.823925	0.259422	0.121971	0.0834529	0.03735	0.116619	1.3376	0.11176	3.10443	0.0758867	0.553428	0.46336	0.0233794	0.081874	0.00109733	0.00125335	0.072299	0.0457133	1.2361	0.339046	0.126295	0.0103354	0.131872	5.03516	1.03434	0.0180884	0.00125798	0.021608	0.110427	0.0762905	0.00807516	0.100949	0.0746842	0.00745187	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.3439472	0.262251	0.226382	0.272147	0.23922	2.00082	0.3000539	0.3901062	-2.647001	1.846979	3.41133
3860	-16380.6	-16223.4	-157.235	0.05132207	0.0419141	1.06773	0.00598751	0.0588174	0.043533	0.164286	0.0251093	0.0187122	1.82639	0.0618903	0.0120307	0.0157974	0.153766	0.00592268	0.00372292	0.0403242	0.000814282	0.123203	1.6539	0.00929325	0.19145	4.33665	0.0162207	0.322238	0.0526703	0.0801762	0.00700147	0.0254019	0.0628032	0.0896303	0.322484	0.0136062	11.2394	0.0024681	0.0166947	0.135711	4.42544	0.063569	0.0155188	0.00965463	0.357714	2.36154	0.157468	0.359081	0.0489135	0.0230853	0.0151557	0.0563355	0.00579965	0.0423776	0.232523	0.159781	0.0207947	0.0028075	0.0584529	0.729175	0.380163	0.0542606	0.220496	0.197675	3.7246	0.00728388	0.105086	0.0131969	0.0203484	0.00764639	0.523428	0.0462635	0.400175	0.483739	0.0691233	0.797708	0.22107	0.0270318	0.0469447	0.54264	0.198518	0.173073	0.639671	0.061285	0.0352538	0.0368102	0.0539459	0.503822	0.0317275	0.00373317	0.411939	0.0443959	0.0159488	0.038138	0.00274293	0.0246482	0.0265331	0.00494149	0.00601899	0.939938	0.112177	0.129229	0.171753	0.042923	1.16447	0.366646	0.172384	0.117946	0.0527874	0.16482	1.89045	0.157952	4.38755	0.107252	0.78217	0.654876	0.0330425	0.115714	0.0461957	0.00177138	0.102182	0.0646075	1.747	0.47918	0.178495	0.0146073	0.186378	7.11628	1.46186	0.0255647	0.00177793	0.030539	0.156068	0.107823	0.0114128	0.142673	0.0782899	0.00668093	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.4859583	0.262251	0.226382	0.272147	0.23922	2.00082	0.3000539	0.4624049	-2.412996	1.812005	3.283362
3870	-16377.1	-16224	-153.124	0.05132207	0.0512878	1.04042	0.00583441	0.0573134	0.0424198	0.160085	0.0244672	0.0182337	1.77969	0.0603078	0.011723	0.0153935	0.149834	0.00577123	0.00362773	0.0392931	0.0271924	0.120052	1.61161	0.00905561	0.186555	4.22576	0.015806	0.313998	0.0513235	0.078126	0.00682244	0.0247524	0.0611972	0.0873384	0.314238	0.0132583	10.952	0.00240499	0.0162678	0.132241	4.31228	0.0619435	0.015122	0.00940776	0.348567	2.30115	0.153442	0.349899	0.0476628	0.022495	0.0147682	0.054895	0.00565135	0.041294	0.226578	0.155695	0.020263	0.00273571	0.0569582	0.710529	0.370442	0.0528731	0.214858	0.19262	3.62936	0.00709763	0.102399	0.0128594	0.0198281	0.00745087	0.559173	0.0450805	0.389942	0.471369	0.0673557	0.77731	0.215417	0.0263406	0.0457442	0.528764	0.193442	0.168648	0.623314	0.0597179	0.0343523	0.0358689	0.0211883	0.490939	0.0309162	0.00363771	0.401406	0.0432607	0.015541	0.0371628	0.00267279	0.0240179	0.0258547	0.00481513	0.00586508	0.915903	0.109309	0.125924	0.167361	0.0418254	1.13469	0.35727	0.167976	0.11493	0.0514376	0.160605	1.84211	0.153913	4.27536	0.10451	0.76217	0.63813	0.0321976	0.112755	0.0450144	0.00172608	0.0995687	0.0629554	1.06024	0.466927	0.082662	0.0142337	0.181612	6.93431	1.42448	0.024911	0.00173246	0.0297581	0.152077	0.105066	0.0111209	0.139025	0.0787407	0.032116	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.468676	0.262251	0.226382	0.272147	0.23922	2.00082	0.3000539	0.4789782	-2.546743	1.902968	3.621286
3880	-16361.2	-16223.8	-137.416	0.05132207	0.0538446	0.880812	0.00493935	0.0485209	0.0359122	0.135526	0.0207137	0.0154365	1.50667	0.0510559	0.00992459	0.0130319	0.126848	0.00488586	0.00307119	0.0332651	0.0230208	0.101635	1.36437	0.116179	0.157935	3.57749	0.0133812	0.265827	0.0434499	0.0661407	0.00577581	0.0209551	0.051809	0.0739398	0.26603	0.0112243	9.27184	0.00203604	0.0137722	0.111954	3.65073	3.14927	0.0128021	0.00796451	0.295094	1.94813	0.129902	0.296221	0.0403508	0.019044	0.0125026	0.0464735	0.00478437	0.034959	0.191818	0.13181	0.0171544	0.00231602	0.0482202	0.601527	0.313612	0.0447618	0.181897	0.16307	3.07257	0.00600878	0.0866895	0.0108867	0.0167863	0.00630783	0.47339	0.0381647	0.330121	0.399056	0.0570227	0.658063	0.18237	0.0222997	0.0387266	0.447646	0.163766	0.142775	0.527691	0.0505566	0.0290823	0.0303662	0.0179378	0.415624	0.0261733	0.00307965	0.339826	0.036624	0.0131568	0.0314616	0.00226276	0.0203333	0.0218883	0.00407644	0.00496532	0.128622	0.0925398	0.106606	0.141686	0.035409	0.960619	0.302461	0.142207	0.0972982	0.0435465	0.135967	1.55951	0.130301	3.61947	0.0884767	0.645245	0.540235	0.0272581	0.0954574	0.0381087	0.00146128	0.0842938	0.0532974	0.897585	0.395296	0.0699808	0.0120501	0.153751	5.87052	1.20595	0.0210894	0.039607	0.0251929	0.128747	0.0889475	0.00941487	0.117697	0.0858336	0.0188167	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.4163131	0.262251	0.226382	0.272147	0.23922	2.00082	0.3000539	0.3149441	-2.622984	1.713257	2.935248
3890	-16341.5	-16223.2	-118.351	0.05132207	0.0474846	0.74442	0.0041745	0.0410075	0.0303512	0.11454	0.0175062	0.0130462	1.27336	0.04315	0.00838779	0.000267921	0.107206	0.0041293	0.00259563	0.0281141	0.019456	0.0858971	1.1531	0.0981886	0.133479	3.02352	0.0113091	0.224665	0.0367218	0.0558989	0.00488144	0.0177102	0.0437864	0.0624903	0.224836	0.00948625	7.83611	0.00172076	0.0116396	0.0946182	3.08542	2.66162	0.0108197	0.00673122	0.249399	1.64647	0.109787	0.250351	0.0341026	0.0160951	0.0105666	0.0392772	0.00404352	0.0295457	0.162115	0.1114	0.0144981	0.00195739	0.0407534	0.508382	0.26505	0.0378306	0.15373	0.137819	2.59679	0.00507833	0.0732658	0.00920089	0.014187	0.00533107	0.400087	0.032255	0.279002	0.337263	0.0481928	0.556163	0.154131	0.0188466	0.0327299	0.378329	0.138407	0.120667	0.445979	0.042728	0.024579	0.0256641	0.0151601	0.351266	0.0221204	0.00260277	0.287205	0.0309529	0.0172933	0.138777	0.00191238	0.0171847	0.0184989	0.00344521	0.00372329	0.108705	0.0782102	0.0900985	0.119746	0.029926	0.811869	0.255626	0.120186	0.0822317	0.0368034	0.114913	1.31802	0.110124	3.05901	0.0747762	0.54533	0.45658	0.0230373	0.080676	0.0322077	0.00123501	0.0712411	0.0450444	0.758596	0.334085	0.0591444	0.0101842	0.129943	4.96148	1.01921	0.0178237	0.033474	0.0212918	0.108811	0.0751742	0.007957	0.0994721	0.0839643	0.00600016	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.3526735	0.262251	0.226382	0.272147	0.23922	2.00082	0.3000539	0.4941667	-2.834214	2.063653	4.258664
3900	-16373.4	-16223.3	-150.137	0.05132207	0.0565055	0.960998	0.00538901	0.0529381	0.0391815	0.147864	0.0225994	0.0168418	1.64383	0.0557039	0.0108281	0.000345869	0.138395	0.00533066	0.00335079	0.0362935	0.0251165	0.110888	0.51523	0.126755	0.172313	3.90317	0.0145993	0.290027	0.0474055	0.661095	0.00630162	0.0228628	0.0565255	0.080671	0.290249	0.0122461	10.1159	0.00222139	0.015026	0.122146	3.98308	3.43597	0.0139675	0.00868957	0.321958	4.45124	0.141728	0.323187	0.0440242	0.0207777	0.0136408	0.0495071	0.00521992	0.112193	0.0431813	0.14381	0.0187161	0.00252686	0.05261	0.656288	0.342162	0.0488368	0.198456	0.177916	3.35229	0.0065558	0.0945815	0.0118778	0.0183144	0.00688207	0.516486	0.0416391	0.360174	0.435385	0.0622138	0.71797	0.198973	0.0243298	0.0422521	0.488398	0.178675	0.155773	0.0399925	0.0551591	0.0317299	0.0331307	0.0195708	0.453461	0.028556	0.00336001	0.370763	0.0399582	0.420755	0.179152	0.00246875	0.00136751	0.0238809	0.00444754	0.00480653	0.140332	0.100964	0.116311	0.154585	0.0386325	1.04807	0.329996	0.155153	0.106156	0.0475109	0.148345	1.70148	0.142163	3.94898	0.0965313	0.703986	0.589416	0.0297396	0.104148	0.041578	0.00159431	0.0919676	0.0581494	0.979298	0.0400248	0.0763516	0.0131471	0.167748	6.40495	1.31573	0.0230093	0.0432127	0.0274864	0.140468	0.097045	0.010272	0.128412	0.070306	0.00677923	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.4646434	0.262251	0.226382	0.272147	0.23922	2.00082	0.3000539	0.3844677	-2.85293	1.947837	3.794069
3910	-16328.6	-16223.3	-105.303	0.05132207	0.0558945	0.709977	0.00398135	0.364399	0.0289469	0.109241	0.0166962	0.0124426	0.154965	0.0344114	0.0079997	0.000255525	0.102245	0.00393824	0.00247553	0.0268133	0.0185558	0.0819227	0.254466	0.0936455	0.127303	2.88362	0.0107859	0.214269	0.0350227	0.488411	0.00465558	0.0168908	0.0417605	0.059599	0.214433	0.00904733	7.47354	0.00164114	0.011101	0.0174114	2.94266	2.53847	0.0103191	0.00641977	0.237859	3.28854	0.104707	0.238768	0.0325247	0.0153504	0.0100777	0.0365754	0.00385643	0.0828872	0.0319019	0.106245	0.0138273	0.00186682	0.0388678	0.484859	0.252786	0.0360802	0.146617	0.131443	2.47664	0.00484336	0.0698759	0.0129975	0.0135305	0.0316024	0.381575	0.0307626	0.266093	0.321659	0.045963	0.311543	0.146999	0.0179746	0.0312155	0.360824	0.132003	0.115084	0.029546	0.040751	0.0234417	0.0244766	0.0144587	0.335013	0.0210969	0.00248234	0.273916	0.0295207	0.31085	0.132356	0.00182389	0.00101031	0.017643	0.0032858	0.00355102	0.103676	0.0745915	0.0859297	0.114206	0.0285413	0.774305	0.243798	0.0367156	0.078427	0.0351006	0.109596	1.25704	0.105029	2.91747	0.0713164	0.520098	0.435455	0.0219713	0.0769432	0.0307175	0.00117786	0.0679448	0.0429603	0.723496	0.0295699	0.0564079	0.00971298	0.12393	4.73192	0.972052	0.016999	0.0319252	0.0203067	0.103776	0.0716959	0.00758884	0.0948696	0.0629364	0.0100612	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.3344995	0.262251	0.226382	0.272147	0.23922	2.00082	0.3000539	0.3413245	-2.848496	1.883387	3.547148
3920	-16294.3	-16223.1	-71.1801	0.05132207	0.0479306	0.537599	0.00301471	0.275925	0.0219188	0.0827178	0.0126425	0.00942159	0.11734	0.0260566	0.00605742	0.000193485	0.0774208	0.00298206	0.00187449	0.0203032	0.0140506	0.0620324	0.192684	0.070909	0.096395	2.1835	0.00816712	0.162246	0.0265194	0.369828	0.00352523	0.0127898	0.0316213	0.0451288	0.16237	0.0068507	5.65902	0.00124269	0.00840578	0.013184	2.2282	1.92214	0.00781369	0.0048611	0.180109	2.4901	0.079285	0.180797	0.0246279	0.0116234	0.00763089	0.0276951	0.00292012	0.0627627	0.0241564	0.0804496	0.0104701	0.00141357	0.0294309	0.367139	0.191412	0.0273202	0.11102	0.0995292	1.87533	0.00366743	0.0529105	0.00984178	0.0102454	0.0239296	0.288931	0.0232936	1.60045	0.243562	0.0348035	0.235902	0.111309	0.0136105	0.0236366	0.273218	0.0999536	0.0871421	0.0223725	0.0308569	0.0177502	0.0185339	0.0109482	0.253674	0.0159747	0.00187965	0.207411	0.0223533	0.235378	0.100221	0.00138106	0.000765011	0.0133594	0.00248803	0.00268885	0.0785039	0.0564812	0.0650666	0.0864775	0.0216117	0.586309	0.184606	0.0278013	0.0593854	0.0265784	0.0829867	0.951839	0.077541	2.20913	0.0540013	0.00891599	0.329729	0.0166369	0.0582619	0.0232595	0.000891886	0.0514483	0.0325298	0.547836	0.0223906	0.0427124	0.00735474	0.093841	3.58304	0.736044	0.0128718	0.0241739	0.0153763	0.0785801	0.0542887	0.00574632	0.0718359	0.0669472	0.0263492	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.2611637	0.262251	0.226382	0.272147	0.23922	2.00082	0.3000539	0.2588798	-2.868206	1.741732	3.033629
3930	-16306.4	-16223.5	-82.9006	0.05132207	0.0562571	0.609357	0.0034171	0.312755	0.0248445	0.0937588	0.01433	0.0106792	0.133003	0.0295345	0.00686596	0.000219311	0.0877548	0.0033801	0.00212469	0.0230132	0.015926	0.0703124	0.218403	0.0803738	0.109262	2.47495	0.00925725	0.183903	0.0300592	0.419192	0.00399577	0.014497	0.0358421	0.0511524	0.184043	0.00776511	6.41437	0.00140856	0.0175082	0.0149438	2.52562	2.17871	0.00885664	0.00550994	0.204149	2.82247	0.0898678	0.204929	0.0279152	0.0131749	0.00864945	0.0313918	0.00330989	0.0711402	0.0273807	0.0911878	0.0118676	0.00160225	0.0333593	0.416144	0.216961	0.0309668	0.125838	0.112814	2.12564	0.00415695	0.0599729	0.0111554	0.011613	0.0271236	0.327497	0.0264028	1.81407	0.276072	0.039449	0.26739	0.126166	0.0154272	0.0267915	0.309687	0.113295	0.0987736	0.0253587	0.0349756	0.0201195	0.0210077	0.0124096	0.287534	0.018107	0.00213054	0.235096	0.0253369	0.266795	0.113598	0.0372608	0.00112745	0.0151426	0.00282013	0.00304776	0.0889824	0.0640201	0.0737515	0.0980203	0.0244964	0.664568	0.209246	0.0315122	0.0673121	0.030126	0.0940635	1.07889	0.087891	2.504	0.0612092	0.0101061	0.0507853	0.0188575	0.034384	0.0263641	0.00101093	0.0583155	0.0368718	0.62096	0.0253792	0.0484136	0.00833643	0.0221152	4.0613	0.83429	0.0145899	0.0274006	0.0174287	0.0890687	0.061535	0.00651332	0.0814244	0.0607695	0.019213	0.01539939	0.6999461	0.03592268	0.0764036	0.182231	0.10933	0.126493	0.386687	0.118855	0.2928981	0.262251	0.226382	0.272147	0.23922	2.00082	0.3000539	0.3632508	-2.913557	1.949818	3.801791
