Iteration	Posterior	Likelihood	Prior	birth_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	branch_rates[103]	branch_rates[104]	branch_rates[105]	branch_rates[106]	branch_rates[107]	branch_rates[108]	branch_rates[109]	branch_rates[110]	branch_rates[111]	branch_rates[112]	branch_rates[113]	branch_rates[114]	branch_rates[115]	branch_rates[116]	branch_rates[117]	branch_rates[118]	branch_rates[119]	branch_rates[120]	branch_rates[121]	branch_rates[122]	branch_rates[123]	branch_rates[124]	branch_rates[125]	branch_rates[126]	branch_rates[127]	branch_rates[128]	branch_rates[129]	branch_rates[130]	branch_rates[131]	branch_rates[132]	branch_rates[133]	branch_rates[134]	branch_rates[135]	branch_rates[136]	branch_rates[137]	branch_rates[138]	branch_rates[139]	branch_rates[140]	branch_rates[141]	branch_rates[142]	branch_rates[143]	branch_rates[144]	branch_rates[145]	branch_rates[146]	branch_rates[147]	branch_rates[148]	branch_rates[149]	branch_rates[150]	branch_rates[151]	branch_rates[152]	branch_rates[153]	branch_rates[154]	branch_rates[155]	branch_rates[156]	branch_rates[157]	branch_rates[158]	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	pi[1]	pi[2]	pi[3]	pi[4]	root_time	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
5180	-17027.9	-16866.7	-161.197	0.1710562	0.148612	0.328472	1.00705	0.153177	0.106267	0.00616987	0.0481004	0.112864	0.0357014	0.105887	0.0222904	0.132082	0.125611	0.399304	0.72014	0.12955	0.0993563	0.189749	0.151471	0.102611	0.0659762	0.0797534	0.0982057	0.0831425	0.116176	0.0438008	0.166623	0.0166969	0.028389	0.0123799	0.0680649	0.327049	0.0111673	0.0295097	0.140512	0.0647087	0.501414	0.0907584	0.130073	0.166789	0.0364963	0.116344	0.296064	0.0559198	0.128692	0.105986	0.122673	0.111062	0.0733865	0.160486	0.0144992	0.364401	0.12264	0.110502	0.025214	0.0102006	0.028129	0.0307294	0.320816	0.0348197	0.212297	0.871365	0.744582	0.0625555	0.0579855	0.310369	0.237306	0.0277388	0.512119	0.0377813	0.0598937	0.0422994	0.023245	0.0205169	0.820691	0.0779105	0.259788	6.39037	0.0323037	0.0501653	0.148136	0.0740755	0.016385	0.141733	0.41445	0.103812	0.0483914	0.106941	0.0173387	0.296374	0.520873	0.077018	0.0588698	0.0230923	0.012989	0.0940017	0.0964233	0.0173249	0.0106089	0.0283657	0.218861	0.0330094	3.76076	0.0356955	0.513143	0.0449825	0.0138323	0.00909282	0.498993	0.640493	0.692655	0.175844	0.385401	0.284353	0.033066	0.00781751	0.0318369	0.0448837	0.062479	0.054245	0.0248393	0.0891718	0.0318166	1.08851	0.343518	0.051155	0.246554	0.0898358	0.171044	0.0193487	0.195404	0.270806	0.127407	0.0260846	0.182434	0.071082	0.110833	2.60009	0.546804	0.49068	0.0196951	0.428763	0.378719	0.0208179	0.0478121	0.354262	0.163639	0.00545456	0.0643308	0.069912	0.0716113	0.140756	0.127222	0.0238783	0.0158841	0.304233	0.0868203	0.0264606	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.2434325	0.27557	0.211793	0.267107	0.245531	1.99995	0.4641799	0.2621416	-2.21561	1.32419	1.753479
5190	-17054.4	-16864.8	-189.576	0.1710562	0.155724	0.396252	1.21485	0.184785	0.128196	0.00744303	0.0580259	0.513343	0.0430685	0.127737	0.0268901	0.159337	0.151532	0.481701	0.868742	0.156282	0.119858	0.228904	0.182728	0.123785	0.0795905	0.0962106	0.118471	0.100299	0.140149	0.0528391	0.201006	0.0201423	0.0342471	0.0149345	0.0821102	0.394536	0.0134717	0.035599	0.169507	0.0780614	0.604881	0.109486	0.156914	0.201206	0.0440273	0.140352	0.357157	0.0674589	0.155248	0.127856	0.147987	0.13398	0.0885298	0.193602	0.0174911	0.439596	0.147947	0.133305	0.030417	0.0123055	0.0339334	0.0370704	0.387017	0.130155	0.256104	1.05117	0.898227	0.0754639	0.0699508	0.374414	0.286274	0.0334627	0.617795	0.0455775	0.0722528	0.0510279	0.0280416	0.0247506	0.990041	0.0939874	0.313396	7.70903	0.0389696	0.060517	0.178704	0.0893611	0.019766	0.170979	0.499972	0.125234	0.058377	0.129008	0.0209165	0.357531	0.628355	0.0929107	0.0710176	0.0278574	0.0156693	0.113399	0.11632	0.0208999	0.012798	0.0342189	0.264023	0.0398209	4.5368	0.0430613	0.61903	0.0542647	0.0166866	0.0109691	0.601961	0.772659	0.835585	0.21213	0.464929	0.343029	0.0398892	0.00943065	0.0384065	0.0541455	0.0753716	0.0654385	0.029965	0.107573	0.038382	1.31313	0.414403	0.0617109	0.297431	0.108374	0.206339	0.0233413	0.235726	0.326687	0.153698	0.0314672	0.220079	0.0857498	0.133704	3.13662	0.659638	0.591932	0.0237592	0.517238	0.456868	0.0251137	0.0576781	0.427364	0.197406	0.00658011	0.0776055	0.0843384	0.0863883	0.169801	0.153474	0.0288206	0.0215177	0.0156326	0.0654352	0.0352183	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.2940243	0.27557	0.211793	0.267107	0.245531	1.999759	0.4641799	0.2589265	-2.139364	1.25551	1.576306
5200	-17051.4	-16870.9	-180.512	0.1710562	0.118495	0.350973	1.07603	0.16367	0.113547	0.00659254	0.0513955	0.454685	0.0381471	0.113141	0.0238174	0.14113	0.134216	0.426658	0.769473	0.138424	0.106163	0.202748	0.161848	0.10964	0.0704959	0.0852169	0.104933	0.0888381	0.124134	0.0468013	0.178038	0.0178407	0.0303338	0.013228	0.0727277	0.349453	0.0119323	0.0315312	0.150137	0.0691415	0.535763	0.0969757	0.138984	0.178215	0.0389964	0.124314	0.316345	0.0597506	0.137508	0.113247	0.131077	0.118671	0.0784138	0.17148	0.0154924	0.389364	0.131042	0.118072	0.0269413	0.0108994	0.0300559	0.0328345	0.342793	0.115283	0.22684	0.931057	0.795589	0.0668409	0.0619577	0.331631	0.253562	0.029639	0.547201	0.0403695	0.0639967	0.0451971	0.0248374	0.0219224	0.876912	0.0832477	0.277585	6.82814	0.0345167	0.0536019	0.158284	0.07915	0.0175074	0.151442	0.442842	0.110924	0.0517064	0.114267	0.0185265	0.316677	0.556555	0.0822941	0.0629026	0.0246742	0.0138788	0.100441	0.103029	0.0185117	0.0113356	0.0303088	0.233854	0.0352707	4.01839	0.554881	0.548295	0.048064	0.0147799	0.00971572	0.533177	0.684369	0.740105	0.18789	0.411803	0.303832	0.0353312	0.00835304	0.0340179	0.0479584	0.0667591	0.057961	0.0265409	0.0952805	0.854163	1.16308	0.367051	0.0546594	0.263445	0.09599	0.182761	0.0206742	0.208791	0.289357	0.136135	0.0278715	0.0667551	0.0759514	0.118426	2.7782	0.584263	0.524294	0.0210443	0.458135	0.404663	0.022244	0.0510874	0.37853	0.174849	0.00582822	0.0687378	0.0747013	0.0765169	0.150398	0.135937	0.025548	0.0170734	0.0543434	0.110985	0.0201094	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.2684635	0.27557	0.211793	0.267107	0.245531	1.998372	0.4641799	0.2711968	-2.078915	1.24419	1.548009
5210	-17093	-16865.2	-227.841	0.1710562	0.138271	0.479953	1.47147	0.223818	0.155275	0.00901524	0.0702829	0.621778	0.0521659	0.154719	0.0325701	0.192994	0.18354	0.583452	1.05225	0.189294	0.145177	0.277256	0.221326	0.149932	0.0964026	0.116533	0.143495	0.121485	0.169753	0.0640004	0.243465	0.024397	0.0414812	0.0180892	0.0994546	0.497179	0.0163174	0.0431187	0.205312	0.0945505	0.732651	0.132614	0.190059	0.243708	0.0533273	0.169998	0.4326	0.0817085	0.188041	0.154864	0.137432	0.162281	0.10723	0.234497	0.0211858	0.532453	0.179199	0.161463	0.036842	0.0149048	0.0411012	0.0449009	0.468767	0.157648	0.310202	1.27321	1.08796	0.0914043	0.0847267	0.453503	0.346744	0.0405311	0.748293	0.055205	0.087515	0.0618067	0.0339649	0.0299787	1.19917	0.113841	0.379595	9.33743	0.0472013	0.434162	0.216452	0.108237	0.0239412	0.207096	0.605582	0.151688	0.0707081	0.156259	0.0253348	0.433053	0.761084	0.112537	0.0860188	0.0337418	0.0189791	0.137353	0.140891	0.0253146	0.0155014	0.0414471	0.319794	0.0482324	5.49512	0.758796	0.749789	0.0657271	0.0202114	0.0132862	0.729115	0.935869	0.868711	0.256938	0.0275768	0.415488	0.0483152	0.0114227	0.0465192	0.0655828	0.0912925	0.0792612	0.0362945	0.130295	1.16806	1.5905	0.501939	0.0747463	0.360258	0.131266	0.249924	0.0282718	0.285519	0.395693	0.186164	0.0381141	0.0912871	0.103863	0.161946	3.79917	0.798975	0.716968	0.0287779	0.626496	0.553374	0.0304186	0.0698616	0.517637	0.239105	0.00797005	0.0939984	0.102153	0.104636	0.205668	0.185893	0.0349314	0.0376731	0.0201788	0.0729244	0.0401753	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.3641449	0.27557	0.211793	0.267107	0.245531	1.998858	0.4641799	0.2395998	-2.212534	1.251997	1.567497
5220	-17112	-16868.5	-243.52	0.1710562	0.110507	0.517498	1.58657	0.241326	0.167421	0.00972046	0.0757808	0.670417	0.0562466	0.166822	0.0351179	0.208091	0.197897	0.629093	1.13456	0.204102	0.156533	0.298944	0.238639	0.161661	0.103944	0.125649	0.15472	0.130989	0.183032	0.0690069	0.26251	0.0263055	0.0447261	0.0195042	0.107234	0.185949	0.0175938	0.0464917	0.221372	0.101947	0.789963	0.142987	0.204927	0.262772	0.0574989	0.183297	0.46644	0.0881001	0.202751	0.166978	0.148183	0.174976	0.115618	0.252841	0.022843	0.574104	0.193216	0.174093	0.039724	0.0160708	0.0443164	0.0484133	0.505437	0.16998	0.334468	1.37281	1.17307	0.0985545	0.0913545	0.488978	0.373868	0.0437016	0.806829	0.0595234	0.0943609	0.0666415	0.0366218	0.0323238	1.29298	0.122746	0.409289	10.0679	0.0508936	0.468125	0.233384	0.116704	0.025814	0.223296	0.652954	0.163554	0.0762392	0.168483	0.0273166	0.466929	0.82062	0.12134	0.0927477	0.0363813	0.0204638	0.148097	0.151912	0.0272949	0.016714	0.0446893	0.34481	0.0520054	5.92498	0.818153	0.808442	0.0708687	0.0217925	0.0143255	1.99296	1.00908	0.936666	0.277038	0.872365	0.44799	0.0520946	0.0123163	0.0501582	0.070713	0.0984339	0.0854615	0.0391337	0.140488	1.25943	1.71492	0.541203	0.0805934	0.38844	0.141534	0.269475	0.0304834	0.307854	0.426647	0.200727	0.0410955	0.0984281	0.111988	0.174615	4.09637	0.861475	0.773053	0.0310291	0.675504	0.596662	0.0327981	0.0753266	0.558129	0.257809	0.00859351	0.101351	0.110144	0.112822	0.221757	0.200435	0.0359497	0.00634882	0.232202	0.0840244	0.0346628	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.4042249	0.27557	0.211793	0.267107	0.245531	1.99848	0.4641799	0.3219185	-1.950907	1.278632	1.6349
5230	-17147.4	-16865.3	-282.039	0.1710562	0.161562	0.661921	2.02935	0.308675	0.214145	0.0124332	0.0969296	0.857516	0.0719438	0.213379	0.0449186	0.266165	0.253126	0.804659	1.45119	0.261063	0.200218	0.382373	0.305238	0.206777	0.132952	0.160715	0.197899	0.167545	0.234112	0.0882652	0.201754	0.0336468	0.0572082	0.0249474	0.137161	0.237844	0.0225039	0.0594665	0.283153	0.130398	1.01042	0.182892	0.262117	0.336106	0.0735456	0.234451	0.596614	0.112687	0.259334	0.213578	0.189537	0.223808	0.147885	0.323403	0.029218	0.734324	0.247139	0.222679	0.0508101	0.0205558	0.0566842	0.0619244	0.646493	0.217418	0.42781	1.75593	1.50045	0.126059	0.11685	0.625442	0.478207	0.0558978	1.032	0.0761352	0.120695	0.0852398	0.0468422	0.0413447	1.65382	0.157002	0.523513	12.8776	0.0650969	0.598768	0.298516	0.149273	0.0330182	0.285613	2.16336	0.209198	0.097516	0.215502	0.0349401	0.597239	1.04964	0.155203	0.118632	0.0465345	0.0261748	0.189428	0.194308	0.0349123	0.0213785	0.0571611	0.441039	0.066519	7.57851	1.04648	1.03406	0.0906466	0.0278743	0.0183234	2.54916	1.29069	1.19807	0.354353	1.11582	0.573015	0.0666331	0.0157535	0.0641563	0.0904475	0.125905	0.109312	0.0500551	0.179695	1.61091	2.19351	0.692242	0.103085	0.496845	0.181033	0.344679	0.0389906	0.39377	0.545715	0.256745	0.138961	0.125897	0.143241	0.223346	5.23957	1.10189	0.988795	0.0396886	0.864022	0.763177	0.0419513	0.0963486	0.713891	0.329758	0.0109918	0.129636	0.140883	0.144308	0.283645	0.256372	0.0459219	0.00967476	0.058849	0.087637	0.0346194	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.5235832	0.27557	0.211793	0.267107	0.245531	1.999537	0.4641799	0.4206392	-1.689168	1.283112	1.646377
5240	-17155.8	-16868.1	-287.745	0.1710562	0.172674	0.672501	2.6056	0.313609	0.217568	0.012632	0.0984789	0.871223	0.0730938	0.216789	0.0456366	0.270419	0.257172	0.817521	1.47439	0.265235	0.203418	0.388485	0.310117	0.210082	0.021715	0.163284	0.201063	0.170223	0.237854	0.089676	0.204979	0.0341846	0.0581226	0.0253462	0.139354	0.241645	0.0228636	0.060417	0.287679	0.132482	1.02658	0.185815	0.266307	0.341478	0.0747211	0.238198	0.60615	0.114488	0.263479	0.125081	0.192567	0.227385	0.150249	0.328573	0.0296851	0.746062	0.251089	0.226239	0.0516223	0.0208843	0.0575902	0.0629142	0.656827	0.220893	0.434648	1.784	1.52443	0.128074	0.118717	0.635439	0.485851	0.0567913	1.04849	0.00570914	0.122624	0.0866022	0.0475909	0.0420056	1.68025	0.159511	0.531881	13.0834	0.0661374	0.608339	0.303288	0.151659	0.0335459	0.290178	2.19794	0.212542	0.0990747	0.218947	0.0354986	0.606785	1.06642	0.157684	0.120528	0.0472783	0.0265931	0.192456	0.197414	0.0354703	0.0217202	0.0580748	0.103606	0.0675822	7.69965	1.06321	1.05059	0.0920955	0.0283198	0.0186163	2.5899	1.31132	1.21722	0.360017	1.13366	1.27929	0.0676982	0.0160053	0.0651817	0.0918932	0.127917	0.111059	0.0508551	0.182567	1.63666	2.22857	0.703306	0.104733	0.504786	0.183927	0.350189	0.0396138	0.400064	0.554437	0.260849	0.141183	0.12791	0.145531	0.226916	5.32332	1.11951	1.0046	0.040323	0.877833	0.775375	0.0426218	0.0978886	0.725302	0.335029	0.0111675	0.131709	0.143135	0.146614	0.288178	0.26047	0.046656	0.0105692	0.395144	0.0655386	0.0232681	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.5378303	0.27557	0.211793	0.267107	0.245531	2.000207	0.4641799	0.5727342	-1.459941	1.343583	1.805214
5250	-17206.2	-16868.9	-337.281	0.1710562	0.144725	0.882556	3.41946	0.411565	0.285525	0.0165776	0.129239	1.14335	0.0959246	0.284503	0.0598911	0.354885	0.3375	1.07287	1.93491	0.348081	0.266956	0.509828	0.406982	0.275701	0.0284976	0.214286	0.263864	0.223392	0.312148	0.117686	0.269004	0.0448622	0.0762772	0.033263	0.182881	0.317123	0.030005	1.36504	0.377535	0.173863	1.34723	0.243855	0.349488	0.448138	0.0980602	0.312599	0.79548	0.150248	0.345777	0.16415	0.252715	0.298409	0.197179	0.431202	0.0389572	0.979093	0.329517	0.296904	0.0677464	0.0274075	0.0755785	0.0825654	0.861986	0.289889	0.57041	2.34123	2.00058	0.168078	0.0818145	0.833917	0.637606	0.07453	1.37599	0.00749238	0.160926	0.80151	0.0624559	0.055126	2.20508	0.209334	0.698013	17.17	0.0867954	0.798353	0.398019	0.19903	0.044024	0.380815	2.88446	0.278929	0.130021	0.287335	0.0465866	0.796314	1.39951	0.206936	0.158175	0.0620457	0.0348995	0.252569	0.259075	0.0465494	0.0285045	0.0762144	0.135967	0.0886915	10.1046	1.3953	1.37874	0.58307	0.0371655	0.0244311	3.39886	1.72091	1.59742	0.472468	1.48776	1.67888	0.0888437	0.0210045	0.0855412	0.120596	0.167872	0.145748	0.0667397	0.239592	2.14787	2.92467	0.922984	0.137446	0.662456	0.241376	0.45957	0.0519872	0.525023	0.727615	0.342325	0.185281	0.167862	0.190987	0.297793	6.98606	1.46918	1.31839	0.163829	1.15202	1.01756	0.0559347	0.128464	0.951849	0.439675	0.0146556	0.172848	0.187843	0.192409	0.378191	0.341827	0.0612289	0.0136927	0.127068	0.0530073	0.0291684	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.7182567	0.27557	0.211793	0.267107	0.245531	1.999095	0.4641799	0.5314763	-1.362632	1.208748	1.461071
5260	-17183.5	-16866.8	-316.726	0.1710562	0.179997	0.779227	3.01911	0.363379	0.252096	0.0146367	0.114108	1.00949	0.0846938	0.251194	0.0528791	0.313335	0.297986	0.947261	1.70837	0.307328	0.235701	0.450138	0.359333	0.243422	0.0251611	0.189197	0.232971	0.197237	0.275602	0.103908	0.237509	0.185341	0.0673467	0.0293686	0.161469	0.279994	0.026492	1.20522	0.333333	0.153507	0.299708	0.215304	0.30857	0.395671	0.0865794	0.276	0.702346	0.132657	0.305293	0.144931	0.223127	0.263471	0.174093	0.380717	0.0343961	0.864462	0.290937	0.262143	0.0598147	0.0241987	0.0667298	0.0728987	0.761065	0.255949	0.503627	2.06712	1.76636	0.148399	0.0722357	0.736283	0.562955	0.0658041	1.21489	0.00661518	0.142085	0.707669	0.251582	0.0486719	1.94691	0.184826	0.61629	15.1598	0.0766335	0.704882	0.351419	0.175728	0.0388697	0.33623	2.54675	0.246272	0.114798	0.253694	0.0411322	0.703082	1.23566	0.182708	0.139656	0.0547814	0.0308135	0.222998	0.228743	0.0410995	0.0251672	0.0672913	0.120048	0.0783076	8.92158	1.23194	1.21732	0.514805	0.0328142	0.0215707	3.00092	1.51943	1.41039	0.417151	1.31357	1.48232	0.0784419	0.0185453	0.0755261	0.106477	0.148218	0.128684	0.0589259	0.211541	1.8964	2.58225	0.814921	0.121354	0.584896	0.213116	0.405764	0.053559	0.463554	0.642427	0.302246	0.114106	0.148209	0.168626	0.262927	6.16813	1.29717	1.16403	0.144648	1.01715	0.898428	0.0493859	0.113424	0.840407	0.388198	0.0129397	0.152611	0.165851	0.169882	0.333912	0.301806	0.0540603	0.0131215	0.451263	0.0664837	0.0193938	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.6330004	0.27557	0.211793	0.267107	0.245531	1.999553	0.4641799	0.5027428	-1.46453	1.246478	1.553708
5270	-17180.8	-16868.4	-312.484	0.1710562	0.164279	0.750405	2.90745	0.349939	0.242771	0.0140953	0.109887	0.972148	0.0815612	0.241903	0.0509233	0.301746	0.286964	0.912225	1.64519	0.295961	0.226983	0.433488	0.346042	0.234419	0.0242305	0.1822	0.224354	0.189942	0.265408	0.100064	0.228725	0.178486	0.0648557	0.0282824	0.155497	0.269638	0.0255122	1.16065	0.321004	0.147829	0.288623	0.207341	0.297157	0.381036	0.628047	0.265792	0.676368	0.127751	0.294002	0.139571	0.214874	0.253726	0.167654	0.366636	0.0331239	0.832488	0.280176	0.252447	0.0576024	0.0233036	0.0642616	0.0702024	0.732916	0.246482	0.484999	1.99066	0.894734	0.14291	0.0222824	0.70905	0.542133	0.0633702	1.16995	0.0063705	0.136829	0.681495	0.242277	0.0468716	1.8749	0.177989	0.593496	14.599	0.073799	0.678811	0.338421	0.169228	0.037432	0.323793	2.45255	0.237163	0.110552	0.244311	0.0396109	0.677077	1.18995	0.17595	0.13449	0.0527552	0.0296738	0.21475	0.391316	0.0395793	0.0242363	0.00324405	0.115608	0.0754112	8.5916	1.18637	1.17229	0.495763	0.0316005	0.0207729	2.88993	1.46323	1.35823	0.401722	1.26498	1.42749	0.0755406	0.0178594	0.0727326	0.102538	0.142735	0.123925	0.0567464	0.203716	1.82626	2.48674	0.78478	0.116866	0.563263	0.205233	0.390756	0.051578	0.446408	0.618665	0.291067	0.109885	0.142727	0.162389	0.253202	5.93999	1.24919	1.12098	0.139297	0.979524	0.865197	0.0475593	0.109228	0.809323	0.37384	0.0124611	0.146966	0.159716	0.163598	0.321562	0.290643	0.0520607	0.0114289	0.288618	0.0508678	0.0304225	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.6073277	0.27557	0.211793	0.267107	0.245531	2.00024	0.4641799	0.6306041	-1.40524	1.374164	1.888325
5280	-17188.1	-16867.6	-320.441	0.1710562	0.153503	0.799568	3.09792	0.372865	0.258676	0.0150187	0.117086	1.03584	0.0869046	0.257751	0.0542595	0.321514	0.305764	0.971989	1.75297	0.315351	0.241854	0.461888	0.368713	0.249776	0.025818	0.194136	0.239053	0.202386	0.282796	0.10662	0.243709	0.190179	0.0691047	0.0301353	0.165684	0.287303	0.0271836	1.23668	0.342035	0.157514	0.307532	0.220925	0.316625	0.405999	0.669193	0.283205	0.72068	0.13612	0.313263	0.148715	0.228952	0.270349	0.178638	0.390656	0.035294	0.887028	0.298532	0.268986	0.0613761	0.0248303	0.0684717	0.0748016	0.780932	0.26263	0.516774	2.12108	0.953352	0.152273	0.0237422	0.755503	0.577651	0.0675218	0.129568	0.00678786	0.145794	0.726142	0.258149	0.0499424	1.99773	0.418781	0.632378	15.5555	0.0786339	0.723283	0.360593	0.180315	0.0398843	0.345006	2.61323	0.252701	0.117795	0.260316	0.0422059	0.721436	1.26791	0.187478	0.143301	0.0562114	0.0316178	0.22882	0.416953	0.0421723	0.0258241	0.00345658	0.123182	0.0803517	9.15447	1.2641	1.24909	0.528243	0.0336707	0.0221338	3.07926	1.55909	1.44721	0.428041	1.34786	1.52101	0.0804895	0.0190294	0.0774976	0.109256	0.152087	0.132043	0.0604641	0.217063	1.94591	2.64966	0.836194	0.124522	0.600164	0.218679	0.416356	0.0549571	0.102265	0.659197	0.310136	0.117084	0.152078	0.173028	0.269791	6.32915	1.33103	1.19442	0.148423	1.0437	0.92188	0.0506751	0.116384	0.862345	0.398332	0.0132775	0.156594	0.17018	0.174316	0.342629	0.309684	0.0554715	0.0171394	0.39519	0.0770101	0.0255366	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.6396842	0.27557	0.211793	0.267107	0.245531	1.999424	0.4641799	0.6270185	-1.31003	1.298654	1.686501
5290	-17164.8	-16868.4	-296.45	0.1710562	0.168067	0.669392	2.59356	0.31216	0.216562	0.0125736	0.0980237	0.867196	0.0727559	0.215787	0.0454256	0.269169	0.255984	0.813742	1.46757	0.264009	0.202478	0.386689	0.308684	0.209111	0.0216146	0.162529	0.200133	0.169436	0.236755	0.0892615	0.204032	0.159217	0.057854	0.025229	0.13871	0.240528	0.0227579	1.03534	0.286349	0.13187	0.257464	0.184956	0.265076	0.3399	0.560244	0.237097	0.603348	0.113959	0.262261	0.124503	0.191677	0.226334	0.149554	0.327054	0.0295479	0.742613	0.249929	0.225193	0.0513837	0.0207878	0.057324	0.0626234	0.653791	0.219872	0.432639	1.77575	0.79814	0.127482	0.0198768	0.632502	0.483605	0.0565288	0.108474	0.183329	0.122057	0.607921	0.216121	0.0418114	1.67249	0.350601	0.529422	13.0229	0.0658317	0.605527	0.301886	0.150958	0.0333909	0.288837	2.18778	0.211559	0.0986167	0.217935	0.0353345	0.603981	1.06149	0.156955	0.119971	1.24534	0.0264702	0.191566	0.34907	0.0353064	0.0216198	0.00289382	0.103127	0.0672699	7.66406	1.05829	1.04573	0.442241	0.0281889	0.906918	2.57793	1.30526	1.21159	0.358353	1.12842	1.27338	0.0673853	0.0159313	0.0648805	0.0914684	0.127326	0.110546	0.0506201	0.181723	1.6291	2.21827	0.700056	0.104249	0.502453	0.183076	0.34857	0.0460097	0.0856152	0.551875	0.259643	0.0980223	0.127318	0.144858	0.225867	5.29872	1.11433	0.999956	0.124259	0.873775	0.771792	0.0424248	0.0974362	0.721949	0.333481	0.0111158	0.1311	0.142474	0.145937	0.286846	0.259266	0.0464403	0.0191211	0.0222096	0.0556168	0.0421452	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.5482727	0.27557	0.211793	0.267107	0.245531	2.001166	0.4641799	0.5305736	-1.577181	1.373597	1.88677
