Iteration	Posterior	Likelihood	Prior	birth_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	branch_rates[103]	branch_rates[104]	branch_rates[105]	branch_rates[106]	branch_rates[107]	branch_rates[108]	branch_rates[109]	branch_rates[110]	branch_rates[111]	branch_rates[112]	branch_rates[113]	branch_rates[114]	branch_rates[115]	branch_rates[116]	branch_rates[117]	branch_rates[118]	branch_rates[119]	branch_rates[120]	branch_rates[121]	branch_rates[122]	branch_rates[123]	branch_rates[124]	branch_rates[125]	branch_rates[126]	branch_rates[127]	branch_rates[128]	branch_rates[129]	branch_rates[130]	branch_rates[131]	branch_rates[132]	branch_rates[133]	branch_rates[134]	branch_rates[135]	branch_rates[136]	branch_rates[137]	branch_rates[138]	branch_rates[139]	branch_rates[140]	branch_rates[141]	branch_rates[142]	branch_rates[143]	branch_rates[144]	branch_rates[145]	branch_rates[146]	branch_rates[147]	branch_rates[148]	branch_rates[149]	branch_rates[150]	branch_rates[151]	branch_rates[152]	branch_rates[153]	branch_rates[154]	branch_rates[155]	branch_rates[156]	branch_rates[157]	branch_rates[158]	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	pi[1]	pi[2]	pi[3]	pi[4]	root_time	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
100	-16990.2	-16824.9	-165.257	0.1710562	0.0498611	0.605789	0.059112	0.0914484	0.000540169	0.481312	0.0590107	0.0627159	0.0100845	0.0238563	0.0509542	3.60665	0.0482296	0.0872266	0.0601535	0.0282452	2.81728	0.280114	0.117508	0.183665	1.18158	0.0197694	0.0710511	1.04626	0.508804	0.0434155	0.31252	0.0132883	0.714867	0.176306	0.0307913	0.20293	0.0352244	0.403348	0.030764	0.0238544	0.0662644	0.208382	0.0321853	0.391075	0.0718501	0.110948	0.132905	0.0845197	0.615705	0.161135	0.0602979	0.00306747	0.0485297	0.107605	0.0914647	0.0117381	0.0607523	0.193786	0.164714	0.0567725	0.789474	0.0738398	0.216283	0.0360347	0.0332664	0.138449	0.0349976	0.448572	0.16446	0.34723	0.0351603	0.0724373	0.0876504	0.145643	0.474275	0.156866	0.0973864	0.207333	0.108566	1.47299	0.0706908	0.00798969	0.690703	0.190083	0.158586	0.128738	0.13515	0.0413026	0.0652039	0.0177404	0.110512	0.287775	0.0221781	0.0146995	0.0426547	0.0426605	0.087539	1.68336	0.351419	0.138115	0.372446	0.131163	0.0351817	0.00506933	0.0790728	0.0475182	0.186705	0.586035	0.0182849	0.105292	0.148787	0.0277076	2.34537	0.212441	0.0195277	0.0206108	1.19891	0.190626	0.0559571	0.00796235	0.0249305	0.326644	0.372564	0.0259557	0.0584501	0.0709237	0.00703945	0.0494716	0.0836274	0.0148225	0.0381932	0.270248	0.0337531	0.0183322	0.0435582	1.05192	0.0428536	0.0501126	0.221484	0.0770852	0.0501876	0.0281828	0.12299	0.0244297	0.179625	0.130346	0.109218	0.11307	0.0446078	0.284248	0.0841225	0.103934	0.179319	0.234996	0.122808	0.0756774	0.0204669	0.0356391	0.204912	0.0827733	0.0589705	0.0036541	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.2317155	0.27557	0.211793	0.267107	0.245531	1.99946	0.4641799	0.2429697	-2.515771	1.483882	2.201905
110	-17041.1	-16830.5	-210.575	0.1710562	0.0605806	0.80932	0.0789724	0.122173	0.000721654	0.643022	0.0788371	0.0837871	0.0134727	0.0318715	0.0680737	4.81841	0.0644337	0.116533	0.0803637	0.037735	3.76382	0.374226	0.156988	0.245373	1.57856	0.0264115	0.0949228	1.39778	0.679751	0.0580022	0.41752	0.0177529	0.955046	0.23554	0.0411366	0.271111	0.047059	0.538864	0.0411	0.0318689	0.0885278	0.278394	0.0429989	0.522468	0.0959902	0.148224	0.177558	0.112917	0.822568	0.215273	0.0805567	0.00409807	0.0648346	0.143758	0.122195	0.0156819	0.0811637	0.258894	0.220054	0.0758469	1.05472	0.0986484	0.28895	0.0481415	0.0444432	0.184965	0.046756	0.599282	0.219715	0.463892	0.0469734	0.0967747	0.117099	0.194576	0.633621	0.20957	0.130106	0.276992	0.145042	1.96789	0.0944414	0.0106741	0.922765	0.253947	0.211868	0.171992	0.180557	0.0551794	0.087111	0.0237008	0.147642	0.384461	0.0296294	0.0196382	0.0569857	0.0569934	0.11695	2.24893	0.469489	0.184519	0.497579	0.17523	0.047002	0.00677251	0.10564	0.0634833	0.249434	0.78293	0.0244283	0.140668	0.198776	0.0370168	3.13337	0.283817	0.0260886	0.0275356	1.60171	0.254672	0.0747575	0.0106375	0.0333066	0.43639	0.497737	0.0346763	0.0780881	0.0947526	0.00940455	0.0370463	0.111724	0.0273959	0.0510253	0.361046	0.0450934	0.0244915	0.0581928	1.40534	0.0572515	0.0669494	0.295898	0.102984	0.0670496	0.0376517	0.164312	0.0326375	0.239975	0.17414	0.145913	0.151059	0.0595951	0.379749	0.112386	0.138854	0.239566	0.31395	0.164068	0.101103	0.0273434	0.0476018	0.0438596	0.628735	0.0470687	0.0233408	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.3111334	0.27557	0.211793	0.267107	0.245531	1.999915	0.4641799	0.3937778	-1.960031	1.433919	2.056125
120	-17086.3	-16827.5	-258.836	0.1710562	0.0681556	1.12692	0.109963	0.543517	0.0120601	0.895359	0.129182	0.116667	0.0187597	0.0443787	0.865207	0.331698	0.089719	0.162263	0.1119	0.0525431	5.24084	0.521081	0.218594	0.341663	2.19803	0.036776	0.132173	1.9463	0.946502	0.0853724	0.581364	0.0247196	1.32983	0.327972	0.0572795	0.377501	0.0655261	0.205452	0.0572287	0.0443751	0.123268	0.387643	0.0598727	0.727497	0.133659	0.20639	0.247236	0.157228	1.14536	0.299752	0.112169	0.00570625	0.0902773	0.200172	0.170147	0.0218358	0.113014	0.360491	0.306408	0.105611	1.46862	0.13736	0.40234	0.0670334	0.0618838	0.25755	0.0651042	0.834455	0.305937	0.645934	0.0654069	0.134751	0.163052	0.270932	0.88227	0.29181	0.181163	0.38569	0.20196	2.74013	0.131503	0.0148628	1.28488	0.353602	0.29501	0.239485	0.251412	0.0768331	0.121295	0.0330016	0.20558	0.535332	0.0412567	0.0273447	0.0793483	0.079359	0.162844	3.13146	0.653727	0.256929	0.692842	0.243995	0.0654466	0.00943021	0.147095	0.0883957	0.347318	1.09017	0.0340145	0.195869	0.27678	0.0515431	4.36297	0.395193	0.0363264	0.0383412	2.23026	0.354612	0.104094	0.0148119	0.046377	0.60764	0.693061	0.0482841	0.108732	0.131936	0.0130951	0.0515842	0.155568	0.0381468	0.0710489	0.502729	0.0627892	0.0341025	0.0810291	1.95683	0.0797184	0.0932219	0.412015	0.143398	0.0933615	0.0524271	0.228792	0.0454453	0.334147	0.242477	0.203172	0.210338	0.0829816	0.528771	0.156489	0.193343	0.333578	0.437151	0.228453	0.140779	0.0380736	0.0662819	0.0610712	0.875466	0.0553826	0.00488577	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.3965364	0.27557	0.211793	0.267107	0.245531	1.999915	0.4641799	0.5894222	-1.587002	1.454915	2.116779
130	-17127.6	-16828.8	-298.793	0.1710562	0.0614619	1.46103	0.142565	0.704658	0.0156357	1.16081	0.167482	0.151257	0.0243215	0.0575361	1.12172	0.430039	0.116319	0.210371	0.145077	0.0681211	6.79464	0.675571	0.283402	0.442959	2.8497	0.0476793	0.171359	2.52334	1.22712	0.110684	0.753727	0.0320484	1.7241	0.425209	0.0742618	0.489422	0.0849532	0.266365	0.0741958	0.0575314	0.159815	0.502571	0.0776237	0.943185	0.173286	0.267581	0.320537	0.203843	3.13393	0.388622	0.145425	0.00739804	0.117043	0.259518	0.220592	0.0283097	0.146521	0.467369	0.397252	0.136923	1.90403	0.178085	0.521626	0.0869075	0.0802311	0.333909	0.0844062	1.08185	0.396641	0.837441	0.0847988	0.174702	0.211393	0.351257	1.14384	0.378326	0.234874	0.500039	0.261837	3.55253	0.17049	0.0192693	1.66582	0.458438	0.382474	0.310488	0.325951	0.0996125	0.157257	0.0427859	0.266531	0.694047	0.0534885	0.0354518	0.102873	0.102887	0.211124	4.05987	0.847544	0.333103	0.898255	0.316334	0.0848502	0.0122261	0.190706	0.114603	0.45029	1.41338	0.0545975	0.25394	0.35884	0.0668246	5.65651	0.51236	0.322092	0.0497086	2.89149	0.459747	0.134956	0.0192034	0.0601268	0.787792	0.898539	0.0625994	0.140968	0.171052	0.0169776	0.0668778	0.20169	0.0494565	0.0921134	0.651778	0.0814049	0.0442132	0.105053	2.537	0.103353	0.12086	0.534169	0.185912	0.121041	0.0679706	0.296624	0.0589189	0.433215	0.314366	0.263409	0.272699	0.107584	0.685541	0.202885	0.250666	0.432477	0.566758	0.296184	0.182517	0.0493616	0.0859332	0.0791775	1.13502	0.0623589	0.00921313	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.5261331	0.27557	0.211793	0.267107	0.245531	1.999915	0.4641799	0.5415851	-1.513608	1.341904	1.800707
140	-17138.2	-16829.1	-309.13	0.1710562	0.0563194	1.55711	0.151941	0.751	0.016664	1.23716	0.178496	0.161204	0.025921	0.0613199	1.19549	0.458321	0.123969	0.224206	0.154617	0.0726011	7.24149	0.72	0.30204	0.47209	3.03711	0.0508149	0.182629	2.68929	1.30782	0.117963	0.803296	0.0341561	0.162721	0.453173	0.0791456	0.521609	0.0905402	0.283882	0.0790753	0.0613149	0.170325	0.0480349	0.0827286	1.00521	0.184682	0.285178	0.341617	0.278376	3.34003	0.414179	0.154989	0.00788457	0.12474	0.276586	0.649498	1.00531	0.156157	0.498105	0.423377	0.145927	2.02925	0.189797	0.555931	0.092623	0.0855075	0.355868	0.0899572	1.153	0.422726	0.892515	0.0903755	0.186192	0.225295	0.374358	1.21907	0.403206	0.25032	0.134219	0.279057	3.78616	0.181703	0.0205366	1.77537	0.488587	0.407627	0.330907	0.347387	0.106164	0.167599	0.0455997	0.284059	0.739691	0.0570061	0.0377833	0.109639	0.109654	0.225009	4.32687	0.903283	0.35501	0.957329	0.337138	0.0904304	0.0130301	0.203248	0.12214	0.479904	1.50634	0.0581881	0.27064	0.382439	0.0712193	6.02851	0.546055	0.343274	0.0529777	3.08165	1.47486	0.143831	0.0204663	0.064081	0.839602	0.957632	0.0667162	0.150239	0.182301	0.0180941	0.0250963	0.214955	0.052709	0.0981713	0.694642	0.0867585	0.0471209	0.111961	2.70384	0.11015	0.128809	0.569299	0.198138	0.129002	0.0724407	0.316131	0.0627937	0.461706	0.33504	0.280732	0.290633	0.114659	0.730625	0.216227	0.267151	0.460919	0.604031	0.315663	0.19452	0.0526079	0.0915846	0.0843846	1.20967	0.0566374	0.0116816	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.5595391	0.27557	0.211793	0.267107	0.245531	1.999915	0.4641799	0.5400415	-1.349114	1.210789	1.46601
150	-17182.6	-16828.4	-354.204	0.1710562	0.0740704	1.93413	0.188729	0.932836	0.0206988	1.5367	0.221714	0.200236	0.0321972	0.0761671	1.48495	0.569292	0.153985	0.278492	0.591949	0.0901797	8.99484	0.894331	0.375172	0.586395	3.77247	1.56019	0.425763	3.34044	1.62448	0.146524	0.997795	0.0424262	0.353476	0.562898	0.0983088	0.647904	0.0525828	0.352617	0.0982215	0.0761609	0.211565	0.0596653	0.102759	1.2486	0.229399	0.354227	0.424331	0.345778	4.14874	0.514463	0.192516	0.00979363	0.154943	0.343554	0.806758	1.24872	0.193966	0.618709	0.525888	0.18126	2.52059	0.235751	0.690536	0.115049	0.106211	0.442033	0.111738	1.43217	0.525079	1.10862	0.112258	0.231274	0.279845	0.464999	1.51424	0.500833	0.310929	0.166717	0.346624	4.70289	0.225698	0.025509	2.20524	0.606886	0.506324	0.411028	2.86394	0.109271	0.208179	0.0566405	0.352837	0.91879	0.0708088	0.0502114	0.136185	0.136204	0.279489	5.37452	1.12199	0.440967	1.18912	0.418768	0.112326	0.0161851	0.252459	0.151713	0.596101	1.87106	0.0722769	0.336169	0.475037	0.0884633	7.48816	0.67827	0.42639	0.065805	3.82779	1.83197	0.178657	0.0254217	0.0795967	1.04289	1.1895	0.0828699	0.186616	0.226441	0.0224751	0.886565	0.267001	0.0654712	0.121941	0.862833	0.107765	0.0585301	0.13907	3.35851	0.136821	0.159997	0.707141	0.246113	0.160236	0.0899805	0.392675	0.0779977	0.573496	0.416162	0.348704	0.361002	0.142421	0.907529	0.268581	0.331835	0.572519	0.750282	0.392093	0.241618	0.0653456	0.11376	0.104816	1.50256	0.049267	0.0112481	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.7294207	0.27557	0.211793	0.267107	0.245531	1.999915	0.4641799	0.719974	-1.260574	1.365308	1.864067
160	-17177.4	-16828.4	-349.034	0.1710562	0.0667355	1.83977	0.179523	0.88733	0.019689	1.46174	0.210899	0.190467	0.0306265	0.0724514	1.41251	0.541521	0.146473	0.264906	0.563072	0.0857805	8.55604	0.850703	0.35687	0.557789	3.58844	1.48408	0.404994	3.17748	1.54523	0.139377	0.949119	0.0403565	0.336232	0.535438	0.093513	0.616297	0.0500177	0.335416	0.09343	0.0724455	0.201244	0.0567547	0.0977465	1.18769	0.503334	0.336947	0.403631	0.32891	3.94635	0.489366	0.183124	0.00931587	0.147384	0.326795	0.767402	1.18781	0.184504	0.588527	0.500234	0.172418	2.39763	0.224251	0.65685	0.109437	0.10103	0.42047	0.106287	1.36231	0.499464	1.05453	0.106782	0.219991	0.266193	0.442316	1.44037	0.476401	0.295761	0.158584	0.329714	4.47347	0.214687	0.0242646	2.09766	0.577281	0.481624	0.390977	2.72423	0.10394	0.198023	0.0538775	0.335625	0.873969	0.0673545	0.0477619	0.129542	0.129559	0.265855	5.11234	1.06726	0.419455	1.13111	0.398339	0.106846	0.0153955	0.240143	0.144312	0.567021	1.77978	0.0687511	0.31977	0.451863	0.0841478	7.12287	0.645182	0.405589	0.0625948	3.64106	1.7426	0.169941	0.0241816	0.0757138	0.992016	1.13147	0.0788273	0.177512	0.215395	0.0213787	0.843316	0.253976	0.0622773	0.115992	0.820741	0.102508	0.0556748	0.132286	3.19467	0.130146	0.152192	0.672645	0.234107	0.152419	0.085591	0.373519	0.0741927	0.54552	0.395861	0.331693	0.343392	0.135473	0.863257	0.255479	0.315647	0.54459	0.713681	0.372965	0.229832	0.0621578	0.10821	0.0997031	3.17086	0.0436253	0.0111281	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.7066237	0.27557	0.211793	0.267107	0.245531	1.999915	0.4641799	0.8144363	-1.159428	1.381426	1.908337
170	-17161.7	-16827.8	-333.901	0.1710562	0.0600047	1.66982	0.162939	0.805362	0.0178702	1.32671	0.191417	0.172873	0.0277973	0.0657587	1.28203	0.491497	0.132942	0.240435	0.511058	0.0778564	7.76567	0.772118	0.323904	0.506263	3.25695	0.283442	0.367582	2.88396	1.40249	0.126501	0.861443	0.0366285	0.305172	0.485976	0.0848746	0.559366	0.0453972	0.304431	0.0847993	0.0657533	0.182654	0.0515119	0.088717	0.0445563	0.456837	0.305821	0.366345	0.298526	3.5818	0.44416	0.166208	0.00845531	0.133769	0.296607	0.696513	1.07808	0.16746	0.534161	0.454024	0.15649	2.17614	0.203535	0.596173	0.0993276	0.0916971	0.381628	0.0964689	1.23646	0.453326	0.957121	0.0969175	0.199669	0.241603	0.401456	1.30731	0.432393	0.26844	0.143935	0.299257	4.06022	0.194855	0.0220231	1.90389	0.523954	0.437134	0.35486	2.47258	0.0943388	0.179731	0.0489005	0.304621	0.793235	0.0611326	0.0433499	0.117575	0.117591	0.241296	4.64008	0.968668	0.380708	1.02663	0.361542	0.0969763	0.0139733	0.21796	0.130981	0.514642	1.61537	0.0624001	0.290231	0.410122	0.0763746	6.46489	0.585582	0.368122	0.0568126	3.30472	1.58162	0.154243	0.0219478	0.0687196	0.900377	1.02695	0.0715455	0.161114	0.195497	0.0194039	0.765414	0.230514	0.0565244	0.105277	0.744925	0.0930386	0.0505318	0.120066	2.89956	0.118124	0.138133	0.610509	0.212481	0.138339	0.0776844	0.339015	0.0673391	0.495127	0.359293	0.301053	0.31167	0.122959	0.783513	0.231879	0.286489	0.494283	0.647754	0.338512	0.208601	0.0564159	0.098214	0.0904929	2.87795	0.0582245	0.00263844	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.6281436	0.27557	0.211793	0.267107	0.245531	1.999915	0.4641799	0.6267244	-1.607794	1.510328	2.281091
180	-17145.1	-16829.6	-315.476	0.1710562	0.0574361	1.54775	0.151027	0.746486	0.0165638	1.22972	0.177423	0.160235	0.0257652	0.0609514	1.18831	0.455566	0.123223	0.222858	0.473697	0.0721647	7.19796	0.715673	0.300225	0.469252	3.01886	0.262721	0.34071	2.67313	1.29996	0.117254	0.798468	0.0339508	0.282863	0.450449	0.0786699	0.518474	0.0420785	0.282176	0.0786	0.0609464	0.169301	0.0477462	0.0822314	0.041299	0.42344	0.283464	0.339564	0.276702	3.31995	0.41169	0.154057	0.00366951	0.12399	0.274923	0.645594	0.99927	0.155218	0.495111	0.420833	0.14505	2.01706	0.188656	0.55259	0.0920663	0.0849936	0.353729	0.0894165	1.14607	0.420185	0.887151	0.0898323	0.185073	0.223941	0.372108	1.21174	0.400783	0.248816	0.133412	0.27738	0.941536	0.180611	0.0204131	1.7647	0.48565	0.405177	0.328918	2.29182	0.0311533	0.166592	0.0453256	0.282352	0.735246	0.0566635	0.0401808	0.10898	0.108995	0.223656	4.30087	0.897854	0.352876	0.951575	0.335112	0.0898869	0.0129518	0.202026	0.121406	0.477019	1.49728	0.0578384	0.269014	0.38014	0.662538	5.99227	0.542773	0.341211	0.0526593	3.06313	1.466	0.142967	0.0203433	0.0636959	0.834555	0.951876	0.0663152	0.149336	0.181206	0.0179853	0.709458	0.213663	0.0523922	0.0975812	0.690467	0.086237	0.0468377	0.111288	2.68759	0.109488	0.128035	0.565877	0.196948	0.0351775	0.0720053	0.314231	0.0624163	0.45893	0.333027	0.279044	0.288886	0.11397	0.726234	0.214928	0.265545	0.458149	0.6004	0.313765	0.193351	0.0522917	0.0910341	0.0838774	2.66756	0.0454265	0.0153353	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.5671761	0.27557	0.211793	0.267107	0.245531	1.999915	0.4641799	0.6031689	-1.488328	1.401977	1.96554
190	-17059.7	-16827.9	-231.829	0.1710562	0.0731503	0.903513	0.0881636	0.435768	0.00966928	0.71786	0.103572	0.0935386	0.0150407	0.0355809	0.693685	0.204087	0.0719328	0.130096	0.276525	0.0421268	4.20187	0.41778	0.175259	0.27393	1.76228	0.153366	0.198892	1.56046	0.758864	0.0684478	0.466113	0.0198191	0.165124	0.262954	0.0459242	0.302664	0.0245637	0.164723	0.21768	0.035578	0.0988311	0.0278722	0.0480033	0.0241086	0.247187	0.165475	0.198223	0.161528	1.93805	0.240328	0.0899322	0.00214211	0.0723804	0.160489	0.0398548	0.583332	0.0906099	0.289026	0.245665	0.0846743	1.17747	0.11013	0.322579	0.0537445	0.0496158	0.206493	0.0521977	0.669029	0.245287	0.517882	0.0524404	0.108038	0.130728	0.217221	0.707365	0.233961	0.145248	0.0778807	0.161923	0.54963	0.105433	0.0119163	1.03016	0.283503	0.236526	0.192009	1.33787	0.018186	0.0972493	0.0264592	0.164825	0.429206	0.0330778	0.0234559	0.063618	0.0636266	0.130561	2.51067	0.52413	0.205994	0.55549	0.195624	0.0524723	0.00756073	0.187767	0.0708718	0.278464	0.874051	0.0337636	0.157039	0.22191	0.386763	3.49804	0.316849	0.199185	0.0307403	1.78813	0.85579	0.0834581	0.0118756	0.037183	0.487179	0.555666	0.0387121	0.0871763	0.10578	0.0104991	0.414153	0.124727	0.0305844	0.0569639	0.403066	0.0503416	0.0273419	0.0649656	1.5689	0.0500602	0.0747413	0.330336	0.11497	0.0205352	0.0420337	0.183435	0.0364361	0.267905	0.194407	0.162895	0.16864	0.066531	0.423946	0.125466	0.155014	0.267448	0.350489	0.183163	0.11287	0.0305257	0.053142	0.0489642	1.55721	0.0595537	0.00192953	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.3304266	0.27557	0.211793	0.267107	0.245531	1.999915	0.4641799	0.334877	-2.108853	1.424683	2.029722
200	-17038.6	-16828.7	-209.879	0.1710562	0.0719737	0.747074	0.558185	0.360317	0.00799509	0.593566	0.0856393	0.0773429	0.0124365	0.0294202	0.573577	0.168751	0.059478	0.10757	0.228646	0.0348328	3.47434	0.345444	0.144914	0.226501	1.45715	0.126811	0.164455	1.29028	0.627471	0.0565964	0.385408	0.0163875	0.136533	0.217425	0.0379727	0.250259	0.0203106	0.136202	0.17999	0.0294178	0.081719	0.0230463	0.0396918	0.0199344	0.204388	0.136824	0.163902	0.13356	1.60249	0.198716	0.0743609	0.00177122	0.0598481	0.132701	0.0329541	0.482331	0.0749213	0.238982	0.203129	0.0700134	0.9736	0.0910612	0.266726	0.0444389	0.041025	0.170739	0.0431599	0.55319	0.202817	0.428213	0.0433606	0.0893316	0.108093	0.17961	0.584889	0.193451	0.120099	0.064396	0.133887	0.454464	0.0871778	0.00985309	0.851793	0.234415	0.195573	0.158764	1.10622	0.0150372	0.0804111	0.0218779	0.136287	0.354891	0.0273506	0.0193946	0.0526029	0.05261	0.107955	2.07596	0.43338	0.170328	0.45931	0.161753	0.043387	0.00625163	0.155256	0.0586007	0.23025	0.722714	0.0279176	0.129849	0.183488	0.319797	2.89237	0.261988	0.164697	0.0254178	1.47852	0.707614	0.0690078	0.00981938	0.030745	0.402826	0.459455	0.0320093	0.0720822	0.087465	0.00868123	0.342444	0.103132	0.0252889	0.0471009	0.333277	0.0416252	0.0226078	0.0537171	1.29726	0.0413925	0.0618002	0.27314	0.0950634	0.0169796	0.0347558	0.151674	0.0301273	0.221518	0.160747	0.13469	0.139441	0.0550115	0.350541	0.103742	0.128174	0.221141	0.289803	0.15145	0.0933274	0.0252403	0.0439407	0.0404863	1.28759	0.047359	0.0143066	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.2764275	0.27557	0.211793	0.267107	0.245531	1.999915	0.4641799	0.3306829	-2.404866	1.611379	2.596542
210	-17044.6	-16828.5	-216.163	0.1710562	0.0782582	0.820747	0.61323	0.395849	0.00878353	0.6521	0.0940846	0.08497	0.0136629	0.0323215	0.63014	0.185392	0.0653434	0.0339601	0.251194	0.0382678	3.81696	0.37951	0.159204	0.248837	1.60085	0.139317	0.180673	1.41752	0.689348	0.0621777	0.423414	0.0180036	0.149998	0.238866	0.0417173	0.274938	0.0223135	0.149633	0.19774	0.0323189	0.0897777	0.025319	0.043606	0.0219002	0.224544	0.150316	0.180065	0.146731	1.76052	0.218312	0.081694	0.00194588	0.06575	0.145787	0.0362039	0.529896	0.0823096	0.262549	0.223161	0.0769177	1.06961	0.100041	0.293029	0.0488212	0.0450707	0.187577	0.0474161	0.607743	0.222817	0.470442	0.0476366	0.098141	0.118752	0.197323	0.642567	0.212529	0.131943	0.0707464	0.14709	0.499281	0.0957748	0.0108248	0.935793	0.257532	0.214859	0.17442	1.21531	0.0165201	0.0883408	0.0240354	0.149727	0.389889	0.0300477	0.0213072	0.0577903	0.0577981	0.118601	2.28068	0.476117	0.187124	0.504605	0.177704	0.0476655	0.00686813	0.0937915	0.0643796	0.252956	0.793984	0.0306707	0.142654	0.201582	0.351333	3.1776	0.287824	0.180939	0.0279244	1.62433	0.777395	0.075813	0.0107877	0.0337769	0.442551	0.504764	0.0351659	0.0791906	0.0960904	0.00953733	0.376214	0.113302	0.028926	0.0517457	0.366143	0.0457301	0.0248372	0.0590144	1.42519	0.0454745	0.0678946	0.300076	0.104438	0.0186541	0.0381832	0.166632	0.0330983	0.243363	0.176599	0.147973	0.153191	0.0604365	0.38511	0.113973	0.140814	0.242949	0.318382	0.166385	0.102531	0.0277294	0.0482739	0.0444788	1.41456	0.0553538	0.00640277	0.07940086	0.5358201	0.09165536	0.104095	0.150825	0.105277	0.107583	0.400681	0.131539	0.3026326	0.27557	0.211793	0.267107	0.245531	1.999915	0.4641799	0.3607792	-2.011462	1.408526	1.983945
